Name,Date,Location,Type,Region,Weather
Align,1/27/2024,High Dive,Music,Fremont / Ballard,"Rain. Cloudy. Low around 46, with temperatures rising to around 49 overnight. Southeast wind around 5 mph. Chance of precipitation is 100%. New rainfall amounts between a quarter and half of an inch possible."
Billy Idol and Duran Duran Tribute Night,1/27/2024,Sunset Tavern,Music,Fremont / Ballard,"Rain. Cloudy. Low around 45, with temperatures rising to around 48 overnight. East southeast wind around 5 mph. Chance of precipitation is 100%. New rainfall amounts between a quarter and half of an inch possible."
Crack Sabbath,1/27/2024,Sea Monster Lounge,Music,Wallingford / Greenlake,"Rain. Cloudy. Low around 46, with temperatures rising to around 48 overnight. Southeast wind around 5 mph. Chance of precipitation is 100%. New rainfall amounts between a quarter and half of an inch possible."
Harlem Globetrotters,1/27/2024,Climate Pledge Arena,Sports,Queen Anne / Seattle Center,"Rain. Cloudy. Low around 47, with temperatures rising to around 50 overnight. Southeast wind around 5 mph. Chance of precipitation is 100%. New rainfall amounts between a quarter and half of an inch possible."
Inked Up: Conversation with John Ellis,1/27/2024,Bainbridge Island Museum of Art,Museums,West,"Rain. Cloudy. Low around 46, with temperatures rising to around 48 overnight. South southeast wind around 5 mph. Chance of precipitation is 100%. New rainfall amounts between a quarter and half of an inch possible."
Jukebox Quartet: Arcobaleno Strings,1/27/2024,The Royal Room,Music,South Seattle,"Rain. Cloudy. Low around 47, with temperatures rising to around 50 overnight. Southeast wind around 5 mph. Chance of precipitation is 100%. New rainfall amounts between a quarter and half of an inch possible."
Pike Place Market: Local Appreciation Day,1/27/2024,Pike Place Market,Festivals & Special Events,Downtown,"Rain. Cloudy. Low around 46, with temperatures rising to around 48 overnight. Southeast wind around 5 mph. Chance of precipitation is 100%. New rainfall amounts between a quarter and half of an inch possible."
Seattle Baroque Orchestra: Party Bohemienne,1/27/2024,Town Hall Seattle,Music,Downtown,"Rain. Cloudy. Low around 45, with temperatures rising to around 48 overnight. Southeast wind around 5 mph. Chance of precipitation is 100%. New rainfall amounts between a quarter and half of an inch possible."
Seattle Thunderbirds vs. Everett Silvertips,1/27/2024,accesso ShoWare Center,Sports,South,"Rain. Cloudy. Low around 47, with temperatures rising to around 50 overnight. Southeast wind around 5 mph. Chance of precipitation is 100%. New rainfall amounts between a quarter and half of an inch possible."
The Budos Band,1/27/2024,The Showbox,Music,Downtown,"Rain. Cloudy. Low around 46, with temperatures rising to around 48 overnight. Southeast wind around 5 mph. Chance of precipitation is 100%. New rainfall amounts between a quarter and half of an inch possible."
