Name,Date,Location,Type,Region,Weather
One Step Closer,7/8/2024,Neumos,Music,Capitol Hill / Central District,"Sunny, with a high near 89. North wind 2 to 8 mph."
Redd Kross,7/8/2024,Tractor Tavern,Music,Fremont / Ballard,"Sunny, with a high near 90. North northwest wind 2 to 8 mph."
The Band Camino,7/8/2024,Showbox SoDo,Music,Pioneer Square,"Sunny, with a high near 90. North northwest wind 2 to 8 mph."
The Band Camino,7/8/2024,Showbox SoDo,Music,Pioneer Square,"Clear. Low around 64, with temperatures rising to around 66 overnight. North northeast wind around 2 mph."
Ananda Lima,7/9/2024,Elliott Bay Book Company,Readings & Lectures,Capitol Hill / Central District,"Sunny. High near 90, with temperatures falling to around 88 in the afternoon. North wind 2 to 8 mph."
Lachy Doley,7/9/2024,The Triple Door,Music,Downtown,"Sunny, with a high near 94. North wind 2 to 8 mph."
Middle Kids,7/9/2024,Neumos,Music,Capitol Hill / Central District,"Sunny. High near 90, with temperatures falling to around 87 in the afternoon. North wind 3 to 9 mph."
Out of Stock,7/9/2024,Sunset Tavern,Music,Fremont / Ballard,"Sunny. High near 92, with temperatures falling to around 90 in the afternoon. North wind 2 to 8 mph."
Songwriters in the Round: Mountain Holler,7/9/2024,Tractor Tavern,Music,Fremont / Ballard,"Sunny, with a high near 90. North wind 3 to 8 mph."
Starter Baby,7/9/2024,High Dive,Music,Fremont / Ballard,"Sunny. High near 93, with temperatures falling to around 91 in the afternoon. North wind 2 to 8 mph."
The Round: Rachael Kilgour,7/9/2024,Fremont Abbey Arts Center,Music,Fremont / Ballard,"Sunny. High near 90, with temperatures falling to around 87 in the afternoon. North wind 3 to 9 mph."
BNH Deluxe,7/10/2024,High Dive,Music,Fremont / Ballard,"Sunny, with a high near 83. West wind 3 to 9 mph."
Clive Carroll,7/10/2024,The Triple Door,Music,Downtown,"Sunny, with a high near 84. West southwest wind 5 to 9 mph."
Cris Jacobs Band,7/10/2024,Nectar Lounge,Music,Fremont / Ballard,"Sunny, with a high near 87. West southwest wind 3 to 8 mph."
David Rosales and His Band Of Scoundrels,7/10/2024,Funhouse,Music,Capitol Hill / Central District,"Sunny, with a high near 86. West southwest wind 3 to 9 mph."
Griffin House,7/10/2024,Tractor Tavern,Music,Fremont / Ballard,"Sunny, with a high near 86. West southwest wind 3 to 9 mph."
Hot Rod,7/10/2024,Sea Monster Lounge,Music,Wallingford / Greenlake,"Sunny, with a high near 86. West southwest wind 3 to 9 mph."
Hurricane Dreamz,7/10/2024,Sea Monster Lounge,Music,Wallingford / Greenlake,"Sunny, with a high near 86. West southwest wind 3 to 9 mph."
Indigo De Souza,7/10/2024,The Crocodile,Music,Downtown,"Sunny, with a high near 87. West southwest wind 3 to 8 mph."
Mia Day,7/10/2024,Chop Suey,Music,Capitol Hill / Central District,"Sunny, with a high near 86. West southwest wind 3 to 9 mph."
Seattle Storm vs. Las Vegas Aces,7/10/2024,Climate Pledge Arena,Sports,Queen Anne / Seattle Center,"Sunny, with a high near 84. West southwest wind 5 to 10 mph."
Sour Widows,7/10/2024,Sunset Tavern,Music,Fremont / Ballard,"Sunny, with a high near 87. West southwest wind 3 to 8 mph."
Survive Said The Prophet,7/10/2024,Neumos,Music,Capitol Hill / Central District,"Sunny, with a high near 88. West southwest wind 3 to 8 mph."
Black Sabbitch,7/11/2024,El Corazon,Music,Downtown,"Sunny, with a high near 79."
Diplomats of Funk,7/11/2024,Sea Monster Lounge,Music,Wallingford / Greenlake,"Sunny, with a high near 78."
Flourish,7/11/2024,Nectar Lounge,Music,Fremont / Ballard,"Sunny, with a high near 80."
Form Fest Seattle,7/11/2024,Barboza,Music,Capitol Hill / Central District,"Sunny, with a high near 81."
Ghost-Note,7/11/2024,The Neptune Theatre,Music,University District,"Sunny, with a high near 78."
Gniffke,7/11/2024,High Dive,Music,Fremont / Ballard,"Sunny, with a high near 82."
Great Women of Folk and Country,7/11/2024,The Royal Room,Music,South Seattle,"Sunny, with a high near 80."
Marjan Kamali,7/11/2024,Elliott Bay Book Company,Readings & Lectures,Capitol Hill / Central District,"Sunny, with a high near 79."
Ollella and Sturtz,7/11/2024,Tractor Tavern,Music,Fremont / Ballard,"Sunny, with a high near 78."
Red Fang,7/11/2024,The Showbox,Music,Downtown,"Sunny, with a high near 78."
Spotlight Series: Union Cultural Center,7/11/2024,Pier 62,Dance,Downtown,"Sunny, with a high near 80."
Summer Nights on the Terrace with Benjamin Hunter,7/11/2024,Museum of History & Industry,Music,Queen Anne / Seattle Center,"Sunny, with a high near 78."
The Revivalists,7/11/2024,Chateau Ste. Michelle Winery,Music,East,"Sunny, with a high near 80."
Yonder Mountain String Band,7/11/2024,The Crocodile,Music,Downtown,"Sunny, with a high near 79."
?Celestial Navigation,7/12/2024,Sea Monster Lounge,Music,Wallingford / Greenlake,"Sunny, with a high near 82."
38 Coffin,7/12/2024,Slim's Last Chance,Music,South Seattle,"Sunny, with a high near 81."
Arkaik,7/12/2024,Funhouse,Music,Capitol Hill / Central District,"Sunny, with a high near 79."
Barclay Crenshaw,7/12/2024,The Showbox,Music,Downtown,"Sunny, with a high near 83."
Freddy Fuego,7/12/2024,The Royal Room,Music,South Seattle,"Sunny, with a high near 81."
Hana Vu,7/12/2024,Barboza,Music,Capitol Hill / Central District,"Sunny, with a high near 81."
Jocelyn Cole and Sharon Nagel,7/12/2024,Elliott Bay Book Company,Readings & Lectures,Capitol Hill / Central District,"Sunny, with a high near 79."
"Perspectives: Music, Merchants, and Masterminds",7/12/2024,Bainbridge Island Museum of Art,Museums,West,"Sunny, with a high near 81."
Quasi,7/12/2024,The Crocodile,Music,Downtown,"Sunny, with a high near 82."
Sapphira Cristal,7/12/2024,The Neptune Theatre,Theatre,University District,"Sunny, with a high near 81."
Seattle Storm vs. Minnesota Lynx,7/12/2024,Climate Pledge Arena,Sports,Queen Anne / Seattle Center,"Sunny, with a high near 79."
Talib Kweli,7/12/2024,Nectar Lounge,Music,Fremont / Ballard,"Sunny, with a high near 80."
Woodland Park Zoo: 48th Annual Jungle Party,7/12/2024,Woodland Park Zoo,Festivals & Special Events,Wallingford / Greenlake,"Sunny, with a high near 80."
YG,7/12/2024,Showbox SoDo,Music,Pioneer Square,"Sunny, with a high near 80."
Chronically Fabulous,7/13/2024,Rendezvous JewelBox Theater,Theatre,Downtown,"Sunny, with a high near 83."
Dead on Cue,7/13/2024,Slim's Last Chance,Music,South Seattle,"Sunny, with a high near 80."
Electric Feels,7/13/2024,The Showbox,Music,Downtown,"Sunny, with a high near 82."
Festal: Polish Festival Seattle,7/13/2024,Seattle Center,Festivals & Special Events,Queen Anne / Seattle Center,"Sunny, with a high near 82."
Gary Janetti,7/13/2024,Elliott Bay Book Company,Readings & Lectures,Capitol Hill / Central District,"Sunny, with a high near 82."
Jessica Lurie,7/13/2024,Sea Monster Lounge,Music,Wallingford / Greenlake,"Sunny, with a high near 83."
Kenny Chesney with Zac Brown Band,7/13/2024,Lumen Field,Music,Pioneer Square,"Sunny, with a high near 80."
Machinedrum,7/13/2024,High Dive,Music,Fremont / Ballard,"Sunny, with a high near 80."
Nikki McClure: Something About the Sky,7/13/2024,Bainbridge Island Museum of Art,Readings & Lectures,West,"Sunny, with a high near 83."
Old Gods of Appalachia,7/13/2024,The Neptune Theatre,Theatre,University District,"Sunny, with a high near 84."
Puget Sound Songbirds,7/13/2024,The Royal Room,Music,South Seattle,"Sunny, with a high near 82."
RJD2,7/13/2024,The Crocodile,Music,Downtown,"Sunny, with a high near 82."
Where Is the Love?,7/13/2024,The Crocodile,Music,Downtown,"Sunny, with a high near 82."
Whethan,7/13/2024,Neumos,Music,Capitol Hill / Central District,"Sunny, with a high near 80."
An Evening with Lyle Lovett and his Large Band,7/14/2024,Chateau Ste. Michelle Winery,Music,East,"Sunny, with a high near 80."
KnowMads,7/14/2024,Nectar Lounge,Music,Fremont / Ballard,"Sunny, with a high near 82."
Lucky Daye,7/14/2024,Showbox SoDo,Music,Pioneer Square,"Sunny, with a high near 82."
Protoje Meets Tippy I,7/14/2024,The Crocodile,Music,Downtown,"Sunny, with a high near 82."
Seattle Storm vs. Atlanta Dream,7/14/2024,Climate Pledge Arena,Sports,Queen Anne / Seattle Center,"Sunny, with a high near 82."
Tropical Sunday,7/14/2024,Sea Monster Lounge,Music,Wallingford / Greenlake,"Sunny, with a high near 80."
Vanilla Abstract,7/14/2024,High Dive,Music,Fremont / Ballard,"Sunny, with a high near 80."
