Name,Date,Location,Type,Region,Weather
Castrati,8/19/2024,Sunset Tavern,Music,Fremont / Ballard,"Mostly sunny, with a high near 76. South southwest wind 3 to 9 mph."
Hot Freaks,8/19/2024,Barboza,Music,Capitol Hill / Central District,"Mostly sunny, with a high near 77. South wind 3 to 10 mph."
ZooTunes: Alvvays,8/19/2024,Woodland Park Zoo,Music,Wallingford / Greenlake,"Mostly sunny, with a high near 76. South southwest wind 3 to 9 mph."
Bay Ledges,8/20/2024,Neumos,Music,Capitol Hill / Central District,"A chance of rain before 11am, then showers and thunderstorms likely between 11am and 5pm, then a chance of rain. Mostly cloudy. High near 71, with temperatures falling to around 69 in the afternoon. South southwest wind around 7 mph. Chance of precipitation is 60%. New rainfall amounts less than a tenth of an inch possible."
Caro De Robertis with Elaine U. Cho,8/20/2024,Elliott Bay Book Company,Readings & Lectures,Capitol Hill / Central District,"A chance of rain before 11am, then showers and thunderstorms likely between 11am and 5pm, then a chance of rain. Mostly cloudy, with a high near 71. South wind around 8 mph. Chance of precipitation is 60%. New rainfall amounts less than a tenth of an inch possible."
Foleada,8/20/2024,Sea Monster Lounge,Music,Wallingford / Greenlake,"A chance of rain before 11am, then showers and thunderstorms likely between 11am and 5pm, then a chance of rain. Mostly cloudy. High near 70, with temperatures falling to around 68 in the afternoon. South southwest wind 5 to 8 mph. Chance of precipitation is 60%. New rainfall amounts less than a tenth of an inch possible."
Hyuna,8/20/2024,Showbox SoDo,Music,Pioneer Square,"A chance of rain before 11am, then showers and thunderstorms likely between 11am and 5pm, then a chance of rain. Mostly cloudy, with a high near 71. South southwest wind around 8 mph. Chance of precipitation is 60%. New rainfall amounts less than a tenth of an inch possible."
Junior Brown,8/20/2024,Tractor Tavern,Music,Fremont / Ballard,"A chance of rain before 11am, then showers and thunderstorms likely between 11am and 5pm, then a chance of rain. Mostly cloudy, with a high near 71. South southwest wind around 7 mph. Chance of precipitation is 60%. New rainfall amounts less than a tenth of an inch possible."
OMA and Shing02,8/20/2024,The Crocodile,Music,Downtown,"A chance of rain before 11am, then showers and thunderstorms likely between 11am and 5pm, then a chance of rain. Mostly cloudy, with a high near 69. South southwest wind around 8 mph. Chance of precipitation is 60%. New rainfall amounts less than a tenth of an inch possible."
Ruston Way,8/20/2024,High Dive,Music,Fremont / Ballard,"A chance of rain before 11am, then showers and thunderstorms likely between 11am and 5pm, then a chance of rain. Mostly cloudy. High near 71, with temperatures falling to around 69 in the afternoon. South southwest wind around 7 mph. Chance of precipitation is 60%. New rainfall amounts less than a tenth of an inch possible."
Sinead Harnett,8/20/2024,Neumos,Music,Capitol Hill / Central District,"A chance of rain before 11am, then showers and thunderstorms likely between 11am and 5pm, then a chance of rain. Mostly cloudy, with a high near 68. South southwest wind around 8 mph. Chance of precipitation is 60%. New rainfall amounts less than a tenth of an inch possible."
Sunny Day Real Estate,8/20/2024,The Showbox,Music,Downtown,"A chance of rain before 11am, then showers and thunderstorms likely between 11am and 5pm, then a chance of rain. Mostly cloudy, with a high near 72. South southwest wind around 7 mph. Chance of precipitation is 60%. New rainfall amounts less than a tenth of an inch possible."
The Harlem Gospel Travelers,8/20/2024,The Royal Room,Music,South Seattle,"A chance of rain before 11am, then showers and thunderstorms likely between 11am and 5pm, then a chance of rain. Mostly cloudy. High near 71, with temperatures falling to around 69 in the afternoon. South southwest wind around 7 mph. Chance of precipitation is 60%. New rainfall amounts less than a tenth of an inch possible."
The Palms,8/20/2024,Barboza,Music,Capitol Hill / Central District,"A chance of rain before 11am, then showers and thunderstorms likely between 11am and 5pm, then a chance of rain. Mostly cloudy. High near 71, with temperatures falling to around 69 in the afternoon. South southwest wind around 7 mph. Chance of precipitation is 60%. New rainfall amounts less than a tenth of an inch possible."
The Pentagram String Band,8/20/2024,Funhouse,Music,Capitol Hill / Central District,"A chance of rain before 11am, then showers and thunderstorms likely between 11am and 5pm, then a chance of rain. Mostly cloudy, with a high near 68. South southwest wind around 8 mph. Chance of precipitation is 60%. New rainfall amounts less than a tenth of an inch possible."
The Verve Pipe,8/20/2024,The Triple Door,Music,Downtown,"A chance of rain before 11am, then showers and thunderstorms likely between 11am and 5pm, then a chance of rain. Mostly cloudy. High near 70, with temperatures falling to around 68 in the afternoon. South southwest wind 5 to 8 mph. Chance of precipitation is 60%. New rainfall amounts less than a tenth of an inch possible."
$not,8/21/2024,Showbox SoDo,Music,Pioneer Square,"Rain likely. Cloudy, with a high near 69. South southwest wind 6 to 10 mph. Chance of precipitation is 70%. New rainfall amounts between a tenth and quarter of an inch possible."
Caloncho,8/21/2024,Neumos,Music,Capitol Hill / Central District,"Rain and patchy fog. Cloudy, with a high near 69. South wind 5 to 10 mph. Chance of precipitation is 80%. New rainfall amounts between a tenth and quarter of an inch possible."
Crooked Path,8/21/2024,Tractor Tavern,Music,Fremont / Ballard,"Rain and patchy fog. Cloudy, with a high near 69. South wind 3 to 10 mph. Chance of precipitation is 80%. New rainfall amounts between a tenth and quarter of an inch possible."
Dub Lounge International,8/21/2024,Sea Monster Lounge,Music,Wallingford / Greenlake,"Rain and patchy fog. Cloudy, with a high near 69. South wind 3 to 10 mph. Chance of precipitation is 80%. New rainfall amounts between a tenth and quarter of an inch possible."
Elle King,8/21/2024,Woodland Park Zoo,Music,Wallingford / Greenlake,"Rain and patchy fog. Cloudy, with a high near 67. South wind 6 to 12 mph. Chance of precipitation is 80%. New rainfall amounts between a tenth and quarter of an inch possible."
Moon Organ,8/21/2024,Sunset Tavern,Music,Fremont / Ballard,"Rain and patchy fog. Cloudy, with a high near 67. South southwest wind 6 to 10 mph. Chance of precipitation is 80%. New rainfall amounts between a tenth and quarter of an inch possible."
Pahua,8/21/2024,Nectar Lounge,Music,Fremont / Ballard,"Rain and patchy fog. Cloudy, with a high near 67. South southwest wind 6 to 10 mph. Chance of precipitation is 80%. New rainfall amounts between a tenth and quarter of an inch possible."
The Jauntee,8/21/2024,High Dive,Music,Fremont / Ballard,"Rain likely. Cloudy, with a high near 69. South southwest wind 6 to 10 mph. Chance of precipitation is 70%. New rainfall amounts between a tenth and quarter of an inch possible."
The Orion Experience,8/21/2024,Funhouse,Music,Capitol Hill / Central District,"A chance of rain before 7am, then rain likely and patchy fog. Cloudy, with a high near 66. South southwest wind 6 to 10 mph. Chance of precipitation is 70%. New rainfall amounts between a tenth and quarter of an inch possible."
Too Slim and the Taildraggers,8/21/2024,The Triple Door,Music,Downtown,"Rain and patchy fog. Cloudy, with a high near 69. South wind 5 to 10 mph. Chance of precipitation is 80%. New rainfall amounts between a tenth and quarter of an inch possible."
Eclectrick,8/22/2024,Tractor Tavern,Music,Fremont / Ballard,"A chance of rain before 7am, then a chance of rain and patchy fog. Mostly cloudy, with a high near 69. Chance of precipitation is 50%."
Fu Manchu,8/22/2024,The Crocodile,Music,Downtown,"A chance of rain and patchy fog. Mostly cloudy, with a high near 67. Chance of precipitation is 50%."
"Game, Set Party",8/22/2024,Nectar Lounge,Music,Fremont / Ballard,"A chance of rain and patchy fog. Mostly cloudy, with a high near 69. Chance of precipitation is 50%."
Jonny Tobin,8/22/2024,Sea Monster Lounge,Music,Wallingford / Greenlake,"A chance of rain and patchy fog. Mostly cloudy, with a high near 70. Chance of precipitation is 40%."
The Aristocrats,8/22/2024,Neumos,Music,Capitol Hill / Central District,"A chance of rain and patchy fog. Mostly cloudy, with a high near 67. Chance of precipitation is 50%."
Them Coulee Boys,8/22/2024,High Dive,Music,Fremont / Ballard,"A chance of rain and patchy fog. Mostly cloudy, with a high near 67. Chance of precipitation is 50%."
Twen,8/22/2024,Sunset Tavern,Music,Fremont / Ballard,"A chance of rain before 7am, then a chance of rain and patchy fog. Mostly cloudy, with a high near 69. Chance of precipitation is 50%."
Twenty One Pilots,8/22/2024,Climate Pledge Arena,Music,Queen Anne / Seattle Center,"A chance of rain and patchy fog. Mostly cloudy, with a high near 70. Chance of precipitation is 40%."
Vice Versa,8/22/2024,Funhouse,Music,Capitol Hill / Central District,"A chance of rain and patchy fog. Mostly cloudy, with a high near 70. Chance of precipitation is 40%."
Africa Violeta,8/23/2024,Funhouse,Music,Capitol Hill / Central District,"A chance of rain. Partly sunny, with a high near 71."
Chayanne,8/23/2024,Climate Pledge Arena,Music,Queen Anne / Seattle Center,"A chance of rain and patchy fog. Partly sunny, with a high near 70."
Epik High,8/23/2024,Showbox SoDo,Music,Pioneer Square,"A chance of rain. Partly sunny, with a high near 71."
Grunge Night,8/23/2024,The Crocodile,Music,Downtown,"A chance of rain and patchy fog. Partly sunny, with a high near 70."
Haunt and Savage Master,8/23/2024,El Corazon,Music,Downtown,"A chance of rain. Partly sunny, with a high near 72."
Joe Casalini Trio,8/23/2024,The Royal Room,Music,South Seattle,"A chance of rain. Partly sunny, with a high near 71."
Kellan.,8/23/2024,Barboza,Music,Capitol Hill / Central District,"A chance of rain and patchy fog. Partly sunny, with a high near 69."
McTUFF,8/23/2024,High Dive,Music,Fremont / Ballard,"A chance of rain and patchy fog. Partly sunny, with a high near 72."
Mikey High Life Band,8/23/2024,Slim's Last Chance,Music,South Seattle,"A chance of rain. Partly sunny, with a high near 71."
Movies at The Mural – The Color Purple (Musical),8/23/2024,Seattle Center Mural Amphitheatre,Film & Media Arts,Queen Anne / Seattle Center,"A chance of rain and patchy fog. Partly sunny, with a high near 71."
Reals & Seal,8/23/2024,Sea Monster Lounge,Music,Wallingford / Greenlake,"A chance of rain. Partly sunny, with a high near 71."
SAM Remix,8/23/2024,Olympic Sculpture Park,Museums,Downtown,"A chance of rain. Partly sunny, with a high near 72."
Scree-Run Waltz: Celebrating Wally Shoup,8/23/2024,The Royal Room,Music,South Seattle,"A chance of rain. Partly sunny, with a high near 71."
The Hip Abduction and Satsang,8/23/2024,Neumos,Music,Capitol Hill / Central District,"A chance of rain and patchy fog. Partly sunny, with a high near 71."
The Shivas,8/23/2024,Tractor Tavern,Music,Fremont / Ballard,"A chance of rain. Partly sunny, with a high near 71."
$uicide Boy$,8/24/2024,Climate Pledge Arena,Music,Queen Anne / Seattle Center,"A chance of rain. Mostly cloudy, with a high near 69."
Bella White,8/24/2024,Tractor Tavern,Music,Fremont / Ballard,"A chance of rain. Mostly cloudy, with a high near 69."
Chloe Troast,8/24/2024,The Crocodile,Theatre,Downtown,"A chance of rain. Mostly cloudy, with a high near 70."
Layne Staley Tribute 2024,8/24/2024,The Neptune Theatre,Music,University District,"A chance of rain. Mostly cloudy, with a high near 69."
OK Hotel Annual Summer Throwdown,8/24/2024,The Royal Room,Music,South Seattle,"A chance of rain. Mostly cloudy, with a high near 67."
Prom Date Mixtape: Cruel Summer,8/24/2024,Nectar Lounge,Music,Fremont / Ballard,"A chance of rain. Mostly cloudy, with a high near 69."
