Name,Date,Location,Type,Region,Weather
African American Cultural Ensemble,12/20/2024,Bainbridge Island Museum of Art,Music,West,"A slight chance of rain. Mostly cloudy, with a low around 48. East northeast wind around 3 mph. Chance of precipitation is 20%."
Desi Banks,12/20/2024,The Moore Theatre,Theatre,Downtown,"A slight chance of rain. Mostly cloudy, with a low around 46. East northeast wind around 2 mph. Chance of precipitation is 20%. New rainfall amounts less than a tenth of an inch possible."
Dion Timmer,12/20/2024,The Neptune Theatre,Music,University District,"A slight chance of rain. Mostly cloudy, with a low around 46. East northeast wind around 3 mph. Chance of precipitation is 20%. New rainfall amounts less than a tenth of an inch possible."
Eldridge Gravy and the Court Supreme,12/20/2024,Neumos,Music,Capitol Hill / Central District,"A slight chance of rain. Mostly cloudy, with a low around 46. East northeast wind around 3 mph. Chance of precipitation is 20%. New rainfall amounts less than a tenth of an inch possible."
Rylan Fischer,12/20/2024,Barboza,Music,Capitol Hill / Central District,"A slight chance of rain. Mostly cloudy, with a low around 47. Northeast wind around 3 mph. Chance of precipitation is 20%."
Acerbity,12/21/2024,Funhouse,Music,Capitol Hill / Central District,"Rain. Mostly cloudy, with a high near 53. South southeast wind 6 to 10 mph. Chance of precipitation is 100%. New rainfall amounts between a quarter and half of an inch possible."
Christopher Titus,12/21/2024,The Neptune Theatre,Theatre,University District,"Rain. Mostly cloudy, with a high near 52. South southeast wind 6 to 12 mph. Chance of precipitation is 100%. New rainfall amounts between a quarter and half of an inch possible."
Lamarr Family Values,12/22/2024,High Dive,Music,Fremont / Ballard,"Rain. Cloudy, with a high near 50. Chance of precipitation is 100%. New rainfall amounts between a half and three quarters of an inch possible."
McTuff Special,12/22/2024,Nectar Lounge,Music,Fremont / Ballard,"Rain. Cloudy, with a high near 51. Chance of precipitation is 100%. New rainfall amounts between a half and three quarters of an inch possible."
Seattle Seahawks vs. Minnesota Vikings,12/22/2024,Lumen Field,Sports,Pioneer Square,"Rain. Cloudy, with a high near 52. Chance of precipitation is 100%. New rainfall amounts between a half and three quarters of an inch possible."
A Festival of Lessons and Carols,12/23/2024,Benaroya Hall,Music,Downtown,"Rain. Partly sunny, with a high near 53."
Home for the Holidays,12/23/2024,The Royal Room,Music,South Seattle,"Rain. Partly sunny, with a high near 53."
