Name,Date,Location,Type,Region,Weather
Yiming Ma with Tessa Hulls,9/15/2025,Town Hall Seattle,Readings & Lectures,Downtown,"Sunny, with a high near 67. North northeast wind 2 to 10 mph."
Bigfoot Curious,9/16/2025,Sunset Tavern,Music,Fremont / Ballard,"Haze between 7am and noon. Sunny, with a high near 85. East northeast wind 3 to 7 mph."
Bill McKibben,9/16/2025,Town Hall Seattle,Readings & Lectures,Downtown,"Haze between 7am and 1pm. Sunny, with a high near 84. East northeast wind 3 to 7 mph."
Billie Marten,9/16/2025,The Crocodile,Music,Downtown,"Haze between 7am and noon. Sunny, with a high near 85. East northeast wind 3 to 7 mph."
Drew Harvell,9/16/2025,Town Hall Seattle,Readings & Lectures,Downtown,"Haze between 7am and noon. Sunny, with a high near 83. Northeast wind 3 to 7 mph."
The Indicted,9/16/2025,Funhouse,Music,Capitol Hill / Central District,"Haze between 7am and 4pm. Sunny, with a high near 82. East northeast wind 3 to 7 mph."
Artists’ Reception & Panel Conversation for Bloedel Reserve: 10 Years of Creative Residencies,9/17/2025,Bainbridge Island Museum of Art,Museums,West,"Sunny, with a high near 74. West wind 3 to 8 mph."
Be’lakor,9/18/2025,El Corazon,Music,Downtown,"Mostly sunny, with a high near 71."
Black Dogs,9/18/2025,Sea Monster Lounge,Music,Wallingford / Greenlake,"Mostly sunny, with a high near 69."
Duffy Bishop,9/18/2025,The Triple Door,Music,Downtown,"Mostly sunny, with a high near 69."
"Basements, The Rags, The No. 3",9/19/2025,Sunset Tavern,Music,Fremont / Ballard,"Mostly sunny, with a high near 72."
Canadian Steam,9/19/2025,The Triple Door,Theatre,Downtown,"Mostly sunny, with a high near 73."
Babes in Canyon Album Release Show,9/20/2025,Tractor Tavern,Music,Fremont / Ballard,"A slight chance of rain after 5pm. Mostly sunny, with a high near 73."
Curated Conversations: Juliette Aristides,9/21/2025,Bainbridge Island Museum of Art,Museums,West,"A chance of rain. Mostly cloudy, with a high near 69."
Greg Norton and Buddies,9/21/2025,Funhouse,Music,Capitol Hill / Central District,"A chance of rain. Mostly cloudy, with a high near 69."
