Name,Date,Location,Type,Region,Weather
After Middle Fork: More Rebellious Revelations from John Grade,1/15/2025,Seattle Art Museum,Museums,Downtown,"Areas of fog. Cloudy. Low around 36, with temperatures rising to around 38 overnight. Northeast wind around 2 mph."
Ben Barnes,1/15/2025,The Showbox,Music,Downtown,"Areas of fog. Cloudy. Low around 36, with temperatures rising to around 38 overnight. Northeast wind around 2 mph."
CULPRITS,1/15/2025,The Triple Door,Music,Downtown,"Areas of fog. Cloudy, with a low around 36. North wind around 2 mph."
Haystack Slim and The Broken Arrow,1/15/2025,Sunset Tavern,Music,Fremont / Ballard,"Areas of fog. Cloudy, with a low around 35. Northeast wind around 2 mph."
Megan Ming Francis,1/15/2025,Town Hall Seattle,Readings & Lectures,Downtown,"Areas of fog. Cloudy, with a low around 35. Northeast wind around 2 mph."
Megan Tady with Tara Conklin,1/15/2025,Elliott Bay Book Company,Readings & Lectures,Capitol Hill / Central District,"Areas of fog. Cloudy. Low around 34, with temperatures rising to around 36 overnight. North wind around 3 mph."
Piano Starts Here: The Music of Nina Simone and Dorothy Donegan,1/15/2025,The Royal Room,Music,South Seattle,"Areas of fog. Cloudy. Low around 35, with temperatures rising to around 37 overnight. North wind around 2 mph."
Wax Lips,1/15/2025,Tractor Tavern,Music,Fremont / Ballard,"Areas of fog. Cloudy. Low around 36, with temperatures rising to around 38 overnight. Northeast wind around 2 mph."
Amelia Day and The Cloves,1/16/2025,Neumos,Music,Capitol Hill / Central District,"A slight chance of rain showers between 10am and 4pm. Cloudy, with a high near 43. South southeast wind around 6 mph. Chance of precipitation is 20%. New rainfall amounts less than a tenth of an inch possible."
Bad Bad Hats,1/16/2025,Barboza,Music,Capitol Hill / Central District,"A slight chance of rain showers between 10am and 4pm. Cloudy, with a high near 43. South southeast wind around 7 mph. Chance of precipitation is 20%. New rainfall amounts less than a tenth of an inch possible."
Big Brass Extravaganza #11,1/16/2025,Nectar Lounge,Music,Fremont / Ballard,"A slight chance of rain showers between 10am and 4pm. Cloudy, with a high near 43. South southeast wind around 6 mph. Chance of precipitation is 20%. New rainfall amounts less than a tenth of an inch possible."
Eli Howard and The Greater Good,1/16/2025,Funhouse,Music,Capitol Hill / Central District,"A chance of rain showers between 10am and 4pm. Mostly cloudy, with a high near 44. Southeast wind around 7 mph. Chance of precipitation is 30%. New rainfall amounts less than a tenth of an inch possible."
Joseph Pennell and Cole Scheifele,1/16/2025,The Royal Room,Music,South Seattle,"A slight chance of rain showers between 10am and 4pm. Cloudy, with a high near 43. South southeast wind around 7 mph. Chance of precipitation is 20%. New rainfall amounts less than a tenth of an inch possible."
Mia Day,1/16/2025,High Dive,Music,Fremont / Ballard,"A slight chance of rain showers between 10am and 4pm. Cloudy, with a high near 44. Southeast wind around 7 mph. Chance of precipitation is 20%. New rainfall amounts less than a tenth of an inch possible."
Standish and Co.,1/16/2025,Tractor Tavern,Music,Fremont / Ballard,"A slight chance of rain showers between 10am and 4pm. Cloudy, with a high near 43. South southeast wind around 7 mph. Chance of precipitation is 20%. New rainfall amounts less than a tenth of an inch possible."
Alan Sparhawk’s The White Roses Tour,1/17/2025,The Crocodile,Music,Downtown,"Mostly sunny, with a high near 43."
Blake Lewis & The Staxx Brothers Introduce Up West Fest,1/17/2025,The Royal Room,Music,South Seattle,"Partly sunny, with a high near 43."
Cynthia Brothers with Tom Eykemans,1/17/2025,Town Hall Seattle,Readings & Lectures,Downtown,"Partly sunny, with a high near 43."
Faux Flora: 10-Minute Chat with the Chief Curator,1/17/2025,National Nordic Museum,Museums,Fremont / Ballard,"Partly sunny, with a high near 43."
Faux Flora: Silent Disco,1/17/2025,National Nordic Museum,Museums,Fremont / Ballard,"Partly sunny, with a high near 43."
Grisha Goryachev,1/17/2025,Town Hall Seattle,Music,Downtown,"Partly sunny, with a high near 43."
Jersey,1/17/2025,Neumos,Music,Capitol Hill / Central District,"Partly sunny, with a high near 43."
