Name,Date,Location,Type,Region,Weather
Babes In Canyon,5/2/2025,High Dive,Music,Fremont / Ballard,"A slight chance of rain showers after 5pm. Sunny. High near 69, with temperatures falling to around 66 in the afternoon. South southwest wind 9 to 14 mph. Chance of precipitation is 20%."
Basia Bulat,5/2/2025,The Triple Door,Music,Downtown,"A slight chance of rain showers after 5pm. Sunny. High near 70, with temperatures falling to around 67 in the afternoon. South southwest wind 8 to 13 mph. Chance of precipitation is 20%."
Cami Voss and the Acme Roundup,5/2/2025,The Royal Room,Music,South Seattle,"A slight chance of rain showers after 5pm. Sunny. High near 69, with temperatures falling to around 66 in the afternoon. South southwest wind 9 to 14 mph. Chance of precipitation is 20%."
Comedy Night with Ray Navarrete,5/2/2025,Bainbridge Island Museum of Art,Museums,West,"A slight chance of rain showers after 5pm. Sunny. High near 70, with temperatures falling to around 67 in the afternoon. South southwest wind 9 to 14 mph. Chance of precipitation is 20%."
Denzel Curry,5/2/2025,Showbox SoDo,Music,Pioneer Square,"A slight chance of rain showers after 5pm. Sunny. High near 70, with temperatures falling to around 67 in the afternoon. South southwest wind 9 to 14 mph. Chance of precipitation is 20%."
Michael Luo,5/2/2025,Elliott Bay Book Company,Readings & Lectures,Capitol Hill / Central District,"A slight chance of rain showers after 5pm. Sunny. High near 69, with temperatures falling to around 66 in the afternoon. South southwest wind 9 to 14 mph. Chance of precipitation is 20%."
Niko Moon,5/2/2025,The Showbox,Music,Downtown,"A slight chance of rain showers after 5pm. Sunny. High near 70, with temperatures falling to around 67 in the afternoon. South southwest wind 9 to 14 mph. Chance of precipitation is 20%."
Ollie,5/2/2025,Barboza,Music,Capitol Hill / Central District,"A slight chance of rain showers after 5pm. Sunny. High near 69, with temperatures falling to around 65 in the afternoon. South southwest wind 9 to 15 mph. Chance of precipitation is 20%."
OTT.,5/2/2025,Nectar Lounge,Music,Fremont / Ballard,"A slight chance of rain showers after 5pm. Sunny. High near 70, with temperatures falling to around 67 in the afternoon. South southwest wind 9 to 14 mph. Chance of precipitation is 20%."
The Ocean Blue,5/2/2025,The Crocodile,Music,Downtown,"A slight chance of rain showers after 5pm. Sunny. High near 70, with temperatures falling to around 67 in the afternoon. South southwest wind 9 to 14 mph. Chance of precipitation is 20%."
Tommy Corey,5/2/2025,Town Hall Seattle,Readings & Lectures,Downtown,"A slight chance of rain showers after 5pm. Sunny. High near 68, with temperatures falling to around 65 in the afternoon. South wind 12 to 15 mph. Chance of precipitation is 20%."
Tony Fulgham,5/2/2025,Sunset Tavern,Music,Fremont / Ballard,"A slight chance of rain showers after 5pm. Sunny. High near 70, with temperatures falling to around 67 in the afternoon. South southwest wind 9 to 14 mph. Chance of precipitation is 20%."
Chloe Moriondo,5/3/2025,Neumos,Music,Capitol Hill / Central District,"A slight chance of rain showers before 7am. Cloudy, with a high near 56. North northwest wind 6 to 9 mph. Chance of precipitation is 20%. New rainfall amounts less than a tenth of an inch possible."
Festal: Asian American Native Hawaiian Pacific Islander Heritage Month Celebration,5/3/2025,Seattle Center,Festivals & Special Events,Queen Anne / Seattle Center,"A slight chance of rain showers before 7am. Cloudy, with a high near 57. North northwest wind around 8 mph. Chance of precipitation is 20%. New rainfall amounts less than a tenth of an inch possible."
Jason Cheny,5/3/2025,The Neptune Theatre,Theatre,University District,"A slight chance of rain showers before 7am. Cloudy, with a high near 55. North northwest wind 5 to 12 mph. Chance of precipitation is 20%. New rainfall amounts less than a tenth of an inch possible."
Kinski,5/3/2025,Sunset Tavern,Music,Fremont / Ballard,"A slight chance of rain showers before 7am. Cloudy, with a high near 55. North northwest wind 6 to 9 mph. Chance of precipitation is 20%. New rainfall amounts less than a tenth of an inch possible."
Louie TheSinger,5/3/2025,Nectar Lounge,Music,Fremont / Ballard,"A slight chance of rain showers before 7am. Cloudy, with a high near 56. North northwest wind 6 to 9 mph. Chance of precipitation is 20%. New rainfall amounts less than a tenth of an inch possible."
NAO,5/3/2025,The Showbox,Music,Downtown,"A slight chance of rain showers before 7am. Cloudy, with a high near 57. North northwest wind around 8 mph. Chance of precipitation is 20%. New rainfall amounts less than a tenth of an inch possible."
Opening Day of Boating Season,5/3/2025,Seattle Yacht Club,Festivals & Special Events,University District,"A slight chance of rain showers before 7am. Cloudy, with a high near 56. North northwest wind 6 to 9 mph. Chance of precipitation is 20%. New rainfall amounts less than a tenth of an inch possible."
Pacific Horizons: A Community Luau,5/3/2025,Bainbridge Island Museum of Art,Museums,West,"A slight chance of rain showers before 7am. Cloudy, with a high near 56. North northwest wind 6 to 9 mph. Chance of precipitation is 20%. New rainfall amounts less than a tenth of an inch possible."
San Fermin,5/3/2025,The Crocodile,Music,Downtown,"A slight chance of rain showers before 7am. Cloudy. High near 57, with temperatures falling to around 55 in the afternoon. North wind around 8 mph. Chance of precipitation is 20%. New rainfall amounts less than a tenth of an inch possible."
Saturday Family Concert: The Toucans,5/3/2025,Town Hall Seattle,Music,Downtown,"A slight chance of rain showers before 7am. Cloudy, with a high near 55. North northwest wind 6 to 9 mph. Chance of precipitation is 20%. New rainfall amounts less than a tenth of an inch possible."
The Lovecats,5/3/2025,High Dive,Music,Fremont / Ballard,"A slight chance of rain showers before 7am. Cloudy, with a high near 57. North northwest wind around 8 mph. Chance of precipitation is 20%. New rainfall amounts less than a tenth of an inch possible."
Third Coast Percussion and Jessie Montgomery,5/3/2025,Meany Center for the Performing Arts,Music,University District,"A slight chance of rain showers before 7am. Cloudy. High near 57, with temperatures falling to around 55 in the afternoon. North wind around 8 mph. Chance of precipitation is 20%. New rainfall amounts less than a tenth of an inch possible."
Uwade,5/3/2025,Barboza,Music,Capitol Hill / Central District,"A slight chance of rain showers before 7am. Cloudy, with a high near 57. North northwest wind around 8 mph. Chance of precipitation is 20%. New rainfall amounts less than a tenth of an inch possible."
Amble,5/4/2025,Sunset Tavern,Music,Fremont / Ballard,"Mostly sunny, with a high near 61. West northwest wind 1 to 9 mph."
Cinematic Adventures,5/4/2025,Town Hall Seattle,Music,Downtown,"Mostly sunny, with a high near 61. West northwest wind 1 to 9 mph."
Deerhoof,5/4/2025,Neumos,Music,Capitol Hill / Central District,"Mostly sunny, with a high near 62. North northwest wind 1 to 9 mph."
Dylan Hughes YIN Band and Mach X,5/4/2025,The Royal Room,Music,South Seattle,"Mostly sunny, with a high near 59. West northwest wind 2 to 10 mph."
Lancaster,5/4/2025,High Dive,Music,Fremont / Ballard,"Mostly sunny, with a high near 60. West northwest wind 2 to 9 mph."
Led Kaapana and Mike Kaawa,5/4/2025,The Triple Door,Music,Downtown,"Mostly sunny, with a high near 60. Northwest wind 2 to 10 mph."
Randy Weeks,5/4/2025,Sea Monster Lounge,Music,Wallingford / Greenlake,"Mostly sunny, with a high near 62. North northwest wind 1 to 9 mph."
Tom Green,5/4/2025,The Neptune Theatre,Theatre,University District,"Mostly sunny, with a high near 61. West northwest wind 1 to 9 mph."
Ural Thomas and The Pain,5/4/2025,Barboza,Music,Capitol Hill / Central District,"Mostly sunny, with a high near 59. West northwest wind 2 to 13 mph."
Awolnation,5/5/2025,The Showbox,Music,Downtown,"Sunny, with a high near 66."
Bab L’ Bluz,5/5/2025,Nectar Lounge,Music,Fremont / Ballard,"Sunny, with a high near 66."
BabyJake,5/5/2025,Sunset Tavern,Music,Fremont / Ballard,"Sunny, with a high near 68."
L.S. Dunes,5/5/2025,The Crocodile,Music,Downtown,"Sunny, with a high near 68."
Teenage Dads,5/5/2025,Barboza,Music,Capitol Hill / Central District,"Sunny, with a high near 68."
Calum Graham,5/6/2025,Town Hall Seattle,Music,Downtown,"Mostly sunny, with a high near 75."
Chase Shakur,5/6/2025,Neumos,Music,Capitol Hill / Central District,"Mostly sunny, with a high near 75."
Christine Wenc,5/6/2025,Elliott Bay Book Company,Readings & Lectures,Capitol Hill / Central District,"Mostly sunny, with a high near 76."
Ebo Taylor and Pat Thomas,5/6/2025,The Neptune Theatre,Music,University District,"Mostly sunny, with a high near 73."
Ian George,5/6/2025,Sunset Tavern,Music,Fremont / Ballard,"Mostly sunny, with a high near 74."
Jim Messina,5/6/2025,The Triple Door,Music,Downtown,"Mostly sunny, with a high near 75."
Karen Polinsky and Ian Mackay,5/6/2025,Town Hall Seattle,Readings & Lectures,Downtown,"Mostly sunny, with a high near 74."
Sam Morril: The Errors Tour,5/6/2025,The Moore Theatre,Theatre,Downtown,"Mostly sunny, with a high near 74."
The 350’s,5/6/2025,Sea Monster Lounge,Music,Wallingford / Greenlake,"Mostly sunny, with a high near 75."
Tribulation,5/6/2025,El Corazon,Music,Downtown,"Mostly sunny, with a high near 75."
VENJENT,5/6/2025,The Crocodile,Music,Downtown,"Mostly sunny, with a high near 74."
Blowout Heavies Brass Band Jam,5/7/2025,Sea Monster Lounge,Music,Wallingford / Greenlake,"A chance of rain showers after 5pm. Mostly sunny, with a high near 70."
Grails,5/7/2025,Neumos,Music,Capitol Hill / Central District,"A chance of rain showers after 5pm. Mostly sunny, with a high near 68."
Kendall Lujan,5/7/2025,Sunset Tavern,Music,Fremont / Ballard,"A chance of rain showers after 5pm. Mostly sunny, with a high near 70."
