Name,Date,Location,Type,Region,Weather
Dimiter,2/7/2024,Sunset Tavern,Music,Fremont / Ballard,"Cloudy, with a low around 39. South southeast wind around 3 mph."
Tamara Payne: The Life and Legacy of Malcolm X,2/7/2024,Town Hall Seattle,Readings & Lectures,Downtown,"Cloudy, with a low around 39. South southeast wind around 3 mph."
The Kills,2/7/2024,Showbox SoDo,Music,Pioneer Square,"Cloudy, with a low around 39. South southeast wind around 3 mph."
An Evening with Tina Campt: Black Feminist Visual Culture,2/8/2024,Town Hall Seattle,Readings & Lectures,Downtown,"A chance of rain showers. Mostly cloudy, with a high near 45. South wind around 5 mph. Chance of precipitation is 30%. New rainfall amounts less than a tenth of an inch possible."
Art and Transformation,2/8/2024,Bainbridge Island Museum of Art,Readings & Lectures,West,"A chance of rain showers. Mostly cloudy, with a high near 45. South wind around 5 mph. Chance of precipitation is 30%. New rainfall amounts less than a tenth of an inch possible."
Edapollo,2/8/2024,Barboza,Music,Capitol Hill / Central District,"A chance of rain showers. Mostly cloudy, with a high near 45. South wind around 5 mph. Chance of precipitation is 30%. New rainfall amounts less than a tenth of an inch possible."
Eric Bellinger,2/8/2024,The Showbox,Music,Downtown,"A chance of rain showers. Mostly cloudy, with a high near 46. South wind around 5 mph. Chance of precipitation is 30%. New rainfall amounts less than a tenth of an inch possible."
Futurebirds and Nude Party,2/8/2024,The Neptune Theatre,Music,University District,"A chance of rain showers. Mostly cloudy, with a high near 45. South wind around 5 mph. Chance of precipitation is 30%. New rainfall amounts less than a tenth of an inch possible."
Ilana Glazer Live,2/8/2024,The Moore Theatre,Theatre,Downtown,"A chance of rain showers. Mostly cloudy, with a high near 45. South southeast wind around 5 mph. Chance of precipitation is 30%. New rainfall amounts less than a tenth of an inch possible."
Mister Blank,2/8/2024,Nectar Lounge,Music,Fremont / Ballard,"A chance of rain showers. Mostly cloudy, with a high near 45. South wind around 5 mph. Chance of precipitation is 30%. New rainfall amounts less than a tenth of an inch possible."
Replay Matinee: Michael Pollan,2/8/2024,Town Hall Seattle,Readings & Lectures,Downtown,"A chance of rain showers. Mostly cloudy, with a high near 45. South wind around 5 mph. Chance of precipitation is 30%. New rainfall amounts less than a tenth of an inch possible."
Barry Can’t Swim,2/9/2024,Neumos,Music,Capitol Hill / Central District,"A chance of rain before 10am. Mostly cloudy, with a high near 45. Chance of precipitation is 30%. New rainfall amounts less than a tenth of an inch possible."
Dark Star Orchestra,2/9/2024,The Showbox,Music,Downtown,"A chance of rain before 10am. Mostly cloudy, with a high near 45. Chance of precipitation is 30%. New rainfall amounts less than a tenth of an inch possible."
Gov’t Mule,2/9/2024,The Moore Theatre,Music,Downtown,"A chance of rain before 10am. Mostly cloudy, with a high near 45. Chance of precipitation is 30%. New rainfall amounts less than a tenth of an inch possible."
Ijeoma Oluo: Be A Revolution,2/9/2024,Town Hall Seattle,Readings & Lectures,Downtown,"A chance of rain before 10am. Mostly cloudy, with a high near 46. Chance of precipitation is 30%. New rainfall amounts less than a tenth of an inch possible."
Mayer Hawthorne,2/9/2024,The Neptune Theatre,Music,University District,"A chance of rain before 10am. Mostly cloudy, with a high near 45. Chance of precipitation is 30%. New rainfall amounts less than a tenth of an inch possible."
Moontricks,2/9/2024,The Crocodile,Music,Downtown,"A chance of rain before 10am. Mostly cloudy, with a high near 45. Chance of precipitation is 30%. New rainfall amounts less than a tenth of an inch possible."
