Name,Date,Location,Type,Region,Weather
Alex Cuba,5/13/2024,Dimitriou's Jazz Alley,Music,Downtown,"Cloudy, with a high near 62. Northeast wind around 7 mph."
Anna Zivarts,5/13/2024,Town Hall Seattle,Readings & Lectures,Downtown,"Cloudy. High near 63, with temperatures falling to around 61 in the afternoon. Northeast wind around 7 mph."
Jon McLaughlin,5/13/2024,Fremont Abbey Arts Center,Music,Fremont / Ballard,"Cloudy. High near 63, with temperatures falling to around 61 in the afternoon. Northeast wind 5 to 8 mph."
Mr. Brie,5/13/2024,Sunset Tavern,Music,Fremont / Ballard,"Cloudy, with a high near 62. Northeast wind around 7 mph."
Sara Khor,5/13/2024,Town Hall Seattle,Readings & Lectures,Downtown,"Cloudy, with a high near 62. Northeast wind around 7 mph."
Source,5/13/2024,Funhouse,Music,Capitol Hill / Central District,"Cloudy, with a high near 62. Northeast wind around 7 mph."
The Go! Team,5/13/2024,Neumos,Music,Capitol Hill / Central District,"Cloudy, with a high near 62. Northeast wind around 7 mph."
Warpaint,5/13/2024,The Crocodile,Music,Downtown,"Cloudy. High near 62, with temperatures falling to around 60 in the afternoon. Northeast wind around 7 mph."
Celeste Barber: Backup Dancer,5/14/2024,The Moore Theatre,Theatre,Downtown,"Mostly sunny, with a high near 69. North wind 3 to 8 mph."
Donny Benet,5/14/2024,The Crocodile,Music,Downtown,"Mostly sunny, with a high near 69. North wind 3 to 9 mph."
Dr. Cedric Habiyaremye,5/14/2024,Town Hall Seattle,Readings & Lectures,Downtown,"Mostly sunny, with a high near 69. North wind 3 to 9 mph."
Dustin Kensrue,5/14/2024,Neumos,Music,Capitol Hill / Central District,"Mostly sunny, with a high near 67. North wind 3 to 9 mph."
King Ropes,5/14/2024,High Dive,Music,Fremont / Ballard,"Mostly sunny, with a high near 69. North wind 3 to 9 mph."
Knocked Loose,5/14/2024,Showbox SoDo,Music,Pioneer Square,"Mostly sunny, with a high near 69. North wind 3 to 9 mph."
Liv Victorino,5/14/2024,Tractor Tavern,Music,Fremont / Ballard,"Mostly sunny, with a high near 67. North wind 3 to 9 mph."
LOONY,5/14/2024,Nectar Lounge,Music,Fremont / Ballard,"Mostly sunny, with a high near 69. North wind 3 to 8 mph."
Seattle Storm vs Minnesota Lynx,5/14/2024,Climate Pledge Arena,Sports,Queen Anne / Seattle Center,"Mostly sunny, with a high near 69. North wind 3 to 9 mph."
Steven Pinker,5/14/2024,Town Hall Seattle,Readings & Lectures,Downtown,"Mostly sunny, with a high near 69. North wind 3 to 9 mph."
Striker,5/14/2024,Funhouse,Music,Capitol Hill / Central District,"Mostly sunny, with a high near 68. North wind 3 to 9 mph."
