Name,Date,Location,Type,Region,Weather
An Evening with STARSET,4/23/2024,The Showbox,Music,Downtown,"Partly sunny. High near 68, with temperatures falling to around 66 in the afternoon. North northwest wind 1 to 8 mph."
Big Tooth,4/23/2024,Sea Monster Lounge,Music,Wallingford / Greenlake,"Partly sunny, with a high near 68. North northwest wind 1 to 6 mph."
Carissa Stanton with Rachael DeVaux,4/23/2024,Town Hall Seattle,Readings & Lectures,Downtown,"Partly sunny. High near 69, with temperatures falling to around 67 in the afternoon. Northwest wind 1 to 6 mph."
Dead Boys,4/23/2024,El Corazon,Music,Downtown,"Partly sunny, with a high near 68. North northwest wind 1 to 6 mph."
Great Good Fine Ok,4/23/2024,Barboza,Music,Capitol Hill / Central District,"Partly sunny, with a high near 68. North northwest wind 1 to 6 mph."
Pathology,4/23/2024,Funhouse,Music,Capitol Hill / Central District,"Partly sunny. High near 67, with temperatures falling to around 65 in the afternoon. North wind 2 to 12 mph."
Waltzerr,4/23/2024,Sunset Tavern,Music,Fremont / Ballard,"Partly sunny. High near 67, with temperatures falling to around 65 in the afternoon. North northwest wind 1 to 7 mph."
Bill Wasik and Monica Murphy,4/24/2024,Elliott Bay Book Company,Readings & Lectures,Capitol Hill / Central District,"A chance of rain after 11am. Partly sunny, with a high near 58. South southwest wind around 8 mph. Chance of precipitation is 40%. New rainfall amounts less than a tenth of an inch possible."
Brian Nova Big Band,4/24/2024,The Triple Door,Music,Downtown,"A chance of rain after 11am. Partly sunny. High near 59, with temperatures falling to around 57 in the afternoon. South southwest wind around 8 mph. Chance of precipitation is 40%. New rainfall amounts less than a tenth of an inch possible."
Chris Renzema,4/24/2024,The Crocodile,Music,Downtown,"A chance of rain. Partly sunny. High near 59, with temperatures falling to around 57 in the afternoon. South southwest wind around 7 mph. Chance of precipitation is 40%. New rainfall amounts less than a tenth of an inch possible."
Comfort Food,4/24/2024,Sea Monster Lounge,Music,Wallingford / Greenlake,"A chance of rain after 11am. Partly sunny. High near 59, with temperatures falling to around 57 in the afternoon. South southwest wind around 7 mph. Chance of precipitation is 40%. New rainfall amounts less than a tenth of an inch possible."
Hanif Abdurraqib,4/24/2024,Town Hall Seattle,Readings & Lectures,Downtown,"A chance of rain after 11am. Partly sunny. High near 59, with temperatures falling to around 57 in the afternoon. South southwest wind around 8 mph. Chance of precipitation is 40%. New rainfall amounts less than a tenth of an inch possible."
Korpiklaani,4/24/2024,El Corazon,Music,Downtown,"A chance of rain. Partly sunny. High near 59, with temperatures falling to around 57 in the afternoon. South southwest wind around 7 mph. Chance of precipitation is 40%. New rainfall amounts less than a tenth of an inch possible."
PBS – Peter Band Supreme,4/24/2024,Sea Monster Lounge,Music,Wallingford / Greenlake,"A chance of rain. Partly sunny. High near 58, with temperatures falling to around 56 in the afternoon. South southwest wind around 7 mph. Chance of precipitation is 40%. New rainfall amounts less than a tenth of an inch possible."
The Waddlers,4/24/2024,Sunset Tavern,Music,Fremont / Ballard,"A chance of rain after 11am. Partly sunny, with a high near 60. South southwest wind around 7 mph. Chance of precipitation is 40%."
Willy Porter,4/24/2024,The Royal Room,Music,South Seattle,"A chance of rain after 11am. Partly sunny. High near 59, with temperatures falling to around 57 in the afternoon. South southwest wind around 7 mph. Chance of precipitation is 40%. New rainfall amounts less than a tenth of an inch possible."
Alua Arthur,4/25/2024,Town Hall Seattle,Readings & Lectures,Downtown,"Rain. Cloudy, with a high near 53. South wind 6 to 10 mph. Chance of precipitation is 90%. New rainfall amounts between a quarter and half of an inch possible."
Bendigo Fletcher,4/25/2024,Barboza,Music,Capitol Hill / Central District,"Rain. Cloudy, with a high near 53. South wind 6 to 10 mph. Chance of precipitation is 90%. New rainfall amounts between a quarter and half of an inch possible."
Dylan Hayes,4/25/2024,Sea Monster Lounge,Music,Wallingford / Greenlake,"Rain. Cloudy, with a high near 53. South wind 6 to 10 mph. Chance of precipitation is 90%. New rainfall amounts between a quarter and half of an inch possible."
Gabrielle Zevin,4/25/2024,Town Hall Seattle,Readings & Lectures,Downtown,"Rain. Cloudy, with a high near 54. South wind 7 to 10 mph. Chance of precipitation is 90%. New rainfall amounts between a quarter and half of an inch possible."
Kiltro with Neoma,4/25/2024,Tractor Tavern,Music,Fremont / Ballard,"Rain. Cloudy, with a high near 53. South wind 6 to 10 mph. Chance of precipitation is 90%. New rainfall amounts between a quarter and half of an inch possible."
Patty Crane,4/25/2024,Elliott Bay Book Company,Readings & Lectures,Capitol Hill / Central District,"Rain. Cloudy, with a high near 53. South wind 7 to 10 mph. Chance of precipitation is 90%. New rainfall amounts between a quarter and half of an inch possible."
AJR,4/26/2024,Climate Pledge Arena,Music,Queen Anne / Seattle Center,"Rain. Mostly cloudy, with a high near 56. Chance of precipitation is 90%."
Big Richard,4/26/2024,Tractor Tavern,Music,Fremont / Ballard,"Rain. Mostly cloudy, with a high near 55. Chance of precipitation is 80%."
Diana Khoi Nguyen,4/26/2024,Elliott Bay Book Company,Readings & Lectures,Capitol Hill / Central District,"Rain. Mostly cloudy, with a high near 55. Chance of precipitation is 80%."
Ethan Bortnick,4/26/2024,Barboza,Music,Capitol Hill / Central District,"Rain. Mostly cloudy, with a high near 55. Chance of precipitation is 80%."
Giant Rooks,4/26/2024,The Crocodile,Music,Downtown,"Rain. Mostly cloudy, with a high near 56. Chance of precipitation is 80%."
Last of the RedHot Mamas,4/26/2024,The Royal Room,Music,South Seattle,"Rain. Mostly cloudy, with a high near 55. Chance of precipitation is 80%."
Little Miss Nasty,4/26/2024,El Corazon,Music,Downtown,"Rain. Mostly cloudy, with a high near 55. Chance of precipitation is 80%."
Will King,4/26/2024,Benaroya Hall,Music,Downtown,"Rain. Mostly cloudy, with a high near 55. Chance of precipitation is 80%."
Xoth,4/26/2024,Funhouse,Music,Capitol Hill / Central District,"Rain. Mostly cloudy, with a high near 55. Chance of precipitation is 80%."
YWCA’s 13th Annual Stand Against Racism,4/26/2024,Town Hall Seattle,Readings & Lectures,Downtown,"Rain. Mostly cloudy, with a high near 55. Chance of precipitation is 80%."
