Name,Date,Location,Type,Region,Weather
Andy Coe Band,4/12/2025,Nectar Lounge,Music,Fremont / Ballard,"A slight chance of rain showers between 8am and 2pm. Mostly sunny, with a high near 54. Northwest wind around 5 mph. Chance of precipitation is 20%. New rainfall amounts less than a tenth of an inch possible."
Buckcherry,4/12/2025,El Corazon,Music,Downtown,"A slight chance of rain showers between 8am and 2pm. Mostly sunny. High near 55, with temperatures falling to around 53 in the afternoon. North northwest wind around 5 mph. Chance of precipitation is 20%. New rainfall amounts less than a tenth of an inch possible."
Clap Your Hands Say Yeah,4/12/2025,The Crocodile,Music,Downtown,"A slight chance of rain showers between 8am and 2pm. Mostly sunny, with a high near 55. West northwest wind around 5 mph. Chance of precipitation is 20%. New rainfall amounts less than a tenth of an inch possible."
Dilla  Verzuz QTIP,4/12/2025,The Royal Room,Music,South Seattle,"A slight chance of rain showers between 8am and 2pm. Mostly sunny, with a high near 55. West northwest wind around 5 mph. Chance of precipitation is 20%. New rainfall amounts less than a tenth of an inch possible."
Emily Anderson,4/12/2025,The Royal Room,Music,South Seattle,"A slight chance of rain showers between 8am and 1pm. Mostly sunny, with a high near 55. West northwest wind around 3 mph. Chance of precipitation is 20%. New rainfall amounts less than a tenth of an inch possible."
Leyla McCalla: Black Banjo,4/12/2025,Meany Center for the Performing Arts,Music,University District,"A slight chance of rain showers between 8am and 2pm. Mostly sunny, with a high near 54. West northwest wind around 5 mph. Chance of precipitation is 20%. New rainfall amounts less than a tenth of an inch possible."
Rosegarden Funeral Party,4/12/2025,Funhouse,Music,Capitol Hill / Central District,"A slight chance of rain showers between 8am and 2pm. Mostly sunny. High near 55, with temperatures falling to around 53 in the afternoon. North northwest wind around 5 mph. Chance of precipitation is 20%. New rainfall amounts less than a tenth of an inch possible."
Saxsquatch – Footprints,4/12/2025,The Crocodile,Music,Downtown,"A slight chance of rain showers between 8am and 2pm. Mostly sunny, with a high near 55. West northwest wind around 5 mph. Chance of precipitation is 20%. New rainfall amounts less than a tenth of an inch possible."
Sullivan King,4/12/2025,WaMu Theater,Music,Pioneer Square,"A slight chance of rain showers between 8am and 1pm. Mostly sunny, with a high near 54. West northwest wind around 3 mph. Chance of precipitation is 20%. New rainfall amounts less than a tenth of an inch possible."
The Oscillators,4/12/2025,Sea Monster Lounge,Music,Wallingford / Greenlake,"A slight chance of rain showers between 8am and 1pm. Mostly sunny, with a high near 53. West northwest wind around 5 mph. Chance of precipitation is 20%. New rainfall amounts less than a tenth of an inch possible."
While We’re Young : A One Direction Dance Night,4/12/2025,High Dive,Music,Fremont / Ballard,"A slight chance of rain showers between 8am and 2pm. Mostly sunny, with a high near 54. West northwest wind around 5 mph. Chance of precipitation is 20%. New rainfall amounts less than a tenth of an inch possible."
Whitney Cummings – Big Baby,4/12/2025,The Moore Theatre,Music,Downtown,"A slight chance of rain showers between 8am and 2pm. Mostly sunny, with a high near 54. West northwest wind around 5 mph. Chance of precipitation is 20%. New rainfall amounts less than a tenth of an inch possible."
Dom Kennedy,4/13/2025,The Neptune Theatre,Music,University District,"Sunny, with a high near 59. North wind 1 to 8 mph."
Enforcer,4/13/2025,El Corazon,Music,Downtown,"Sunny, with a high near 59. North northeast wind 2 to 9 mph."
Hiromi’s Sonicwonder,4/13/2025,The Moore Theatre,Music,Downtown,"Sunny, with a high near 59. North wind 2 to 8 mph."
Nubya Garcia,4/13/2025,Tractor Tavern,Music,Fremont / Ballard,"Sunny, with a high near 59. North northeast wind 2 to 8 mph."
Ross Cooper,4/13/2025,Funhouse,Music,Capitol Hill / Central District,"Sunny, with a high near 59. North northeast wind 2 to 8 mph."
The Unlikely Candidates,4/13/2025,Barboza,Music,Capitol Hill / Central District,"Sunny, with a high near 59. North northeast wind 2 to 9 mph."
Yagody,4/13/2025,The Triple Door,Music,Downtown,"Sunny, with a high near 59. North northeast wind 2 to 9 mph."
Jon Anderson and The Band Geeks,4/14/2025,The Moore Theatre,Music,Downtown,"Partly sunny, with a high near 65. North wind 3 to 7 mph."
Laura Jean McKay with Amy Hirayama,4/14/2025,Elliott Bay Book Company,Readings & Lectures,Capitol Hill / Central District,"Partly sunny, with a high near 65. North wind 3 to 7 mph."
Cecile Wajsbrot,4/15/2025,Elliott Bay Book Company,Readings & Lectures,Capitol Hill / Central District,"Mostly sunny, with a high near 59."
Darrius Willrich Trio,4/15/2025,The Triple Door,Music,Downtown,"Mostly sunny, with a high near 58."
Foleada,4/15/2025,Sea Monster Lounge,Music,Wallingford / Greenlake,"Mostly sunny, with a high near 59."
High Vis,4/15/2025,Neumos,Music,Capitol Hill / Central District,"Mostly sunny, with a high near 60."
MEUTE,4/15/2025,Showbox SoDo,Music,Pioneer Square,"Mostly sunny, with a high near 58."
Powerman 5000,4/15/2025,El Corazon,Music,Downtown,"Mostly sunny, with a high near 59."
