Name,Date,Location,Type,Region,Weather
ALLEYCVT,10/4/2024,The Showbox,Music,Downtown,"Rain before 1pm, then rain showers. Mostly cloudy. High near 61, with temperatures falling to around 59 in the afternoon. South wind 10 to 14 mph. Chance of precipitation is 100%. New rainfall amounts between a quarter and half of an inch possible."
Allison Pugh,10/4/2024,Elliott Bay Book Company,Readings & Lectures,Capitol Hill / Central District,"Rain before 1pm, then rain showers. Mostly cloudy. High near 61, with temperatures falling to around 59 in the afternoon. South wind 10 to 14 mph. Chance of precipitation is 100%. New rainfall amounts between a quarter and half of an inch possible."
Hello Mary,10/4/2024,Barboza,Music,Capitol Hill / Central District,"Rain before 1pm, then rain showers. Mostly cloudy. High near 62, with temperatures falling to around 60 in the afternoon. South southwest wind around 13 mph. Chance of precipitation is 100%. New rainfall amounts between a quarter and half of an inch possible."
Ko Tonga Cheol,10/4/2024,Meany Center for the Performing Arts,Music,University District,"Rain before 1pm, then rain showers. Mostly cloudy, with a high near 60. South southwest wind 9 to 15 mph, with gusts as high as 21 mph. Chance of precipitation is 100%. New rainfall amounts between a quarter and half of an inch possible."
Makana,10/4/2024,The Triple Door,Music,Downtown,"Rain before 1pm, then rain showers. Mostly cloudy. High near 60, with temperatures falling to around 58 in the afternoon. South wind 12 to 15 mph, with gusts as high as 21 mph. Chance of precipitation is 100%. New rainfall amounts between a quarter and half of an inch possible."
Mike Love & The Full Circle,10/4/2024,The Crocodile,Music,Downtown,"Rain before 1pm, then rain showers. Mostly cloudy, with a high near 61. South wind 10 to 14 mph, with gusts as high as 22 mph. Chance of precipitation is 100%. New rainfall amounts between a quarter and half of an inch possible."
Paul Durham of Black Lab,10/4/2024,The Royal Room,Music,South Seattle,"Rain before 1pm, then rain showers. Mostly cloudy. High near 62, with temperatures falling to around 60 in the afternoon. South southwest wind around 13 mph. Chance of precipitation is 100%. New rainfall amounts between a quarter and half of an inch possible."
Stayin’ Alive: One Night of the Bee Gees,10/4/2024,The Neptune Theatre,Music,University District,"Rain before 1pm, then rain showers. Mostly cloudy, with a high near 60. South southwest wind 10 to 15 mph, with gusts as high as 21 mph. Chance of precipitation is 100%. New rainfall amounts between a quarter and half of an inch possible."
The Movement,10/4/2024,Showbox SoDo,Music,Pioneer Square,"Rain before 1pm, then rain showers. Mostly cloudy. High near 59, with temperatures falling to around 57 in the afternoon. South southwest wind around 14 mph. Chance of precipitation is 100%. New rainfall amounts between a quarter and half of an inch possible."
The Stews,10/4/2024,High Dive,Music,Fremont / Ballard,"Rain before 1pm, then rain showers. Mostly cloudy, with a high near 61. South wind around 13 mph, with gusts as high as 21 mph. Chance of precipitation is 100%. New rainfall amounts between a quarter and half of an inch possible."
Weezer,10/4/2024,Climate Pledge Arena,Music,Queen Anne / Seattle Center,"Rain before 1pm, then rain showers. Mostly cloudy, with a high near 60. South southwest wind 9 to 15 mph, with gusts as high as 21 mph. Chance of precipitation is 100%. New rainfall amounts between a quarter and half of an inch possible."
2024 Northwest Green Building Slam,10/5/2024,Town Hall Seattle,Readings & Lectures,Downtown,"Partly sunny. High near 63, with temperatures falling to around 61 in the afternoon. East southeast wind 2 to 7 mph."
6arelyhuman,10/5/2024,El Corazon,Music,Downtown,"Partly sunny, with a high near 63. Southeast wind 2 to 7 mph."
About Time: A Seattle Pro Musica Cabaret,10/5/2024,The Triple Door,Music,Downtown,"Partly sunny, with a high near 64. Southeast wind 2 to 7 mph."
Afrobeats to the World,10/5/2024,The Crocodile,Music,Downtown,"Partly sunny, with a high near 64. East southeast wind 1 to 7 mph."
Cami Voss and the Acme Roundup,10/5/2024,The Royal Room,Music,South Seattle,"Partly sunny, with a high near 61. East southeast wind 2 to 7 mph."
daste.,10/5/2024,High Dive,Music,Fremont / Ballard,"Partly sunny, with a high near 64. Southeast wind 2 to 7 mph."
Foxing,10/5/2024,The Crocodile,Music,Downtown,"Partly sunny. High near 63, with temperatures falling to around 61 in the afternoon. Southeast wind 2 to 7 mph."
Fred Eaglesmith,10/5/2024,Tractor Tavern,Music,Fremont / Ballard,"Partly sunny, with a high near 64. Southeast wind 2 to 7 mph."
Hans Zimmer,10/5/2024,Climate Pledge Arena,Music,Queen Anne / Seattle Center,"Partly sunny, with a high near 63. Southeast wind 2 to 7 mph."
Montell Fish,10/5/2024,The Showbox,Music,Downtown,"Partly sunny. High near 63, with temperatures falling to around 61 in the afternoon. East southeast wind 2 to 7 mph."
Peter Cat Recording Co.,10/5/2024,Showbox SoDo,Music,Pioneer Square,"Partly sunny. High near 65, with temperatures falling to around 63 in the afternoon. Southeast wind 1 to 7 mph."
Summer Salt,10/5/2024,The Neptune Theatre,Music,University District,"Partly sunny. High near 64, with temperatures falling to around 62 in the afternoon. East southeast wind 2 to 7 mph."
Basic,10/6/2024,Sunset Tavern,Music,Fremont / Ballard,"Sunny, with a high near 67. South wind around 3 mph."
Captivate,10/6/2024,Town Hall Seattle,Music,Downtown,"Mostly sunny, with a high near 65. South wind around 3 mph."
Carbon Leaf,10/6/2024,The Triple Door,Music,Downtown,"Sunny, with a high near 67. South wind around 3 mph."
Chanel Beads,10/6/2024,Barboza,Music,Capitol Hill / Central District,"Sunny, with a high near 67. South wind around 3 mph."
Dog Park Dissidents,10/6/2024,Funhouse,Music,Capitol Hill / Central District,"Mostly sunny, with a high near 67. South wind around 3 mph."
Festal: Croatiafest,10/6/2024,Seattle Center,Festivals & Special Events,Queen Anne / Seattle Center,"Mostly sunny, with a high near 67. South wind around 5 mph."
Randy Weeks,10/6/2024,Sea Monster Lounge,Music,Wallingford / Greenlake,"Mostly sunny, with a high near 65. South wind around 3 mph."
Saint Levant,10/6/2024,The Showbox,Music,Downtown,"Sunny, with a high near 68. South wind around 3 mph."
Seattle Seahawks vs. New York Giants,10/6/2024,Lumen Field,Sports,Pioneer Square,"Mostly sunny, with a high near 66. South wind around 3 mph."
Sebastian Bach,10/6/2024,El Corazon,Music,Downtown,"Mostly sunny, with a high near 68. South wind around 3 mph."
Soul Asylum,10/6/2024,The Neptune Theatre,Music,University District,"Mostly sunny, with a high near 65. South wind around 5 mph."
Sour Fuzz,10/6/2024,High Dive,Music,Fremont / Ballard,"Mostly sunny, with a high near 67. South wind around 3 mph."
Terror Reid,10/6/2024,The Crocodile,Music,Downtown,"Sunny, with a high near 66. South wind around 5 mph."
Wild Rivers,10/6/2024,Showbox SoDo,Music,Pioneer Square,"Mostly sunny, with a high near 65. South wind around 3 mph."
ANOHNI and the Johnsons,10/7/2024,The Paramount Theatre,Music,Downtown,"Mostly sunny, with a high near 70."
Badflower,10/7/2024,The Neptune Theatre,Music,University District,"Mostly sunny, with a high near 69."
Cancerslug,10/7/2024,Funhouse,Music,Capitol Hill / Central District,"Mostly sunny, with a high near 69."
Chase Jarvis,10/7/2024,Town Hall Seattle,Readings & Lectures,Downtown,"Mostly sunny, with a high near 67."
Edwin Raphael,10/7/2024,High Dive,Music,Fremont / Ballard,"Mostly sunny, with a high near 69."
La Luz,10/7/2024,Sea Monster Lounge,Music,Wallingford / Greenlake,"Mostly sunny, with a high near 70."
Seattle Reign FC vs. Angel City FC,10/7/2024,Lumen Field,Sports,Pioneer Square,"Mostly sunny, with a high near 66."
The Jack Moves,10/7/2024,Sunset Tavern,Music,Fremont / Ballard,"Mostly sunny, with a high near 69."
Wilderado,10/7/2024,The Crocodile,Music,Downtown,"Mostly sunny, with a high near 66."
Boy Golden,10/8/2024,Sunset Tavern,Music,Fremont / Ballard,"Rain likely. Mostly cloudy, with a high near 65."
Craymer,10/8/2024,Nectar Lounge,Music,Fremont / Ballard,"Rain likely. Mostly cloudy, with a high near 67."
Sandra Cisneros,10/8/2024,Town Hall Seattle,Readings & Lectures,Downtown,"Rain likely. Mostly cloudy, with a high near 66."
