Name,Date,Location,Type,Region,Weather
Both Sides Now,6/18/2025,The Triple Door,Music,Downtown,"A chance of rain showers before 4pm. Partly sunny. High near 69, with temperatures falling to around 67 in the afternoon. Southwest wind 3 to 12 mph. Chance of precipitation is 40%. New rainfall amounts less than a tenth of an inch possible."
Makeout Reef,6/18/2025,Funhouse,Music,Capitol Hill / Central District,"A chance of rain showers before 4pm. Partly sunny. High near 69, with temperatures falling to around 67 in the afternoon. Southwest wind 3 to 12 mph. Chance of precipitation is 40%. New rainfall amounts less than a tenth of an inch possible."
MC Frontalot,6/18/2025,El Corazon,Music,Downtown,"A chance of rain showers before 4pm. Partly sunny. High near 71, with temperatures falling to around 69 in the afternoon. Southwest wind 5 to 10 mph. Chance of precipitation is 40%. New rainfall amounts less than a tenth of an inch possible."
Alex Edelman,6/19/2025,The Neptune Theatre,Theatre,University District,"Partly sunny, with a high near 67. North wind 3 to 9 mph."
Curtis Stigers,6/19/2025,The Triple Door,Music,Downtown,"Partly sunny, with a high near 67. North wind 3 to 8 mph."
Dancing Plague,6/19/2025,El Corazon,Music,Downtown,"Partly sunny. High near 66, with temperatures falling to around 64 in the afternoon. North wind 3 to 9 mph."
Fortress of the Bear,6/19/2025,Hidden Hall,Music,Fremont / Ballard,"Partly sunny, with a high near 69. North wind 3 to 8 mph."
Hala Alyan,6/19/2025,Elliott Bay Book Company,Readings & Lectures,Capitol Hill / Central District,"Partly sunny, with a high near 67. North wind 3 to 9 mph."
N.SSign,6/19/2025,The Showbox,Music,Downtown,"Partly sunny, with a high near 67. North wind 3 to 8 mph."
2010’s Night,6/20/2025,El Corazon,Music,Downtown,"Rain showers likely. Cloudy, with a high near 60. West southwest wind 5 to 8 mph. Chance of precipitation is 70%. New rainfall amounts less than a tenth of an inch possible."
Ace Monroe,6/20/2025,Funhouse,Music,Capitol Hill / Central District,"Rain showers. Cloudy, with a high near 59. Southwest wind 5 to 8 mph. Chance of precipitation is 80%. New rainfall amounts less than a tenth of an inch possible."
Goose Vargis,6/20/2025,Hidden Hall,Music,Fremont / Ballard,"Rain showers likely. Mostly cloudy, with a high near 60. Chance of precipitation is 70%. New rainfall amounts less than a tenth of an inch possible."
MIYAVI,6/20/2025,The Showbox,Music,Downtown,"Rain showers. Cloudy, with a high near 59. Southwest wind 5 to 8 mph. Chance of precipitation is 80%. New rainfall amounts less than a tenth of an inch possible."
2025 Fremont Solstice Day Party,6/21/2025,Hidden Hall,Music,Fremont / Ballard,"Rain showers. Mostly cloudy, with a high near 60."
Beats Antique,6/21/2025,The Showbox,Music,Downtown,"Rain showers. Mostly cloudy, with a high near 60."
Deon Cole Live,6/21/2025,The Moore Theatre,Theatre,Downtown,"Rain showers. Mostly cloudy, with a high near 62."
Fu Manchu,6/21/2025,Neumos,Music,Capitol Hill / Central District,"Rain showers. Mostly cloudy, with a high near 60."
Lacey Sturm,6/21/2025,El Corazon,Music,Downtown,"Rain showers. Mostly cloudy, with a high near 61."
Broncho,6/22/2025,Neumos,Music,Capitol Hill / Central District,"A slight chance of rain showers before 5pm. Partly sunny, with a high near 69."
Randy Feltface,6/22/2025,The Moore Theatre,Theatre,Downtown,"A slight chance of rain showers before 5pm. Partly sunny, with a high near 69."
Valerie June,6/22/2025,The Showbox,Music,Downtown,"A slight chance of rain showers before 5pm. Partly sunny, with a high near 69."
Rhiannon Giddens and The Old Time Revue,6/23/2025,The Moore Theatre,Music,Downtown,"Sunny, with a high near 77."
Provoker,6/24/2025,Neumos,Music,Capitol Hill / Central District,"Sunny, with a high near 77."
Yarn,6/24/2025,Hidden Hall,Music,Fremont / Ballard,"Sunny, with a high near 77."
