Name,Date,Location,Type,Region,Weather
Goody Blick,7/21/2024,Tractor Tavern,Music,Fremont / Ballard,"Mostly sunny, with a high near 83. Northwest wind 1 to 10 mph."
Hexxx,7/21/2024,Funhouse,Music,Capitol Hill / Central District,"Mostly sunny, with a high near 83. Northwest wind 1 to 10 mph."
Joe Pera,7/21/2024,The Moore Theatre,Theatre,Downtown,"Mostly sunny, with a high near 79. North wind 5 to 8 mph."
Little Wings,7/21/2024,Sunset Tavern,Music,Fremont / Ballard,"Mostly sunny, with a high near 80. North northwest wind 1 to 9 mph."
Look At Me!!! A Disaster Spectacular!,7/21/2024,Rendezvous JewelBox Theater,Theatre,Downtown,"Mostly sunny, with a high near 80. North northwest wind 2 to 9 mph."
Orange Comfort,7/21/2024,High Dive,Music,Fremont / Ballard,"Mostly sunny, with a high near 82. North northwest wind 2 to 9 mph."
Red Dress,7/21/2024,Sea Monster Lounge,Music,Wallingford / Greenlake,"Mostly sunny, with a high near 83. North northwest wind 2 to 12 mph."
Seafair Triathlon,7/21/2024,Seward Park,Festivals & Special Events,South Seattle,"Mostly sunny, with a high near 82. North northwest wind 2 to 9 mph."
ZooTunes: The Roots,7/21/2024,Woodland Park Zoo,Music,Wallingford / Greenlake,"Mostly sunny, with a high near 79. North wind 5 to 8 mph."
Soft Chain,7/22/2024,Sunset Tavern,Music,Fremont / Ballard,"Partly sunny. High near 77, with temperatures falling to around 74 in the afternoon. North northeast wind 1 to 5 mph."
53 Thieves,7/23/2024,Barboza,Music,Capitol Hill / Central District,"Sunny, with a high near 75. North wind 3 to 10 mph."
Big Tooth,7/23/2024,Sea Monster Lounge,Music,Wallingford / Greenlake,"Sunny, with a high near 74. North northeast wind 3 to 10 mph."
Chris Smither,7/23/2024,Tractor Tavern,Music,Fremont / Ballard,"Sunny, with a high near 76. North northeast wind 3 to 10 mph."
Clarion West Summer Reading Series: Carmen Maria Machado,7/23/2024,Town Hall Seattle,Readings & Lectures,Downtown,"Sunny, with a high near 73. North northeast wind 5 to 10 mph."
Deca,7/23/2024,High Dive,Music,Fremont / Ballard,"Sunny, with a high near 72. North northeast wind 5 to 12 mph."
Dr. Rocket,7/23/2024,Sunset Tavern,Music,Fremont / Ballard,"Sunny, with a high near 72. North northeast wind 3 to 10 mph."
Inside the Exhibitions: Summer 2024,7/23/2024,Bainbridge Island Museum of Art,Museums,West,"Sunny, with a high near 76. North northeast wind 3 to 10 mph."
Jesse Katz with Eric Nusbaum,7/23/2024,Elliott Bay Book Company,Readings & Lectures,Capitol Hill / Central District,"Sunny, with a high near 72. North northeast wind 3 to 10 mph."
Joan Osborne,7/23/2024,The Triple Door,Music,Downtown,"Sunny, with a high near 76. North northeast wind 3 to 10 mph."
Sawyer Hill,7/23/2024,Neumos,Music,Capitol Hill / Central District,"Sunny, with a high near 76. North wind 2 to 9 mph."
Toad the Wet Sprocket,7/23/2024,The Neptune Theatre,Music,University District,"Sunny, with a high near 76. North northeast wind 2 to 10 mph."
Bobby Medina’s Latin American Jazz Experience,7/24/2024,The Triple Door,Music,Downtown,"Sunny, with a high near 79."
Comfort Food,7/24/2024,Sea Monster Lounge,Music,Wallingford / Greenlake,"Sunny, with a high near 76."
EFB and The Esteemed Gentlemen,7/24/2024,Sunset Tavern,Music,Fremont / Ballard,"Sunny, with a high near 77."
Hollow Head,7/24/2024,High Dive,Music,Fremont / Ballard,"Sunny, with a high near 80."
Our Frankenstein,7/24/2024,Funhouse,Music,Capitol Hill / Central District,"Sunny, with a high near 79."
Peter Band Supreme,7/24/2024,Sea Monster Lounge,Music,Wallingford / Greenlake,"Sunny, with a high near 80."
Sombr,7/24/2024,Barboza,Music,Capitol Hill / Central District,"Sunny, with a high near 78."
Summer Tracks of Our Lives 2,7/24/2024,Tractor Tavern,Music,Fremont / Ballard,"Sunny, with a high near 79."
The Dirty Dozen Brass Band,7/24/2024,The Crocodile,Music,Downtown,"Sunny, with a high near 79."
ASADI & XYE,7/25/2024,Barboza,Music,Capitol Hill / Central District,"Mostly sunny, with a high near 73."
B-Band,7/25/2024,High Dive,Music,Fremont / Ballard,"Mostly sunny, with a high near 73."
Club XCX,7/25/2024,Nectar Lounge,Music,Fremont / Ballard,"Mostly sunny, with a high near 72."
Guy Mintus Trio,7/25/2024,The Triple Door,Music,Downtown,"Mostly sunny, with a high near 75."
How Now Brown Cow,7/25/2024,Sea Monster Lounge,Music,Wallingford / Greenlake,"Mostly sunny, with a high near 75."
Jake Xerxes Fussell,7/25/2024,Tractor Tavern,Music,Fremont / Ballard,"Mostly sunny, with a high near 75."
Joe List,7/25/2024,The Crocodile,Theatre,Downtown,"Mostly sunny, with a high near 76."
Racoma,7/25/2024,Neumos,Music,Capitol Hill / Central District,"Mostly sunny, with a high near 75."
Summer Nights on the Terrace with CZNS,7/25/2024,Museum of History & Industry,Music,Queen Anne / Seattle Center,"Mostly sunny, with a high near 75."
ZooTunes: Violent Femmes,7/25/2024,Woodland Park Zoo,Music,Wallingford / Greenlake,"Mostly sunny, with a high near 72."
Benise – Fiesta,7/26/2024,The Neptune Theatre,Music,University District,"Sunny, with a high near 77."
Chris Brown,7/26/2024,Climate Pledge Arena,Music,Queen Anne / Seattle Center,"Sunny, with a high near 76."
French Cassettes,7/26/2024,Tractor Tavern,Music,Fremont / Ballard,"Sunny, with a high near 77."
Henry Mansfield,7/26/2024,Barboza,Music,Capitol Hill / Central District,"Sunny, with a high near 75."
Jessica Boudreaux,7/26/2024,Sunset Tavern,Music,Fremont / Ballard,"Sunny, with a high near 78."
Last Minute Maybes,7/26/2024,The Royal Room,Music,South Seattle,"Sunny, with a high near 77."
Movies at the Mural – The Princess Bride,7/26/2024,Seattle Center Mural Amphitheatre,Film & Media Arts,Queen Anne / Seattle Center,"Sunny, with a high near 77."
Pedro The Lion,7/26/2024,Neumos,Music,Capitol Hill / Central District,"Sunny, with a high near 78."
Pier Party,7/26/2024,Waterfront Park,Festivals & Special Events,Downtown,"Sunny, with a high near 77."
Sacramentum,7/26/2024,Funhouse,Music,Capitol Hill / Central District,"Sunny, with a high near 77."
slchld – Apology North America Tour,7/26/2024,The Crocodile,Music,Downtown,"Sunny, with a high near 76."
STRFKR,7/26/2024,Showbox SoDo,Music,Pioneer Square,"Sunny, with a high near 74."
The Red Clay Strays,7/26/2024,The Showbox,Music,Downtown,"Sunny, with a high near 77."
Water Babies,7/26/2024,Sea Monster Lounge,Music,Wallingford / Greenlake,"Sunny, with a high near 75."
Whiskey Class Album Release Show,7/26/2024,High Dive,Music,Fremont / Ballard,"Sunny, with a high near 74."
50 Year’s of Women’s Studio Workshop: Erin Zoya & Maymanah Farat,7/27/2024,Bainbridge Island Museum of Art,Museums,West,"Sunny, with a high near 77."
Alaska Airlines Torchlight Parade,7/27/2024,Westlake Park,Festivals & Special Events,Downtown,"Sunny, with a high near 79."
Alejandro Escovedo,7/27/2024,The Crocodile,Music,Downtown,"Sunny, with a high near 79."
Battle in Seattle,7/27/2024,El Corazon,Music,Downtown,"Sunny, with a high near 80."
Candi Carpenter,7/27/2024,Barboza,Music,Capitol Hill / Central District,"Sunny, with a high near 79."
Chris Stapleton,7/27/2024,T-Mobile Park,Music,Pioneer Square,"Sunny, with a high near 79."
