Name,Date,Location,Type,Region,Weather
Dose,2/10/2025,Funhouse,Music,Capitol Hill / Central District,"Mostly cloudy. Low around 29, with temperatures rising to around 31 overnight. East northeast wind around 5 mph."
Mermaid and Brittany Campbell,2/10/2025,Sunset Tavern,Music,Fremont / Ballard,"Mostly cloudy. Low around 27, with temperatures rising to around 29 overnight. Wind chill values as low as 23. East northeast wind around 5 mph."
Cheryl Wheeler,2/11/2025,Fremont Abbey Arts Center,Music,Fremont / Ballard,"Sunny, with a high near 39. Wind chill values as low as 20. North northeast wind 6 to 9 mph."
Chest Fever,2/11/2025,Tractor Tavern,Music,Fremont / Ballard,"Sunny, with a high near 39. Wind chill values as low as 20. North northeast wind 6 to 10 mph."
Kat Edmonson,2/11/2025,The Triple Door,Music,Downtown,"Sunny, with a high near 39. Wind chill values as low as 20. North northeast wind 6 to 9 mph."
Andrew Marlin Stringband,2/12/2025,Tractor Tavern,Music,Fremont / Ballard,"Sunny, with a high near 40."
Audrey Tang,2/12/2025,Town Hall Seattle,Readings & Lectures,Downtown,"Sunny, with a high near 40."
Unlearning with Lindsey T.H. Jackson,2/12/2025,Town Hall Seattle,Readings & Lectures,Downtown,"Sunny, with a high near 42."
Aberdeen,2/13/2025,The Royal Room,Music,South Seattle,"A slight chance of snow after 4pm. Partly sunny, with a high near 40."
Candlelight Concert – Best of Metal,2/13/2025,Town Hall Seattle,Music,Downtown,"A slight chance of snow after 4pm. Partly sunny, with a high near 40."
Candlelight Concert – Tribute to Queen,2/13/2025,Town Hall Seattle,Music,Downtown,"A slight chance of snow after 4pm. Partly sunny, with a high near 40."
Crowdsource Choir: Songs of Soul,2/13/2025,Fremont Abbey Arts Center,Music,Fremont / Ballard,"A slight chance of snow after 4pm. Partly sunny, with a high near 40."
Henry Mansfield,2/13/2025,Sunset Tavern,Music,Fremont / Ballard,"A slight chance of snow after 4pm. Partly sunny, with a high near 42."
What So Not,2/13/2025,The Neptune Theatre,Music,University District,"A slight chance of rain and snow after 4pm. Partly sunny, with a high near 42."
070 Shake,2/14/2025,Showbox SoDo,Music,Pioneer Square,"A slight chance of snow before 1pm, then a slight chance of rain and snow between 1pm and 4pm. Mostly cloudy, with a high near 43."
Blone Noble,2/14/2025,Funhouse,Music,Capitol Hill / Central District,"A slight chance of snow before 1pm, then a slight chance of rain and snow between 1pm and 4pm. Mostly cloudy, with a high near 43."
Candlelight Concert – Valentine’s Day,2/14/2025,Town Hall Seattle,Music,Downtown,"A slight chance of snow before 1pm, then a slight chance of rain and snow between 1pm and 4pm. Partly sunny, with a high near 43."
Clinton Fearon Acoustic Duo,2/14/2025,Fremont Abbey Arts Center,Music,Fremont / Ballard,"A slight chance of rain and snow before 4pm. Partly sunny, with a high near 43."
Conrad Tao and Caleb Teicher,2/14/2025,Meany Center for the Performing Arts,Music,University District,"A slight chance of snow before 1pm, then a slight chance of rain and snow between 1pm and 4pm. Partly sunny, with a high near 42."
Prom Date Mixtape: The Ultimate Live 80’s Tribute,2/14/2025,High Dive,Music,Fremont / Ballard,"A slight chance of snow before 1pm, then a slight chance of rain and snow between 1pm and 4pm. Partly sunny, with a high near 42."
AU5 and Crystal Skies,2/15/2025,Nectar Lounge,Music,Fremont / Ballard,"Rain likely. Mostly cloudy, with a high near 44."
Caety Sagoian,2/15/2025,Sea Monster Lounge,Music,Wallingford / Greenlake,"Rain likely. Mostly cloudy, with a high near 45."
DeVotchKa,2/15/2025,The Showbox,Music,Downtown,"Rain likely. Mostly cloudy, with a high near 45."
Lotus – How To Dream In Color Tour,2/15/2025,The Neptune Theatre,Music,University District,"Rain likely. Mostly cloudy, with a high near 44."
Rittz,2/15/2025,El Corazon,Music,Downtown,"Rain likely. Mostly cloudy, with a high near 44."
Srivani Jade Ensemble,2/15/2025,Town Hall Seattle,Music,Downtown,"Rain likely. Mostly cloudy, with a high near 44."
Verispul,2/15/2025,Funhouse,Music,Capitol Hill / Central District,"Rain likely. Mostly cloudy, with a high near 45."
A View of Earth From the Moon,2/16/2025,Tractor Tavern,Music,Fremont / Ballard,"Rain. Cloudy, with a high near 45."
An Evening with Kelsey McKinney,2/16/2025,Town Hall Seattle,Readings & Lectures,Downtown,"Rain. Cloudy, with a high near 46."
Turbulence and Burrita Burrona,2/16/2025,The Neptune Theatre,Theatre,University District,"Rain. Cloudy, with a high near 46."
