Name,Date,Location,Type,Region,Weather
A Songwriter Circle,1/28/2025,Tractor Tavern,Music,Fremont / Ballard,"Partly cloudy, with a low around 32. North northeast wind around 2 mph."
Asim Azhar,1/28/2025,The Crocodile,Music,Downtown,"Patchy fog. Partly cloudy, with a low around 31. North northeast wind around 1 mph."
Big Tooth,1/28/2025,Sea Monster Lounge,Music,Wallingford / Greenlake,"Partly cloudy. Low around 33, with temperatures rising to around 35 overnight. Northeast wind around 2 mph."
An Evening with Steve Poltz,1/29/2025,Tractor Tavern,Music,Fremont / Ballard,"Mostly sunny, with a high near 44. South wind around 3 mph."
Big Kitty,1/29/2025,Nectar Lounge,Music,Fremont / Ballard,"Mostly sunny, with a high near 45. South wind around 3 mph."
Bryce Vine,1/29/2025,The Showbox,Music,Downtown,"Mostly sunny, with a high near 44. South wind around 5 mph."
New Lore,1/29/2025,Sunset Tavern,Music,Fremont / Ballard,"Mostly sunny, with a high near 44. South wind around 2 mph."
Queering Talks,1/29/2025,Town Hall Seattle,Readings & Lectures,Downtown,"Mostly sunny, with a high near 44. South wind around 2 mph."
Candlelight Concert,1/30/2025,Town Hall Seattle,Music,Downtown,"Rain likely after 10am. Partly sunny, with a high near 45. Chance of precipitation is 60%. New rainfall amounts less than a tenth of an inch possible."
Catching Flies,1/30/2025,Nectar Lounge,Music,Fremont / Ballard,"Rain likely after 10am. Partly sunny, with a high near 45. Chance of precipitation is 60%. New rainfall amounts less than a tenth of an inch possible."
Judge John Hodgman,1/30/2025,The Neptune Theatre,Theatre,University District,"Rain likely after 10am. Partly sunny, with a high near 45. Chance of precipitation is 60%. New rainfall amounts less than a tenth of an inch possible."
Lou Deezi,1/30/2025,The Crocodile,Music,Downtown,"Rain likely after 10am. Partly sunny, with a high near 45. Chance of precipitation is 60%. New rainfall amounts less than a tenth of an inch possible."
Mary Eliza,1/30/2025,Tractor Tavern,Music,Fremont / Ballard,"Rain likely after 4pm. Partly sunny, with a high near 45. Chance of precipitation is 60%. New rainfall amounts less than a tenth of an inch possible."
Max McNown,1/30/2025,Neumos,Music,Capitol Hill / Central District,"Rain likely after 10am. Partly sunny, with a high near 45. Chance of precipitation is 60%. New rainfall amounts less than a tenth of an inch possible."
Music From The Sole,1/30/2025,The Moore Theatre,Music,Downtown,"Rain likely after 10am. Partly sunny, with a high near 44. Chance of precipitation is 60%. New rainfall amounts less than a tenth of an inch possible."
The Low Lonesome Sound,1/30/2025,Sunset Tavern,Music,Fremont / Ballard,"Rain likely after 10am. Partly sunny, with a high near 45. Chance of precipitation is 60%. New rainfall amounts less than a tenth of an inch possible."
YellaCatt,1/30/2025,High Dive,Music,Fremont / Ballard,"Rain likely after 10am. Partly sunny, with a high near 45. Chance of precipitation is 60%. New rainfall amounts less than a tenth of an inch possible."
AMTRAC,1/31/2025,Nectar Lounge,Music,Fremont / Ballard,"Rain. Cloudy, with a high near 49."
Blowout Heavies Brass Band Jam,1/31/2025,Sea Monster Lounge,Music,Wallingford / Greenlake,"Rain. Cloudy, with a high near 49."
Dopethrone,1/31/2025,El Corazon,Music,Downtown,"Rain. Cloudy, with a high near 49."
Emanuel Brown,1/31/2025,High Dive,Music,Fremont / Ballard,"Rain. Cloudy, with a high near 49."
Five Iron Frenzy,1/31/2025,Neumos,Music,Capitol Hill / Central District,"Rain. Cloudy, with a high near 50."
Kodo One Earth Tour: Warabe,1/31/2025,Meany Center for the Performing Arts,Music,University District,"Rain. Cloudy, with a high near 49."
Max McNown,1/31/2025,Barboza,Music,Capitol Hill / Central District,"Rain. Cloudy, with a high near 50."
Ani DiFranco,2/1/2025,The Moore Theatre,Music,Downtown,"Rain and snow before 7am, then rain and snow between 7am and 1pm, then rain and snow. Cloudy, with a high near 43."
BeatleConcert,2/1/2025,Tractor Tavern,Music,Fremont / Ballard,"Rain and snow before 7am, then rain and snow between 7am and 1pm, then rain and snow. Cloudy, with a high near 42."
ETANA,2/1/2025,High Dive,Music,Fremont / Ballard,"Rain and snow before 7am, then rain and snow between 7am and 10am, then rain and snow. Cloudy, with a high near 43."
Jose “Juicy” Gonzales Trio,2/1/2025,The Royal Room,Music,South Seattle,"Rain and snow before 7am, then rain and snow between 7am and 1pm, then rain and snow. Cloudy, with a high near 43."
moe.,2/1/2025,The Neptune Theatre,Music,University District,"Rain and snow before 7am, then rain and snow between 7am and 1pm, then rain and snow. Cloudy, with a high near 43."
Artist Talk: Fumi Amano,2/2/2025,Museum of Glass,Museums,South,"Snow likely before 1pm, then rain and snow likely. Mostly cloudy, with a high near 42. New snow accumulation of less than half an inch possible."
Gallowglass Celtic Band,2/2/2025,The Royal Room,Music,South Seattle,"Snow before 1pm, then rain and snow likely. Mostly cloudy, with a high near 40. New snow accumulation of less than half an inch possible."
Panic Fancy,2/2/2025,High Dive,Music,Fremont / Ballard,"Snow before 1pm, then rain and snow likely. Mostly cloudy, with a high near 41."
The Seattle Chinese Spring Festival Gala,2/2/2025,Benaroya Hall,Music,Downtown,"Snow before 1pm, then rain and snow likely. Mostly cloudy, with a high near 40. New snow accumulation of less than half an inch possible."
The Fifth Avenue Theatre’s Show Talk Series,2/3/2025,Elliott Bay Book Company,Readings & Lectures,Capitol Hill / Central District,"A chance of snow before 1pm, then a chance of rain and snow. Partly sunny, with a high near 38. New snow accumulation of less than half an inch possible."
