Name,Date,Location,Type,Region,Weather
Leftover Crack,12/17/2024,El Corazon,Music,Downtown,"Rain. Cloudy, with a high near 50. Southeast wind 5 to 8 mph. Chance of precipitation is 100%. New rainfall amounts between 1 and 2 inches possible."
VOCES8: Winter Tales,12/17/2024,Meany Center for the Performing Arts,Music,University District,"Rain. Cloudy, with a high near 50. Southeast wind 6 to 9 mph. Chance of precipitation is 100%. New rainfall amounts between 1 and 2 inches possible."
Anthony B,12/18/2024,Nectar Lounge,Music,Fremont / Ballard,"Rain. Mostly cloudy, with a high near 54. Chance of precipitation is 90%. New rainfall amounts between a half and three quarters of an inch possible."
KMRIA – A Pogues Tribute Band,12/19/2024,Tractor Tavern,Music,Fremont / Ballard,"Rain likely. Cloudy, with a high near 52."
Matt Rogers,12/19/2024,The Neptune Theatre,Theatre,University District,"Rain likely. Mostly cloudy, with a high near 52."
Nancy Erickson Lamont,12/19/2024,The Royal Room,Music,South Seattle,"Rain likely. Mostly cloudy, with a high near 52."
Noogie’s Time To Shine,12/19/2024,Bainbridge Island Museum of Art,Museums,West,"Rain likely. Mostly cloudy, with a high near 52."
Pete Holmes,12/19/2024,The Moore Theatre,Theatre,Downtown,"Rain likely. Mostly cloudy, with a high near 52."
African American Cultural Ensemble,12/20/2024,Bainbridge Island Museum of Art,Music,West,"A chance of rain. Mostly cloudy, with a high near 55."
Desi Banks,12/20/2024,The Moore Theatre,Theatre,Downtown,"A chance of rain. Mostly cloudy, with a high near 55."
Dion Timmer,12/20/2024,The Neptune Theatre,Music,University District,"A chance of rain. Mostly cloudy, with a high near 54."
Eldridge Gravy and the Court Supreme,12/20/2024,Neumos,Music,Capitol Hill / Central District,"A chance of rain. Mostly cloudy, with a high near 54."
Rylan Fischer,12/20/2024,Barboza,Music,Capitol Hill / Central District,"A chance of rain. Mostly cloudy, with a high near 55."
Acerbity,12/21/2024,Funhouse,Music,Capitol Hill / Central District,"Rain. Mostly cloudy, with a high near 55."
Christopher Titus,12/21/2024,The Neptune Theatre,Theatre,University District,"Rain. Mostly cloudy, with a high near 54."
Lamarr Family Values,12/22/2024,High Dive,Music,Fremont / Ballard,"Rain. Cloudy, with a high near 51."
McTuff Special,12/22/2024,Nectar Lounge,Music,Fremont / Ballard,"Rain. Cloudy, with a high near 52."
Seattle Seahawks vs. Minnesota Vikings,12/22/2024,Lumen Field,Sports,Pioneer Square,"Rain. Cloudy, with a high near 52."
