Name,Date,Location,Type,Region,Weather
Benevolent Sol,8/13/2025,Funhouse,Music,Capitol Hill / Central District,"Clear. Low around 63, with temperatures rising to around 65 overnight. South wind 2 to 6 mph."
Ezra Furman,8/13/2025,The Crocodile,Music,Downtown,"Clear. Low around 64, with temperatures rising to around 66 overnight. Southwest wind around 6 mph."
Faith Luster,8/13/2025,The Royal Room,Music,South Seattle,"A slight chance of rain showers after 5pm. Mostly sunny. High near 79, with temperatures falling to around 77 in the afternoon. Southwest wind 5 to 8 mph. Chance of precipitation is 20%. New rainfall amounts less than a tenth of an inch possible."
Hot Rod,8/13/2025,Sea Monster Lounge,Music,Wallingford / Greenlake,"A slight chance of rain showers after 5pm. Mostly sunny. High near 79, with temperatures falling to around 77 in the afternoon. Southwest wind 5 to 8 mph. Chance of precipitation is 20%. New rainfall amounts less than a tenth of an inch possible."
Hurricane Dreamz,8/13/2025,Sea Monster Lounge,Music,Wallingford / Greenlake,"A slight chance of rain showers after 5pm. Mostly sunny. High near 77, with temperatures falling to around 74 in the afternoon. Southwest wind 6 to 10 mph. Chance of precipitation is 20%. New rainfall amounts less than a tenth of an inch possible."
Madeline Kenney,8/13/2025,Sunset Tavern,Music,Fremont / Ballard,"Clear. Low around 63, with temperatures rising to around 65 overnight. West southwest wind around 6 mph."
Meet Me at the Movies,8/13/2025,Frye Art Museum,Museums,Capitol Hill / Central District,"Clear. Low around 63, with temperatures rising to around 65 overnight. Southwest wind around 5 mph."
Music in the Arboretum: Ben Hunter & The Intraterrestrials,8/13/2025,Washington Park Arboretum,Music,University District,"A slight chance of rain showers after 5pm. Mostly sunny. High near 77, with temperatures falling to around 74 in the afternoon. Southwest wind 6 to 9 mph. Chance of precipitation is 20%. New rainfall amounts less than a tenth of an inch possible."
Remembering Nancy Wilson – Evolutions in Jazz,8/13/2025,The Triple Door,Music,Downtown,"A slight chance of rain showers after 5pm. Mostly sunny. High near 79, with temperatures falling to around 76 in the afternoon. West southwest wind around 8 mph. Chance of precipitation is 20%. New rainfall amounts less than a tenth of an inch possible."
So Pitted,8/13/2025,Tractor Tavern,Music,Fremont / Ballard,"A slight chance of rain showers after 5pm. Mostly sunny. High near 79, with temperatures falling to around 76 in the afternoon. West southwest wind around 8 mph. Chance of precipitation is 20%. New rainfall amounts less than a tenth of an inch possible."
