Name,Date,Location,Type,Region,Weather
Aidan Bissett,4/16/2024,Neumos,Music,Capitol Hill / Central District,"A chance of rain showers before 5pm. Partly sunny, with a high near 52. West northwest wind 1 to 6 mph. Chance of precipitation is 40%. New rainfall amounts less than a tenth of an inch possible."
Breabach,4/16/2024,The Triple Door,Music,Downtown,"A chance of rain showers before 5pm. Partly sunny, with a high near 52. West southwest wind 1 to 6 mph. Chance of precipitation is 50%. New rainfall amounts less than a tenth of an inch possible."
Dead Poet Society,4/16/2024,El Corazon,Music,Downtown,"A chance of rain showers before 5pm. Partly sunny, with a high near 52. West wind 1 to 6 mph. Chance of precipitation is 40%. New rainfall amounts less than a tenth of an inch possible."
Dori Gillam and Mack McCoy,4/16/2024,Town Hall Seattle,Readings & Lectures,Downtown,"A chance of rain showers before 5pm. Partly sunny, with a high near 52. West wind 1 to 6 mph. Chance of precipitation is 40%. New rainfall amounts less than a tenth of an inch possible."
Elaine Lin Hering,4/16/2024,Town Hall Seattle,Readings & Lectures,Downtown,"A chance of rain showers before 5pm. Partly sunny, with a high near 52. Northwest wind 1 to 6 mph. Chance of precipitation is 50%. New rainfall amounts less than a tenth of an inch possible."
Foleada,4/16/2024,Sea Monster Lounge,Music,Wallingford / Greenlake,"A chance of rain showers before 5pm. Partly sunny, with a high near 52. West northwest wind 1 to 6 mph. Chance of precipitation is 40%. New rainfall amounts less than a tenth of an inch possible."
Palace,4/16/2024,The Showbox,Music,Downtown,"A chance of rain showers before 5pm. Partly sunny, with a high near 53. Southwest wind 1 to 6 mph. Chance of precipitation is 40%. New rainfall amounts less than a tenth of an inch possible."
Alpha Wolf: Half Living Things	Share,4/17/2024,El Corazon,Music,Downtown,"Mostly sunny, with a high near 58. Northeast wind 2 to 9 mph."
Chris Milam,4/17/2024,The Royal Room,Music,South Seattle,"Sunny, with a high near 57. North northeast wind 2 to 9 mph."
Hughes Bros Presents,4/17/2024,Sea Monster Lounge,Music,Wallingford / Greenlake,"Sunny, with a high near 57. North northeast wind 2 to 9 mph."
Krishna Das in Concert,4/17/2024,Town Hall Seattle,Music,Downtown,"Sunny, with a high near 57. North northeast wind 2 to 9 mph."
Matt Strassler with Anand Thirumalai,4/17/2024,Town Hall Seattle,Readings & Lectures,Downtown,"Mostly sunny, with a high near 56. North northeast wind 2 to 10 mph."
Bananas Live Podcast,4/18/2024,The Triple Door,Readings & Lectures,Downtown,"Sunny, with a high near 61. North wind 6 to 13 mph."
Black Dogs,4/18/2024,Sea Monster Lounge,Music,Wallingford / Greenlake,"Sunny, with a high near 62. North wind 6 to 13 mph."
Brendan Abernathy,4/18/2024,Barboza,Music,Capitol Hill / Central District,"Sunny, with a high near 61. North wind 6 to 14 mph."
Chastity Belt,4/18/2024,The Crocodile,Music,Downtown,"Sunny, with a high near 61. North wind 6 to 14 mph."
Flight Facilities – DJ Set,4/18/2024,The Showbox,Music,Downtown,"Sunny, with a high near 61. North wind 6 to 13 mph."
Glen Teriyaki,4/18/2024,Sea Monster Lounge,Music,Wallingford / Greenlake,"Sunny, with a high near 63. North northeast wind 6 to 13 mph."
Hear Me Talkin to You: Womxn And Blues,4/18/2024,The Royal Room,Music,South Seattle,"Sunny, with a high near 62. North wind 6 to 13 mph."
Loretta Napoleoni with Ross Reynolds,4/18/2024,Town Hall Seattle,Readings & Lectures,Downtown,"Sunny, with a high near 62. North wind 6 to 13 mph."
Medicine Bows,4/18/2024,Funhouse,Music,Capitol Hill / Central District,"Sunny, with a high near 61. North wind 6 to 14 mph."
Music And Misery,4/18/2024,Rendezvous JewelBox Theater,Music,Downtown,"Sunny, with a high near 61. North wind 6 to 13 mph."
