Name,Date,Location,Type,Region,Weather
Dearee,7/15/2024,High Dive,Music,Fremont / Ballard,"Mostly sunny, with a high near 80. West southwest wind around 6 mph."
Dengue Fever,7/15/2024,The Crocodile,Music,Downtown,"Mostly sunny, with a high near 80. West southwest wind around 6 mph."
Newgrounds Death Rugby,7/15/2024,Funhouse,Music,Capitol Hill / Central District,"Mostly sunny, with a high near 79. Southwest wind 3 to 7 mph."
Sarah Shook and The Disarmers,7/15/2024,Tractor Tavern,Music,Fremont / Ballard,"Mostly sunny, with a high near 77. Southwest wind around 6 mph."
Afro Dead,7/16/2024,High Dive,Music,Fremont / Ballard,"Sunny, with a high near 85. North wind 2 to 8 mph."
Closure in Moscow,7/16/2024,The Crocodile,Music,Downtown,"Sunny, with a high near 85. North wind 2 to 8 mph."
Foleada,7/16/2024,Sea Monster Lounge,Music,Wallingford / Greenlake,"Sunny, with a high near 86. North wind 2 to 8 mph."
Julia Phillips,7/16/2024,Elliott Bay Book Company,Readings & Lectures,Capitol Hill / Central District,"Sunny, with a high near 83. North wind 2 to 9 mph."
Mabe Fratti,7/16/2024,The Triple Door,Music,Downtown,"Sunny, with a high near 82. North wind 3 to 10 mph."
n3ster,7/16/2024,Sunset Tavern,Music,Fremont / Ballard,"Sunny, with a high near 85. North wind 2 to 8 mph."
SS Virginia V Cruise: Canoe Journey Past and Present,7/16/2024,Museum of History & Industry,Museums,Queen Anne / Seattle Center,"Sunny, with a high near 84. North wind 2 to 8 mph."
Ty Walker and The Humanoids,7/16/2024,Tractor Tavern,Music,Fremont / Ballard,"Sunny, with a high near 83. North wind 2 to 9 mph."
Candlelight Concert – A Tribute to Adele,7/17/2024,Town Hall Seattle,Music,Downtown,"Mostly sunny, with a high near 88. Southwest wind 3 to 9 mph."
Candlelight Concert – From Bach to The Beatles,7/17/2024,Town Hall Seattle,Music,Downtown,"Mostly sunny, with a high near 87. West southwest wind 3 to 9 mph."
Celestial Navigation,7/17/2024,Sea Monster Lounge,Music,Wallingford / Greenlake,"Mostly sunny, with a high near 87. West southwest wind 3 to 9 mph."
Dub Lounge International,7/17/2024,Sea Monster Lounge,Music,Wallingford / Greenlake,"Mostly sunny, with a high near 88. Southwest wind 3 to 9 mph."
Futuristic,7/17/2024,Barboza,Music,Capitol Hill / Central District,"Mostly sunny, with a high near 85. Southwest wind 3 to 8 mph."
Iris Dement,7/17/2024,The Triple Door,Music,Downtown,"Mostly sunny, with a high near 88. Southwest wind 3 to 9 mph."
Paolo Bacigalupi,7/17/2024,Elliott Bay Book Company,Readings & Lectures,Capitol Hill / Central District,"Mostly sunny, with a high near 89. Southwest wind 3 to 9 mph."
Piano Starts Here – The Music of Leon Russell and James Booker,7/17/2024,The Royal Room,Music,South Seattle,"Mostly sunny, with a high near 89. Southwest wind 3 to 9 mph."
Seattle Sounders FC vs. St. Louis SC,7/17/2024,Lumen Field,Sports,Pioneer Square,"Mostly sunny, with a high near 88. Southwest wind 3 to 9 mph."
Summer Jobs Tour: Andrew Dismukes,7/17/2024,The Crocodile,Theatre,Downtown,"Mostly sunny, with a high near 85. West southwest wind 5 to 9 mph."
Trianna Feruza and the Heavy Hitters,7/17/2024,High Dive,Music,Fremont / Ballard,"Mostly sunny, with a high near 85. West southwest wind 5 to 10 mph."
Wave Function,7/17/2024,Sunset Tavern,Music,Fremont / Ballard,"Mostly sunny, with a high near 85. West southwest wind 5 to 10 mph."
Art Gecko,7/18/2024,Tractor Tavern,Music,Fremont / Ballard,"Mostly sunny, with a high near 84."
Black Dogs,7/18/2024,Sea Monster Lounge,Music,Wallingford / Greenlake,"Mostly sunny, with a high near 84."
Conner Bouchard-Roberts and Anne de Marcken,7/18/2024,Elliott Bay Book Company,Readings & Lectures,Capitol Hill / Central District,"Mostly sunny, with a high near 84."
Jammah,7/18/2024,Sea Monster Lounge,Music,Wallingford / Greenlake,"Mostly sunny, with a high near 84."
Jazz Is PHSH,7/18/2024,The Crocodile,Music,Downtown,"Mostly sunny, with a high near 84."
Jess Cornelius,7/18/2024,Barboza,Music,Capitol Hill / Central District,"Mostly sunny, with a high near 84."
Kississippi,7/18/2024,Funhouse,Music,Capitol Hill / Central District,"Mostly sunny, with a high near 85."
Mirabai Kukathas,7/18/2024,The Royal Room,Music,South Seattle,"Mostly sunny, with a high near 81."
Rachel Ewen,7/18/2024,Sunset Tavern,Music,Fremont / Ballard,"Mostly sunny, with a high near 81."
Ruby Mimosa Presents,7/18/2024,The Triple Door,Music,Downtown,"Mostly sunny, with a high near 83."
Summer Nights on the Terrace with Leanne Wilkins,7/18/2024,Museum of History & Industry,Music,Queen Anne / Seattle Center,"Mostly sunny, with a high near 81."
The Revival Brothers Band,7/18/2024,High Dive,Music,Fremont / Ballard,"Mostly sunny, with a high near 81."
The Sponges,7/18/2024,Nectar Lounge,Music,Fremont / Ballard,"Mostly sunny, with a high near 81."
Big Lazy,7/19/2024,The Royal Room,Music,South Seattle,"Sunny, with a high near 84."
David Ward,7/19/2024,Sea Monster Lounge,Music,Wallingford / Greenlake,"Sunny, with a high near 83."
Fallujah,7/19/2024,El Corazon,Music,Downtown,"Sunny, with a high near 81."
Forest Ray,7/19/2024,Sunset Tavern,Music,Fremont / Ballard,"Sunny, with a high near 85."
Graveyard of the Pacific,7/19/2024,Slim's Last Chance,Music,South Seattle,"Sunny, with a high near 85."
Half Past Two and Simple Minded Symphony,7/19/2024,Funhouse,Music,Capitol Hill / Central District,"Sunny, with a high near 85."
Idina Menzel,7/19/2024,The Paramount Theatre,Music,Downtown,"Sunny, with a high near 84."
James Vincent McMorrow,7/19/2024,The Crocodile,Music,Downtown,"Sunny, with a high near 86."
Joe Casalini Trio,7/19/2024,The Royal Room,Music,South Seattle,"Sunny, with a high near 81."
LeRoy Bell and His Only Friends,7/19/2024,The Triple Door,Music,Downtown,"Sunny, with a high near 81."
Petty Thief: Tribute to Tom Petty,7/19/2024,Nectar Lounge,Music,Fremont / Ballard,"Sunny, with a high near 81."
Prezident Brown,7/19/2024,High Dive,Music,Fremont / Ballard,"Sunny, with a high near 84."
Rae Isla,7/19/2024,Fremont Abbey Arts Center,Music,Fremont / Ballard,"Sunny, with a high near 81."
Alessandra Rose,7/20/2024,Sunset Tavern,Music,Fremont / Ballard,"Sunny, with a high near 81."
Artist Talk: Charles Emerson – Color & Abstraction,7/20/2024,Bainbridge Island Museum of Art,Museums,West,"Sunny, with a high near 83."
Battlestar Kalakala,7/20/2024,Sea Monster Lounge,Music,Wallingford / Greenlake,"Sunny, with a high near 84."
Brad Williams,7/20/2024,The Moore Theatre,Theatre,Downtown,"Sunny, with a high near 84."
D. Savage – Never Left Tour,7/20/2024,The Crocodile,Music,Downtown,"Sunny, with a high near 81."
Jah Wobble,7/20/2024,The Triple Door,Music,Downtown,"Sunny, with a high near 81."
Kinked Hose: Burlesque-Induced Church Sweats,7/20/2024,Rendezvous JewelBox Theater,Theatre,Downtown,"Sunny, with a high near 83."
Matte Blvck,7/20/2024,El Corazon,Music,Downtown,"Sunny, with a high near 81."
Nevermind – Seattle’s Nirvana Tribute,7/20/2024,High Dive,Music,Fremont / Ballard,"Sunny, with a high near 85."
Seattle Sounders FC vs. Los Angeles FC,7/20/2024,Lumen Field,Sports,Pioneer Square,"Sunny, with a high near 81."
Hexxx,7/21/2024,Funhouse,Music,Capitol Hill / Central District,"Sunny, with a high near 84."
Joe Pera,7/21/2024,The Moore Theatre,Theatre,Downtown,"Sunny, with a high near 80."
Little Wings,7/21/2024,Sunset Tavern,Music,Fremont / Ballard,"Sunny, with a high near 80."
Look At Me!!! A Disaster Spectacular!,7/21/2024,Rendezvous JewelBox Theater,Theatre,Downtown,"Sunny, with a high near 80."
Orange Comfort,7/21/2024,High Dive,Music,Fremont / Ballard,"Sunny, with a high near 84."
Seafair Triathlon,7/21/2024,Seward Park,Festivals & Special Events,South Seattle,"Sunny, with a high near 83."
ZooTunes: The Roots,7/21/2024,Woodland Park Zoo,Music,Wallingford / Greenlake,"Sunny, with a high near 80."
