Name,Date,Location,Type,Region,Weather
Dean Wareham,5/21/2025,Sunset Tavern,Music,Fremont / Ballard,"Partly sunny, with a high near 64. North wind 1 to 6 mph. New rainfall amounts less than a tenth of an inch possible."
George Clanton,5/21/2025,The Neptune Theatre,Music,University District,"Partly sunny, with a high near 64. North northwest wind 2 to 7 mph. New rainfall amounts less than a tenth of an inch possible."
Ichika Nito,5/21/2025,The Crocodile,Music,Downtown,"Partly sunny, with a high near 64. North wind 2 to 6 mph. New rainfall amounts less than a tenth of an inch possible."
Sasami,5/21/2025,Neumos,Music,Capitol Hill / Central District,"Partly sunny, with a high near 62. North northwest wind 2 to 7 mph. New rainfall amounts less than a tenth of an inch possible."
Satsang,5/21/2025,Nectar Lounge,Music,Fremont / Ballard,"Mostly sunny, with a high near 63. Northwest wind 1 to 7 mph. New rainfall amounts less than a tenth of an inch possible."
Seether,5/21/2025,Showbox SoDo,Music,Pioneer Square,"Partly sunny, with a high near 64. East southeast wind 2 to 6 mph."
The Music of Ernesto Nazareth and Astor Piazzolla,5/21/2025,The Royal Room,Music,South Seattle,"Partly sunny, with a high near 63. West northwest wind 2 to 7 mph. New rainfall amounts less than a tenth of an inch possible."
Turnover,5/21/2025,The Moore Theatre,Music,Downtown,"Partly sunny, with a high near 64. North wind 2 to 6 mph. New rainfall amounts less than a tenth of an inch possible."
Blood Club,5/22/2025,Funhouse,Music,Capitol Hill / Central District,"Partly sunny. High near 66, with temperatures falling to around 64 in the afternoon. West wind 1 to 5 mph. New rainfall amounts less than a tenth of an inch possible."
End of the Hourglass: Lady Zade and Leandrul,5/22/2025,The Royal Room,Music,South Seattle,"Partly sunny, with a high near 65. West southwest wind 1 to 5 mph. New rainfall amounts less than a tenth of an inch possible."
Honey Revenge,5/22/2025,The Crocodile,Music,Downtown,"Partly sunny, with a high near 65. Southwest wind 1 to 5 mph. New rainfall amounts less than a tenth of an inch possible."
Ignite Seattle #48: Big Ideas in 5-Minute Stories,5/22/2025,Town Hall Seattle,Readings & Lectures,Downtown,"Partly sunny, with a high near 64. Southwest wind 1 to 5 mph. New rainfall amounts less than a tenth of an inch possible."
Israel Vibration and The Roots Radics,5/22/2025,Nectar Lounge,Music,Fremont / Ballard,"Partly sunny, with a high near 65. Southwest wind 1 to 5 mph. New rainfall amounts less than a tenth of an inch possible."
Jensen McRae,5/22/2025,Neumos,Music,Capitol Hill / Central District,"Partly sunny, with a high near 64. West southwest wind 1 to 5 mph. New rainfall amounts less than a tenth of an inch possible."
Marisela,5/22/2025,The Moore Theatre,Music,Downtown,"Partly sunny, with a high near 64. West southwest wind 1 to 5 mph. New rainfall amounts less than a tenth of an inch possible."
Panda Bear,5/22/2025,The Showbox,Music,Downtown,"Partly sunny, with a high near 64. West southwest wind around 3 mph. New rainfall amounts less than a tenth of an inch possible."
Rolling Quartz,5/22/2025,El Corazon,Music,Downtown,"Partly sunny. High near 64, with temperatures falling to around 62 in the afternoon. Southwest wind around 5 mph. New rainfall amounts less than a tenth of an inch possible."
Snowday,5/22/2025,Sunset Tavern,Music,Fremont / Ballard,"Partly sunny, with a high near 65. Southwest wind 1 to 5 mph. New rainfall amounts less than a tenth of an inch possible."
Anna Malaika Tubbs,5/23/2025,Town Hall Seattle,Readings & Lectures,Downtown,"Partly sunny, with a high near 66. Southwest wind 2 to 6 mph."
Bandit Theatre Presents: Almost Yours & Couple’s Quiz,5/23/2025,Fremont Abbey Arts Center,Theatre,Fremont / Ballard,"Mostly sunny, with a high near 66. Southwest wind 2 to 6 mph."
Cheekface,5/23/2025,Neumos,Music,Capitol Hill / Central District,"Mostly sunny, with a high near 66. South southwest wind 2 to 6 mph."
Dirt Monkey x Friction,5/23/2025,The Showbox,Music,Downtown,"Mostly sunny, with a high near 67. Southwest wind 2 to 6 mph."
Joe Casalini Trio,5/23/2025,The Royal Room,Music,South Seattle,"Mostly sunny, with a high near 65. Southwest wind around 6 mph."
The Golden Road,5/23/2025,Nectar Lounge,Music,Fremont / Ballard,"Mostly sunny, with a high near 66. Southwest wind 2 to 6 mph."
Dining Dead,5/24/2025,Barboza,Music,Capitol Hill / Central District,"Mostly sunny, with a high near 69."
Flynt Flossy and Turquoise Jeep,5/24/2025,Sunset Tavern,Music,Fremont / Ballard,"Mostly sunny, with a high near 71."
Los Shadows,5/24/2025,Funhouse,Music,Capitol Hill / Central District,"Mostly sunny, with a high near 70."
Louyah,5/24/2025,El Corazon,Music,Downtown,"Mostly sunny, with a high near 71."
Lyn Lapid,5/24/2025,The Crocodile,Music,Downtown,"Mostly sunny, with a high near 71."
Rilo Kiley,5/24/2025,Chateau Ste. Michelle Winery,Music,East,"Mostly sunny, with a high near 72."
The Coffis Brothers,5/24/2025,Slim's Last Chance,Music,South Seattle,"Mostly sunny, with a high near 71."
Zeds Dead,5/24/2025,WaMu Theater,Music,Pioneer Square,"Mostly sunny, with a high near 71."
Beach Bunny,5/25/2025,Showbox SoDo,Music,Pioneer Square,"Mostly sunny, with a high near 76."
Mary Lambert and Betsy Olson Band,5/25/2025,Tractor Tavern,Music,Fremont / Ballard,"Mostly sunny, with a high near 77."
Massive Monkees Day,5/25/2025,The Neptune Theatre,Music,University District,"Mostly sunny, with a high near 74."
Mountain Holler and the Western Dawn,5/25/2025,Sunset Tavern,Music,Fremont / Ballard,"Mostly sunny, with a high near 76."
Bien,5/26/2025,Neumos,Music,Capitol Hill / Central District,"A chance of rain showers. Mostly sunny, with a high near 73."
He Films The Clouds,5/26/2025,Funhouse,Music,Capitol Hill / Central District,"A chance of rain showers. Partly sunny, with a high near 72."
Art d’Ecco,5/27/2025,Sunset Tavern,Music,Fremont / Ballard,"A chance of rain showers after 11am. Partly sunny, with a high near 70."
Diva Bleach,5/27/2025,Funhouse,Music,Capitol Hill / Central District,"A chance of rain showers after 11am. Partly sunny, with a high near 69."
Dragged Into Sunlight,5/27/2025,El Corazon,Music,Downtown,"A chance of rain showers after 11am. Partly sunny, with a high near 70."
Khruangbin,5/27/2025,WaMu Theater,Music,Pioneer Square,"A chance of rain showers after 11am. Partly sunny, with a high near 70."
Tabber and Miso and Rad Museum,5/27/2025,The Crocodile,Music,Downtown,"A chance of rain showers after 11am. Partly sunny, with a high near 70."
Widowdusk,5/27/2025,Barboza,Music,Capitol Hill / Central District,"A chance of rain showers after 11am. Partly sunny, with a high near 69."
