Name,Date,Location,Type,Region,Weather
50th Annual Seattle Pride Parade 2024,6/30/2024,"Seattle, WA",Festivals & Special Events,Downtown,"A chance of rain showers before 5pm. Mostly cloudy, with a high near 74. South southwest wind 5 to 8 mph. Chance of precipitation is 40%. New rainfall amounts less than a tenth of an inch possible."
Adam Ray’s Dr. Phil,6/30/2024,The Neptune Theatre,Theatre,University District,"A chance of rain showers before 5pm. Mostly cloudy, with a high near 73. South southwest wind 5 to 8 mph. Chance of precipitation is 40%. New rainfall amounts less than a tenth of an inch possible."
C-Kan – Cualquier Parecido con La Realidad Tour,6/30/2024,The Crocodile,Music,Downtown,"A chance of rain showers before 5pm. Mostly cloudy, with a high near 75. South southwest wind 6 to 9 mph. Chance of precipitation is 30%. New rainfall amounts less than a tenth of an inch possible."
Cherrie Adams and the Forman-Finley Band,6/30/2024,The Royal Room,Music,South Seattle,"A chance of rain showers before 5pm. Mostly cloudy, with a high near 71. South southwest wind 5 to 9 mph. Chance of precipitation is 40%. New rainfall amounts less than a tenth of an inch possible."
Elegant Pleasures,6/30/2024,High Dive,Music,Fremont / Ballard,"A chance of rain showers before 5pm. Mostly cloudy, with a high near 73. South southwest wind 5 to 8 mph. Chance of precipitation is 40%. New rainfall amounts less than a tenth of an inch possible."
Fuerza Regida,6/30/2024,Climate Pledge Arena,Music,Queen Anne / Seattle Center,"A chance of rain showers before 5pm. Mostly cloudy, with a high near 71. South wind 6 to 12 mph. Chance of precipitation is 40%. New rainfall amounts less than a tenth of an inch possible."
Hogslop String Band,6/30/2024,Sunset Tavern,Music,Fremont / Ballard,"A chance of rain showers before 5pm. Mostly cloudy, with a high near 73. South southwest wind 5 to 8 mph. Chance of precipitation is 40%. New rainfall amounts less than a tenth of an inch possible."
Kate Yeager,6/30/2024,Funhouse,Music,Capitol Hill / Central District,"A chance of rain showers before 5pm. Mostly cloudy, with a high near 73. South southwest wind 5 to 9 mph. Chance of precipitation is 40%. New rainfall amounts less than a tenth of an inch possible."
Shinyribs,6/30/2024,Tractor Tavern,Music,Fremont / Ballard,"A chance of rain showers before 5pm. Mostly cloudy, with a high near 73. South southwest wind 5 to 8 mph. Chance of precipitation is 40%. New rainfall amounts less than a tenth of an inch possible."
Joe Jackson Solo and The Music of Max Champion,7/1/2024,The Moore Theatre,Music,Downtown,"Partly sunny. High near 74, with temperatures falling to around 72 in the afternoon. Northeast wind 3 to 7 mph."
Keith Lowe’s Birthday Extravaganza!,7/1/2024,The Royal Room,Music,South Seattle,"Partly sunny. High near 72, with temperatures falling to around 70 in the afternoon. North northwest wind 5 to 8 mph."
Seattle Storm vs Dallas Wings,7/1/2024,Climate Pledge Arena,Sports,Queen Anne / Seattle Center,"Mostly cloudy. High near 73, with temperatures falling to around 71 in the afternoon. North wind 3 to 7 mph."
