Name,Date,Location,Type,Region,Weather
A I M by Kyle Abraham,2/21/2024,The Moore Theatre,Dance,Downtown,"Rain showers likely. Cloudy. Low around 43, with temperatures rising to around 45 overnight. East southeast wind around 5 mph. Chance of precipitation is 70%. New rainfall amounts less than a tenth of an inch possible."
Cesar Cuauhtemoc Garcia Hernandez,2/21/2024,Town Hall Seattle,Readings & Lectures,Downtown,"Rain showers likely. Cloudy. Low around 45, with temperatures rising to around 47 overnight. East southeast wind around 7 mph. Chance of precipitation is 70%. New rainfall amounts less than a tenth of an inch possible."
Side-by-Side with Seattle Youth Symphony Orchestra,2/21/2024,Benaroya Hall,Music,Downtown,"Rain showers likely. Cloudy. Low around 43, with temperatures rising to around 45 overnight. Southeast wind around 6 mph. Chance of precipitation is 70%. New rainfall amounts less than a tenth of an inch possible."
Bailen,2/22/2024,The Crocodile,Music,Downtown,"A slight chance of rain showers before 10am. Mostly sunny, with a high near 54. South southwest wind around 6 mph. Chance of precipitation is 20%."
Dr. Charan Ranganath,2/22/2024,Town Hall Seattle,Readings & Lectures,Downtown,"Mostly sunny, with a high near 55. South southwest wind around 6 mph."
Jack Parker,2/22/2024,The Royal Room,Music,South Seattle,"A slight chance of rain showers before 10am. Mostly sunny, with a high near 54. South southwest wind 3 to 7 mph. Chance of precipitation is 20%."
Mountain Holler,2/22/2024,High Dive,Music,Fremont / Ballard,"A slight chance of rain showers before 10am. Mostly sunny, with a high near 54. South wind around 6 mph. Chance of precipitation is 20%."
Northwest Blues Stars,2/22/2024,The Triple Door,Music,Downtown,"A slight chance of rain showers before 10am. Mostly sunny, with a high near 54. South southwest wind 3 to 7 mph. Chance of precipitation is 20%."
Seattle Kraken vs. Vancouver Canucks,2/22/2024,Climate Pledge Arena,Sports,Queen Anne / Seattle Center,"A slight chance of rain showers before 10am. Mostly sunny, with a high near 54. South southwest wind around 6 mph. Chance of precipitation is 20%."
Shabaka,2/22/2024,Town Hall Seattle,Music,Downtown,"A slight chance of rain showers before 10am. Mostly sunny, with a high near 54. South wind around 6 mph. Chance of precipitation is 20%."
BLACKSTAR SYMPHONY: The Music of David Bowie,2/23/2024,Benaroya Hall,Music,Downtown,"Partly sunny, with a high near 53."
