Name,Date,Location,Type,Region,Weather
Elizabeth Chiarello,10/14/2024,Elliott Bay Book Company,Readings & Lectures,Capitol Hill / Central District,"Rain likely after 9am. Mostly cloudy. High near 65, with temperatures falling to around 63 in the afternoon. South wind 6 to 9 mph. Chance of precipitation is 70%. New rainfall amounts between a tenth and quarter of an inch possible."
P1 with Matt and Tommy Live,10/14/2024,The Neptune Theatre,Theatre,University District,"Rain after 9am. Mostly cloudy. High near 64, with temperatures falling to around 62 in the afternoon. South wind 6 to 12 mph. Chance of precipitation is 80%. New rainfall amounts between a tenth and quarter of an inch possible."
Prince Daddy and The Hyena,10/14/2024,Tractor Tavern,Music,Fremont / Ballard,"Rain likely after 10am. Mostly cloudy. High near 65, with temperatures falling to around 63 in the afternoon. South wind 6 to 9 mph. Chance of precipitation is 70%. New rainfall amounts between a tenth and quarter of an inch possible."
Wisp,10/14/2024,Neumos,Music,Capitol Hill / Central District,"Rain after 9am. Mostly cloudy. High near 63, with temperatures falling to around 61 in the afternoon. South wind 6 to 9 mph. Chance of precipitation is 80%. New rainfall amounts between a tenth and quarter of an inch possible."
Ben Ottewell and Ian Ball of Gomez,10/15/2024,The Triple Door,Music,Downtown,"Rain likely. Cloudy. High near 60, with temperatures falling to around 58 in the afternoon. Northwest wind around 3 mph. Chance of precipitation is 70%. New rainfall amounts less than a tenth of an inch possible."
Calm Beneath Castles,10/15/2024,The Neptune Theatre,Film & Media Arts,University District,"Rain likely. Cloudy, with a high near 57. North northwest wind around 5 mph. Chance of precipitation is 70%. New rainfall amounts less than a tenth of an inch possible."
Carina Round,10/15/2024,Sunset Tavern,Music,Fremont / Ballard,"Rain likely. Cloudy. High near 59, with temperatures falling to around 57 in the afternoon. North northwest wind around 3 mph. Chance of precipitation is 70%. New rainfall amounts less than a tenth of an inch possible."
Cydeways,10/15/2024,Barboza,Music,Capitol Hill / Central District,"Rain likely. Cloudy. High near 59, with temperatures falling to around 57 in the afternoon. North northwest wind around 3 mph. Chance of precipitation is 70%. New rainfall amounts less than a tenth of an inch possible."
Ebo Taylor and Pat Thomas,10/15/2024,Neumos,Music,Capitol Hill / Central District,"Rain likely. Cloudy. High near 59, with temperatures falling to around 57 in the afternoon. North northwest wind around 5 mph. Chance of precipitation is 70%. New rainfall amounts less than a tenth of an inch possible."
Heavenly,10/15/2024,Tractor Tavern,Music,Fremont / Ballard,"Rain likely. Cloudy. High near 59, with temperatures falling to around 57 in the afternoon. North northwest wind around 3 mph. Chance of precipitation is 70%. New rainfall amounts less than a tenth of an inch possible."
Nada Surf,10/15/2024,The Crocodile,Music,Downtown,"Rain likely. Cloudy, with a high near 58. North northwest wind around 5 mph. Chance of precipitation is 70%. New rainfall amounts less than a tenth of an inch possible."
smARTfilms: Broadway Melody of 1940,10/15/2024,Bainbridge Island Museum of Art,Museums,West,"Rain likely. Cloudy. High near 60, with temperatures falling to around 58 in the afternoon. North northwest wind around 5 mph. Chance of precipitation is 70%. New rainfall amounts less than a tenth of an inch possible."
Casey Neill,10/16/2024,The Royal Room,Music,South Seattle,"Rain before 11am, then rain showers between 11am and 5pm, then showers and thunderstorms. Cloudy, with a high near 57. South southwest wind 7 to 10 mph. Chance of precipitation is 100%. New rainfall amounts between a quarter and half of an inch possible."
Coco and Clair Clair,10/16/2024,Neumos,Music,Capitol Hill / Central District,"Rain before 11am, then rain showers between 11am and 5pm, then showers and thunderstorms. Cloudy, with a high near 58. South southwest wind 7 to 10 mph. Chance of precipitation is 100%. New rainfall amounts between a quarter and half of an inch possible."
David Ramirez,10/16/2024,Tractor Tavern,Music,Fremont / Ballard,"Rain before 11am, then rain showers between 11am and 5pm, then showers and thunderstorms. Cloudy, with a high near 57. South southwest wind 7 to 10 mph. Chance of precipitation is 100%. New rainfall amounts between a quarter and half of an inch possible."
Debashish Bhattacharya,10/16/2024,Town Hall Seattle,Music,Downtown,"Rain before 11am, then rain showers between 11am and 5pm, then showers and thunderstorms. Cloudy, with a high near 56. South southwest wind 8 to 12 mph. Chance of precipitation is 100%. New rainfall amounts between a quarter and half of an inch possible."
Laserbeans,10/16/2024,Sunset Tavern,Music,Fremont / Ballard,"Rain before 11am, then rain showers between 11am and 5pm, then showers and thunderstorms. Cloudy, with a high near 58. South southwest wind around 9 mph. Chance of precipitation is 100%. New rainfall amounts between a quarter and half of an inch possible."
Shannon and The Clams,10/16/2024,The Neptune Theatre,Music,University District,"Rain before 11am, then rain showers between 11am and 5pm, then showers and thunderstorms. Cloudy, with a high near 57. South southwest wind 7 to 10 mph. Chance of precipitation is 100%. New rainfall amounts between a quarter and half of an inch possible."
Steve Phillips,10/16/2024,Town Hall Seattle,Readings & Lectures,Downtown,"Rain before 11am, then rain showers between 11am and 5pm, then showers and thunderstorms. Cloudy, with a high near 58. South southwest wind around 9 mph. Chance of precipitation is 100%. New rainfall amounts between a quarter and half of an inch possible."
"Tessa Lark, Joshua Roman & Edgar Meyer",10/16/2024,Meany Center for the Performing Arts,Music,University District,"Rain before 11am, then rain showers between 11am and 5pm, then showers and thunderstorms. Cloudy, with a high near 58. South southwest wind 7 to 10 mph. Chance of precipitation is 100%. New rainfall amounts between a quarter and half of an inch possible."
Touche Amore,10/16/2024,The Crocodile,Music,Downtown,"Rain before 11am, then rain showers between 11am and 5pm, then showers and thunderstorms. Cloudy, with a high near 58. South southwest wind around 9 mph. Chance of precipitation is 100%. New rainfall amounts between a quarter and half of an inch possible."
Choir! Choir! Choir!,10/17/2024,The Neptune Theatre,Music,University District,"Rain showers. Mostly cloudy, with a high near 55. Chance of precipitation is 90%."
CHYL,10/17/2024,Barboza,Music,Capitol Hill / Central District,"Rain showers. Mostly cloudy, with a high near 54. Chance of precipitation is 90%."
Clem Snide,10/17/2024,Tractor Tavern,Music,Fremont / Ballard,"Rain showers. Mostly cloudy, with a high near 55. Chance of precipitation is 90%."
Elaina Ellis  and Amber Flame,10/17/2024,Elliott Bay Book Company,Readings & Lectures,Capitol Hill / Central District,"Rain showers. Mostly cloudy, with a high near 54. Chance of precipitation is 90%."
Jazz with Jim – Exceptional Big Bands,10/17/2024,Bainbridge Island Museum of Art,Music,West,"Rain showers. Mostly cloudy, with a high near 54. Chance of precipitation is 90%."
Rapsody,10/17/2024,The Crocodile,Music,Downtown,"Rain showers. Mostly cloudy, with a high near 55. Chance of precipitation is 90%."
Sprints,10/17/2024,Neumos,Music,Capitol Hill / Central District,"Rain showers. Mostly cloudy, with a high near 53. Chance of precipitation is 90%."
SuperKnova,10/17/2024,Sunset Tavern,Music,Fremont / Ballard,"Rain showers. Mostly cloudy, with a high near 54. Chance of precipitation is 90%."
Broadway Rave,10/18/2024,The Crocodile,Music,Downtown,"A chance of rain showers before 11am, then rain. Mostly cloudy, with a high near 54."
Chinese American Bear,10/18/2024,Sunset Tavern,Music,Fremont / Ballard,"A chance of rain showers before 11am, then rain. Mostly cloudy, with a high near 54."
Club XCX,10/18/2024,Nectar Lounge,Music,Fremont / Ballard,"A chance of rain showers before 11am, then rain. Mostly cloudy, with a high near 55."
Fruition,10/18/2024,Tractor Tavern,Music,Fremont / Ballard,"A chance of rain showers before 11am, then rain. Mostly cloudy, with a high near 56."
Hinds,10/18/2024,The Crocodile,Music,Downtown,"A chance of rain showers before 11am, then rain. Mostly cloudy, with a high near 56."
Jon Macy,10/18/2024,Elliott Bay Book Company,Readings & Lectures,Capitol Hill / Central District,"A chance of rain showers before 11am, then rain. Mostly cloudy, with a high near 55."
Lady A,10/18/2024,Egan's Ballard Jam House,Music,Fremont / Ballard,"A chance of rain showers before 11am, then rain. Mostly cloudy, with a high near 56."
M.A.G.S.,10/18/2024,Barboza,Music,Capitol Hill / Central District,"A chance of rain showers before 11am, then rain. Mostly cloudy, with a high near 56."
Melt,10/18/2024,Neumos,Music,Capitol Hill / Central District,"A chance of rain showers before 11am, then rain. Mostly cloudy, with a high near 57."
Pigs On The Wing,10/18/2024,The Neptune Theatre,Music,University District,"A chance of rain showers before 11am, then rain. Mostly cloudy, with a high near 55."
Seattle Reign FC vs. Houston Dash,10/18/2024,Lumen Field,Sports,Pioneer Square,"A chance of rain showers before 11am, then rain. Mostly cloudy, with a high near 55."
Bowling For Soup,10/19/2024,The Showbox,Music,Downtown,"Rain. Mostly cloudy, with a high near 61."
Caudal Peduncle,10/19/2024,Slim's Last Chance,Music,South Seattle,"Rain. Mostly cloudy, with a high near 59."
Dia de Muertos,10/19/2024,Benaroya Hall,Music,Downtown,"Rain. Mostly cloudy, with a high near 58."
Eldridge Gravy and The Court Supreme,10/19/2024,Nectar Lounge,Music,Fremont / Ballard,"Rain. Mostly cloudy, with a high near 58."
Mr. Gnome,10/19/2024,Sunset Tavern,Music,Fremont / Ballard,"Rain. Mostly cloudy, with a high near 60."
Nilüfer Yanya,10/19/2024,The Crocodile,Music,Downtown,"Rain. Mostly cloudy, with a high near 60."
Seattle Sounders FC vs. Portland Timbers,10/19/2024,Lumen Field,Sports,Pioneer Square,"Rain. Mostly cloudy, with a high near 61."
Wale,10/19/2024,The Neptune Theatre,Music,University District,"Rain. Mostly cloudy, with a high near 60."
Croce Plays Croce – 50th Anniversary Tour,10/20/2024,The Moore Theatre,Music,Downtown,"Rain. Cloudy, with a high near 60."
Diggy Graves,10/20/2024,The Crocodile,Music,Downtown,"Rain. Cloudy, with a high near 61."
Gaelic Storm,10/20/2024,The Neptune Theatre,Music,University District,"Rain. Cloudy, with a high near 59."
Michigander,10/20/2024,Tractor Tavern,Music,Fremont / Ballard,"Rain. Cloudy, with a high near 60."
Sasha Alex Sloan,10/20/2024,Neumos,Music,Capitol Hill / Central District,"Rain. Cloudy, with a high near 57."
