Name,Date,Location,Type,Region,Weather
Gibralter Aquarian and Mister Shamir,8/12/2025,The Royal Room,Music,South Seattle,"Sunny, with a high near 88. North wind 5 to 10 mph."
Giovannie and The Hired Guns,8/12/2025,Tractor Tavern,Music,Fremont / Ballard,"Clear. Low around 65, with temperatures rising to around 67 overnight. Northeast wind around 7 mph."
King Lil G and Young Drummer Boy,8/12/2025,The Crocodile,Music,Downtown,"Sunny, with a high near 85. North wind 6 to 12 mph."
Pelle Dragsted – Nordic Socialism: The Path Toward a Democratic Economy,8/12/2025,National Nordic Museum,Museums,Fremont / Ballard,"Sunny. High near 86, with temperatures falling to around 84 in the afternoon. North wind 5 to 12 mph."
The Wildwoods,8/12/2025,The Triple Door,Music,Downtown,"Sunny. High near 86, with temperatures falling to around 84 in the afternoon. North wind 5 to 12 mph."
Benevolent Sol,8/13/2025,Funhouse,Music,Capitol Hill / Central District,"Mostly sunny, with a high near 77. West southwest wind 5 to 10 mph."
Ezra Furman,8/13/2025,The Crocodile,Music,Downtown,"Mostly sunny, with a high near 77. South southwest wind 3 to 10 mph."
Faith Luster,8/13/2025,The Royal Room,Music,South Seattle,"Mostly sunny. High near 77, with temperatures falling to around 75 in the afternoon. West wind 3 to 10 mph."
Hot Rod,8/13/2025,Sea Monster Lounge,Music,Wallingford / Greenlake,"Mostly sunny. High near 77, with temperatures falling to around 75 in the afternoon. West wind 3 to 10 mph."
Hurricane Dreamz,8/13/2025,Sea Monster Lounge,Music,Wallingford / Greenlake,"Mostly sunny. High near 75, with temperatures falling to around 73 in the afternoon. West wind 3 to 15 mph."
Madeline Kenney,8/13/2025,Sunset Tavern,Music,Fremont / Ballard,"Mostly sunny, with a high near 77. West southwest wind 5 to 10 mph."
Meet Me at the Movies,8/13/2025,Frye Art Museum,Museums,Capitol Hill / Central District,"Mostly sunny. High near 77, with temperatures falling to around 75 in the afternoon. West southwest wind 3 to 9 mph."
Music in the Arboretum: Ben Hunter & The Intraterrestrials,8/13/2025,Washington Park Arboretum,Music,University District,"Mostly sunny. High near 75, with temperatures falling to around 73 in the afternoon. West southwest wind 5 to 10 mph."
Remembering Nancy Wilson – Evolutions in Jazz,8/13/2025,The Triple Door,Music,Downtown,"Mostly sunny. High near 77, with temperatures falling to around 75 in the afternoon. West wind 3 to 12 mph."
So Pitted,8/13/2025,Tractor Tavern,Music,Fremont / Ballard,"Mostly sunny. High near 77, with temperatures falling to around 75 in the afternoon. West wind 3 to 12 mph."
Aaron Golay and The Original Sin,8/14/2025,Tractor Tavern,Music,Fremont / Ballard,"A slight chance of rain after 5pm. Mostly cloudy, with a high near 70. South southwest wind around 7 mph. Chance of precipitation is 20%. New rainfall amounts less than a tenth of an inch possible."
