Name,Date,Location,Type,Region,Weather
BERTHA: Grateful Drag,2/21/2026,The Neptune Theatre,Music,University District,"A slight chance of rain before 4am, then a slight chance of rain and snow. Mostly cloudy. Low around 37, with temperatures rising to around 39 overnight. East southeast wind around 6 mph. Chance of precipitation is 20%. New rainfall amounts less than a tenth of an inch possible."
Weval,2/21/2026,Neumos,Music,Capitol Hill / Central District,"A slight chance of rain between 3am and 4am, then a slight chance of rain and snow. Mostly cloudy. Low around 36, with temperatures rising to around 38 overnight. East wind around 3 mph. Chance of precipitation is 20%. New rainfall amounts less than a tenth of an inch possible."
Brains On,2/22/2026,The Neptune Theatre,Theatre,University District,"Rain. Cloudy, with a high near 51. South southeast wind around 8 mph. Chance of precipitation is 90%. New rainfall amounts between a tenth and quarter of an inch possible."
Cardi B – Little Miss Drama Tour,2/22/2026,Climate Pledge Arena,Music,Queen Anne / Seattle Center,"Rain. Cloudy, with a high near 52. South southeast wind around 7 mph. Chance of precipitation is 90%. New rainfall amounts between a quarter and half of an inch possible."
Suzanne Vega – Flying With Angels,2/22/2026,The Neptune Theatre,Music,University District,"Rain. Cloudy, with a high near 52. South southeast wind around 7 mph. Chance of precipitation is 90%. New rainfall amounts between a quarter and half of an inch possible."
Signs of Life,2/23/2026,The Neptune Theatre,Music,University District,"Rain. Cloudy, with a high near 50. Chance of precipitation is 100%. New rainfall amounts between a half and three quarters of an inch possible."
Clover County,2/24/2026,Barboza,Music,Capitol Hill / Central District,"Rain. Mostly cloudy, with a high near 49."
Ricardo Arjona,2/24/2026,Climate Pledge Arena,Music,Queen Anne / Seattle Center,"Rain. Mostly cloudy, with a high near 49."
Jamie Fine,2/25/2026,Barboza,Music,Capitol Hill / Central District,"Rain likely. Mostly cloudy, with a high near 50."
Kathleen Edwards,2/25/2026,The Neptune Theatre,Music,University District,"Rain likely. Mostly cloudy, with a high near 50."
Cold Cave,2/26/2026,The Neptune Theatre,Music,University District,"Rain likely. Mostly cloudy, with a high near 50."
Jeffrey Lewis and The Voltage,2/26/2026,Barboza,Music,Capitol Hill / Central District,"Rain likely. Mostly cloudy, with a high near 50."
Capstan,2/27/2026,Neumos,Music,Capitol Hill / Central District,"Rain likely. Mostly cloudy, with a high near 49."
Justin Furstenfeld,2/27/2026,The Neptune Theatre,Music,University District,"Rain likely. Mostly cloudy, with a high near 49."
rum.gold,2/27/2026,Barboza,Music,Capitol Hill / Central District,"Rain likely. Mostly cloudy, with a high near 49."
