Name,Date,Location,Type,Region,Weather
Candlelight Concert,4/11/2024,Town Hall Seattle,Music,Downtown,"Rain likely after 7am. Cloudy. High near 56, with temperatures falling to around 54 in the afternoon. South wind 3 to 9 mph. Chance of precipitation is 60%. New rainfall amounts less than a tenth of an inch possible."
Chris Stanley,4/11/2024,Tractor Tavern,Music,Fremont / Ballard,"Rain likely after 7am. Cloudy. High near 55, with temperatures falling to around 53 in the afternoon. South southwest wind 3 to 9 mph. Chance of precipitation is 60%. New rainfall amounts less than a tenth of an inch possible."
Climate Chronicles – The Delusion of Controlling Nature,4/11/2024,Town Hall Seattle,Readings & Lectures,Downtown,"Rain likely after 7am. Cloudy. High near 55, with temperatures falling to around 53 in the afternoon. South wind 3 to 9 mph. Chance of precipitation is 60%. New rainfall amounts less than a tenth of an inch possible."
Delia,4/11/2024,The Crocodile,Music,Downtown,"A chance of rain after 7am. Cloudy. High near 56, with temperatures falling to around 54 in the afternoon. South southwest wind 3 to 8 mph. Chance of precipitation is 50%. New rainfall amounts less than a tenth of an inch possible."
Izzy Majcher,4/11/2024,The Royal Room,Music,South Seattle,"Rain likely after 7am. Cloudy. High near 55, with temperatures falling to around 53 in the afternoon. South southwest wind 3 to 9 mph. Chance of precipitation is 60%. New rainfall amounts less than a tenth of an inch possible."
Kronos Quartet,4/11/2024,The Moore Theatre,Music,Downtown,"Rain likely after 7am. Cloudy. High near 55, with temperatures falling to around 53 in the afternoon. South wind 3 to 9 mph. Chance of precipitation is 60%. New rainfall amounts less than a tenth of an inch possible."
Manazma Sheen,4/11/2024,Sea Monster Lounge,Music,Wallingford / Greenlake,"Rain likely after 7am. Cloudy. High near 54, with temperatures falling to around 52 in the afternoon. South wind 3 to 9 mph. Chance of precipitation is 60%. New rainfall amounts less than a tenth of an inch possible."
My Comedian Teacher,4/11/2024,Rendezvous JewelBox Theater,Theatre,Downtown,"Rain likely after 7am. Cloudy. High near 55, with temperatures falling to around 53 in the afternoon. South southwest wind 3 to 9 mph. Chance of precipitation is 60%. New rainfall amounts less than a tenth of an inch possible."
Rising Star Project: Something’s Afoot,4/11/2024,The 5th Avenue Theatre,Theatre,Downtown,"Rain likely after 7am. Cloudy. High near 55, with temperatures falling to around 53 in the afternoon. South wind 3 to 9 mph. Chance of precipitation is 60%. New rainfall amounts less than a tenth of an inch possible."
Seattle Kraken vs. San Jose Sharks,4/11/2024,Climate Pledge Arena,Sports,Queen Anne / Seattle Center,"Rain likely after 7am. Cloudy. High near 55, with temperatures falling to around 53 in the afternoon. South southwest wind 3 to 9 mph. Chance of precipitation is 60%. New rainfall amounts less than a tenth of an inch possible."
Anastacia-Renee with Noni Ervin,4/12/2024,Elliott Bay Book Company,Readings & Lectures,Capitol Hill / Central District,"Mostly cloudy, with a high near 57. North wind 5 to 10 mph."
Eliza McLamb,4/12/2024,Barboza,Music,Capitol Hill / Central District,"Mostly cloudy, with a high near 58. North wind 5 to 9 mph."
Felipe Esparza,4/12/2024,The Neptune Theatre,Theatre,University District,"Mostly cloudy, with a high near 57. North wind 5 to 10 mph."
Johnny Manchild and the Poor Bastards,4/12/2024,Funhouse,Music,Capitol Hill / Central District,"Mostly cloudy, with a high near 57. North wind 5 to 12 mph."
Pinc Louds,4/12/2024,Rendezvous JewelBox Theater,Music,Downtown,"Mostly cloudy, with a high near 57. North wind 5 to 12 mph."
Set It Off,4/12/2024,The Showbox,Music,Downtown,"Mostly cloudy, with a high near 57. North wind 6 to 9 mph."
Shady Bottom Funk,4/12/2024,Sea Monster Lounge,Music,Wallingford / Greenlake,"Mostly cloudy, with a high near 57. North wind 5 to 12 mph."
Taylor Hughes: The Feel Good Magic Tour,4/12/2024,Rendezvous JewelBox Theater,Theatre,Downtown,"Mostly cloudy, with a high near 59. North wind 5 to 9 mph."
The Kings,4/12/2024,The Royal Room,Music,South Seattle,"Mostly cloudy, with a high near 57. North wind 5 to 12 mph."
Afrobeats to the World,4/13/2024,The Crocodile,Music,Downtown,"Sunny, with a high near 61. North wind 5 to 10 mph."
Art Gecko,4/13/2024,Barboza,Music,Capitol Hill / Central District,"Sunny, with a high near 61. North wind 6 to 10 mph."
Disco Mafia,4/13/2024,Sea Monster Lounge,Music,Wallingford / Greenlake,"Sunny, with a high near 61. North wind 6 to 10 mph."
Hannah Jones and BK Sharad,4/13/2024,Rendezvous JewelBox Theater,Theatre,Downtown,"Sunny, with a high near 61. North wind 6 to 12 mph."
Kate Dinsmore,4/13/2024,Sunset Tavern,Music,Fremont / Ballard,"Sunny, with a high near 63. North wind 5 to 10 mph."
Lisa Fox Group,4/13/2024,The Royal Room,Music,South Seattle,"Sunny, with a high near 61. North wind 5 to 10 mph."
Miss Misery,4/13/2024,Funhouse,Music,Capitol Hill / Central District,"Sunny, with a high near 61. North wind 6 to 10 mph."
Sampha,4/13/2024,The Showbox,Music,Downtown,"Sunny, with a high near 63. North wind 5 to 10 mph."
Sasha Colby: Stripped Tour,4/13/2024,The Neptune Theatre,Theatre,University District,"Sunny, with a high near 61. North wind 5 to 10 mph."
Scratch Night 2024 with Maia Brown,4/13/2024,Town Hall Seattle,Theatre,Downtown,"Sunny, with a high near 63. North wind 6 to 10 mph."
Squirt,4/13/2024,Slim's Last Chance,Music,South Seattle,"Sunny, with a high near 62. North wind 6 to 10 mph."
Tina Fey and Amy Poehler: Restless Leg Tour,4/13/2024,WaMu Theater,Theatre,Pioneer Square,"Sunny, with a high near 61. North wind 6 to 10 mph."
Tyr,4/13/2024,El Corazon,Music,Downtown,"Sunny, with a high near 61. North wind 5 to 10 mph."
Yuri’s Night,4/13/2024,The Museum of Flight,Museums,South Seattle,"Sunny, with a high near 61. North wind 6 to 10 mph."
Collide,4/14/2024,Town Hall Seattle,Music,Downtown,"A slight chance of rain after 5pm. Mostly sunny, with a high near 60. Chance of precipitation is 20%."
Flotsam and Jetsam,4/14/2024,El Corazon,Music,Downtown,"A slight chance of rain after 5pm. Mostly sunny, with a high near 61. Chance of precipitation is 20%."
FORAGER,4/14/2024,The Royal Room,Music,South Seattle,"A slight chance of rain after 5pm. Mostly sunny, with a high near 60. Chance of precipitation is 20%."
Meth.,4/14/2024,Funhouse,Music,Capitol Hill / Central District,"A slight chance of rain after 5pm. Mostly sunny, with a high near 60. Chance of precipitation is 20%."
Old 97’s,4/14/2024,The Showbox,Music,Downtown,"A slight chance of rain after 5pm. Mostly sunny, with a high near 61. Chance of precipitation is 20%."
pH Factor,4/14/2024,The Royal Room,Music,South Seattle,"A slight chance of rain after 5pm. Mostly sunny, with a high near 60. Chance of precipitation is 20%."
TWRP – Digital Nightmare 2024 Tour,4/14/2024,The Crocodile,Music,Downtown,"A slight chance of rain after 5pm. Mostly sunny, with a high near 60. Chance of precipitation is 20%."
JW Francis and Paul Cherry,4/15/2024,Barboza,Music,Capitol Hill / Central District,"A chance of rain. Partly sunny, with a high near 53."
Michael Sheldrick with Paulin Basinga,4/15/2024,Town Hall Seattle,Readings & Lectures,Downtown,"A chance of rain. Partly sunny, with a high near 53."
Aidan Bissett,4/16/2024,Neumos,Music,Capitol Hill / Central District,"A slight chance of rain between 11am and 5pm. Mostly sunny, with a high near 56."
Breabach,4/16/2024,The Triple Door,Music,Downtown,"A slight chance of rain between 11am and 5pm. Mostly sunny, with a high near 56."
Dead Poet Society,4/16/2024,El Corazon,Music,Downtown,"A slight chance of rain between 11am and 5pm. Mostly sunny, with a high near 56."
Dori Gillam and Mack McCoy,4/16/2024,Town Hall Seattle,Readings & Lectures,Downtown,"A slight chance of rain between 11am and 5pm. Mostly sunny, with a high near 56."
Elaine Lin Hering,4/16/2024,Town Hall Seattle,Readings & Lectures,Downtown,"A slight chance of rain between 11am and 5pm. Mostly sunny, with a high near 56."
Foleada,4/16/2024,Sea Monster Lounge,Music,Wallingford / Greenlake,"A slight chance of rain between 11am and 5pm. Mostly sunny, with a high near 56."
Palace,4/16/2024,The Showbox,Music,Downtown,"A slight chance of rain between 11am and 5pm. Mostly sunny, with a high near 57."
Alpha Wolf: Half Living Things	Share,4/17/2024,El Corazon,Music,Downtown,"Sunny, with a high near 61."
Chris Milam,4/17/2024,The Royal Room,Music,South Seattle,"Sunny, with a high near 60."
Hughes Bros Presents,4/17/2024,Sea Monster Lounge,Music,Wallingford / Greenlake,"Sunny, with a high near 60."
Krishna Das in Concert,4/17/2024,Town Hall Seattle,Music,Downtown,"Sunny, with a high near 60."
Matt Strassler with Anand Thirumalai,4/17/2024,Town Hall Seattle,Readings & Lectures,Downtown,"Sunny, with a high near 59."
