Name,Date,Location,Type,Region,Weather
An Evening of Music and Film with Canellakis-Brown Duo,4/11/2025,415 Westlake,Music,Queen Anne / Seattle Center,"Mostly sunny. High near 54, with temperatures falling to around 52 in the afternoon. West northwest wind around 6 mph."
Dan Carlin,4/11/2025,The Moore Theatre,Music,Downtown,"Mostly sunny. High near 53, with temperatures falling to around 51 in the afternoon. Southeast wind around 6 mph."
Ghost-Note,4/11/2025,Nectar Lounge,Music,Fremont / Ballard,"Mostly sunny, with a high near 54. South southeast wind 1 to 5 mph."
Glass Cannon Live,4/11/2025,The Neptune Theatre,Theatre,University District,"Mostly sunny. High near 54, with temperatures falling to around 52 in the afternoon. East wind 2 to 6 mph."
Joe Pug,4/11/2025,Tractor Tavern,Music,Fremont / Ballard,"Mostly sunny. High near 54, with temperatures falling to around 52 in the afternoon. South southwest wind 2 to 6 mph."
Juvenile,4/11/2025,The Crocodile,Music,Downtown,"Mostly sunny. High near 54, with temperatures falling to around 52 in the afternoon. East northeast wind 1 to 6 mph."
Shady Bottom Funk,4/11/2025,Sea Monster Lounge,Music,Wallingford / Greenlake,"Mostly sunny. High near 53, with temperatures falling to around 51 in the afternoon. Southeast wind around 6 mph."
Slum Village,4/11/2025,High Dive,Music,Fremont / Ballard,"Mostly sunny. High near 54, with temperatures falling to around 52 in the afternoon. West southwest wind 2 to 6 mph."
"The Army, The Navy",4/11/2025,Barboza,Music,Capitol Hill / Central District,"Mostly sunny. High near 54, with temperatures falling to around 52 in the afternoon. Northwest wind 2 to 6 mph."
The Browning,4/11/2025,El Corazon,Music,Downtown,"Mostly sunny, with a high near 55. West southwest wind 2 to 6 mph."
The Westerlies Play Frisell,4/11/2025,The Royal Room,Music,South Seattle,"Mostly sunny. High near 54, with temperatures falling to around 52 in the afternoon. West northwest wind around 6 mph."
Tophouse,4/11/2025,The Showbox,Music,Downtown,"Mostly sunny. High near 54, with temperatures falling to around 52 in the afternoon. West northwest wind around 6 mph."
