Name,Date,Location,Type,Region,Weather
Cowboy Junkies,6/25/2025,The Moore Theatre,Music,Downtown,"A chance of rain showers after 8am. Mostly cloudy, with a high near 70. South southwest wind 3 to 7 mph. Chance of precipitation is 30%."
Greer,6/25/2025,Neumos,Music,Capitol Hill / Central District,"A chance of rain showers after 8am. Mostly cloudy, with a high near 69. South southwest wind 3 to 7 mph. Chance of precipitation is 30%."
Oliver Francis,6/25/2025,El Corazon,Music,Downtown,"A chance of rain showers after 8am. Mostly cloudy, with a high near 68. South southwest wind around 7 mph. Chance of precipitation is 30%."
Dizgo,6/26/2025,Hidden Hall,Music,Fremont / Ballard,"Rain showers likely. Cloudy. High near 66, with temperatures falling to around 64 in the afternoon. South southwest wind around 7 mph. Chance of precipitation is 60%. New rainfall amounts less than a tenth of an inch possible."
honestav,6/26/2025,Neumos,Music,Capitol Hill / Central District,"Rain showers likely. Cloudy. High near 66, with temperatures falling to around 64 in the afternoon. South southwest wind around 7 mph. Chance of precipitation is 60%. New rainfall amounts less than a tenth of an inch possible."
Joyful Resistance,6/26/2025,Town Hall Seattle,Readings & Lectures,Downtown,"Rain showers likely. Cloudy. High near 65, with temperatures falling to around 63 in the afternoon. South southwest wind around 7 mph. Chance of precipitation is 60%. New rainfall amounts less than a tenth of an inch possible."
Pegboy,6/26/2025,El Corazon,Music,Downtown,"Rain showers likely. Cloudy, with a high near 64. South southwest wind around 7 mph. Chance of precipitation is 60%. New rainfall amounts less than a tenth of an inch possible."
Perfume Genius,6/26/2025,The Showbox,Music,Downtown,"Rain showers likely. Cloudy. High near 64, with temperatures falling to around 62 in the afternoon. South southwest wind 5 to 8 mph. Chance of precipitation is 60%. New rainfall amounts less than a tenth of an inch possible."
Bi-Panic At The Disco,6/27/2025,Hidden Hall,Dance,Fremont / Ballard,"A chance of rain showers before 5pm. Mostly cloudy, with a high near 67. South southwest wind around 5 mph. Chance of precipitation is 30%. New rainfall amounts less than a tenth of an inch possible."
Indigiqueer Festival,6/27/2025,Pier 62,Festivals & Special Events,Downtown,"A chance of rain showers before 5pm. Mostly cloudy, with a high near 69. Southwest wind around 5 mph. Chance of precipitation is 30%. New rainfall amounts less than a tenth of an inch possible."
Jeff Koehler,6/27/2025,Elliott Bay Book Company,Readings & Lectures,Capitol Hill / Central District,"A chance of rain showers before 5pm. Mostly cloudy, with a high near 69. Southwest wind around 5 mph. Chance of precipitation is 30%. New rainfall amounts less than a tenth of an inch possible."
Shannon Watts with Brooke Baldwin,6/27/2025,Town Hall Seattle,Readings & Lectures,Downtown,"A chance of rain showers before 5pm. Mostly cloudy, with a high near 68. Southwest wind around 5 mph. Chance of precipitation is 30%. New rainfall amounts less than a tenth of an inch possible."
Swearjar,6/27/2025,Funhouse,Music,Capitol Hill / Central District,"A chance of rain showers before 5pm. Mostly cloudy, with a high near 67. South southwest wind around 5 mph. Chance of precipitation is 30%. New rainfall amounts less than a tenth of an inch possible."
Faun,6/28/2025,The Neptune Theatre,Music,University District,"Mostly sunny, with a high near 73."
Festal: Seattle Iranian Festival,6/28/2025,Seattle Center,Festivals & Special Events,Queen Anne / Seattle Center,"Mostly sunny, with a high near 73."
Gobble Up SLU,6/28/2025,Lake Union Park,Festivals & Special Events,Downtown,"Mostly sunny, with a high near 74."
Lisa Jewell with Andrea Dunlop,6/28/2025,Town Hall Seattle,Readings & Lectures,Downtown,"Mostly sunny, with a high near 72."
Paris Chansons,6/28/2025,The Triple Door,Music,Downtown,"Mostly sunny, with a high near 72."
The Egor and The Red Elvises,6/28/2025,Hidden Hall,Music,Fremont / Ballard,"Mostly sunny, with a high near 72."
Toast – The Ultimate Bread Experience,6/28/2025,The Moore Theatre,Music,Downtown,"Mostly sunny, with a high near 73."
Wu-Tang Forever,6/28/2025,Climate Pledge Arena,Music,Queen Anne / Seattle Center,"Mostly sunny, with a high near 72."
City of Pines,6/29/2025,Hidden Hall,Music,Fremont / Ballard,"Sunny, with a high near 77."
Creeping Death,6/29/2025,El Corazon,Music,Downtown,"Sunny, with a high near 78."
Gaurav Gupta Live,6/29/2025,The Neptune Theatre,Theatre,University District,"Sunny, with a high near 77."
Megan Greenwell,6/29/2025,Town Hall Seattle,Readings & Lectures,Downtown,"Sunny, with a high near 75."
The Adicts,6/29/2025,The Showbox,Music,Downtown,"Sunny, with a high near 77."
Wavves,6/29/2025,Neumos,Music,Capitol Hill / Central District,"Sunny, with a high near 77."
Lise Olsen with Lewis Kamb,6/30/2025,Elliott Bay Book Company,Readings & Lectures,Capitol Hill / Central District,"Sunny, with a high near 82."
Low Cut Connie,7/1/2025,Neumos,Music,Capitol Hill / Central District,"Sunny, with a high near 81."
The 350’s,7/1/2025,Sea Monster Lounge,Music,Wallingford / Greenlake,"Sunny, with a high near 81."
