Name,Date,Location,Type,Region,Weather
Afrobeats to the World,4/5/2025,The Crocodile,Music,Downtown,"Partly sunny. High near 67, with temperatures falling to around 65 in the afternoon. South southeast wind 1 to 5 mph."
Curtis Salgado,4/5/2025,The Triple Door,Music,Downtown,"Partly sunny. High near 67, with temperatures falling to around 65 in the afternoon. South southeast wind 1 to 5 mph."
DogEar Grooves and  Vibes: Deejay Hershe,4/5/2025,Bainbridge Island Museum of Art,Music,West,"Partly sunny. High near 68, with temperatures falling to around 66 in the afternoon. South southeast wind 1 to 5 mph."
Eric Prydz Presents 20 Years of Pryda,4/5/2025,Showbox SoDo,Music,Pioneer Square,"Partly sunny. High near 67, with temperatures falling to around 65 in the afternoon. South southeast wind 1 to 5 mph."
Los Angeles Guitar Quartet,4/5/2025,Benaroya Hall,Music,Downtown,"Partly sunny, with a high near 67. South southeast wind 1 to 5 mph."
NSB – Stardom Tour 2025,4/5/2025,The Crocodile,Music,Downtown,"Partly sunny, with a high near 68. South southeast wind 1 to 5 mph."
Oleaje Flamenco,4/5/2025,The Royal Room,Dance,South Seattle,"Partly sunny. High near 67, with temperatures falling to around 65 in the afternoon. South southeast wind 1 to 5 mph."
Our Words Are a Reflection of Ourselves,4/5/2025,Bainbridge Island Museum of Art,Readings & Lectures,West,"Partly sunny. High near 67, with temperatures falling to around 65 in the afternoon. South southeast wind 1 to 5 mph."
Refused,4/5/2025,The Showbox,Music,Downtown,"Partly sunny. High near 67, with temperatures falling to around 65 in the afternoon. South southeast wind 1 to 5 mph."
Repasado,4/5/2025,Sea Monster Lounge,Music,Wallingford / Greenlake,"Partly sunny, with a high near 67. South southeast wind 1 to 5 mph."
Saturday Family Concert: House of Tarab,4/5/2025,Town Hall Seattle,Music,Downtown,"Partly sunny, with a high near 67. South southeast wind 1 to 5 mph."
Symphony of Giving,4/5/2025,Town Hall Seattle,Music,Downtown,"Partly sunny, with a high near 67. South southeast wind 1 to 5 mph."
WTO Protest Walking Tour,4/5/2025,Museum of History & Industry,Museums,Queen Anne / Seattle Center,"Partly sunny, with a high near 67. South southeast wind 1 to 5 mph."
Clash Valian,4/6/2025,Sunset Tavern,Music,Fremont / Ballard,"Rain after 7am. Cloudy. High near 57, with temperatures falling to around 55 in the afternoon. South wind around 5 mph. Chance of precipitation is 100%. New rainfall amounts between a quarter and half of an inch possible."
Darkside,4/6/2025,The Showbox,Music,Downtown,"Rain after 7am. Cloudy. High near 57, with temperatures falling to around 55 in the afternoon. South wind around 5 mph. Chance of precipitation is 100%. New rainfall amounts between a quarter and half of an inch possible."
Deb Talan  – of The Weepies,4/6/2025,The Triple Door,Music,Downtown,"Rain after 7am. Cloudy. High near 57, with temperatures falling to around 55 in the afternoon. South wind around 5 mph. Chance of precipitation is 100%. New rainfall amounts between a quarter and half of an inch possible."
Johnny Manchild and the Poor Bastards,4/6/2025,Funhouse,Music,Capitol Hill / Central District,"Rain. Cloudy. High near 56, with temperatures falling to around 54 in the afternoon. South wind around 6 mph. Chance of precipitation is 100%. New rainfall amounts between a quarter and half of an inch possible."
Medieval Joy with the Medievalist Toolkit,4/6/2025,National Nordic Museum,Museums,Fremont / Ballard,"Rain after 7am. Cloudy. High near 57, with temperatures falling to around 55 in the afternoon. South wind around 5 mph. Chance of precipitation is 100%. New rainfall amounts between a quarter and half of an inch possible."
Naruto – The Symphonic Experience,4/6/2025,The Paramount Theatre,Music,Downtown,"Rain after 7am. Cloudy. High near 58, with temperatures falling to around 56 in the afternoon. South wind around 5 mph. Chance of precipitation is 100%. New rainfall amounts between a quarter and half of an inch possible."
Role Model,4/6/2025,Showbox SoDo,Music,Pioneer Square,"Rain after 7am. Cloudy. High near 57, with temperatures falling to around 55 in the afternoon. South wind around 5 mph. Chance of precipitation is 100%. New rainfall amounts between a quarter and half of an inch possible."
Short Stories Live Spring 2025,4/6/2025,Town Hall Seattle,Readings & Lectures,Downtown,"Rain. Cloudy. High near 57, with temperatures falling to around 55 in the afternoon. South southeast wind around 6 mph. Chance of precipitation is 100%. New rainfall amounts between a quarter and half of an inch possible."
Spring Fever,4/6/2025,Tractor Tavern,Music,Fremont / Ballard,"Rain. Cloudy. High near 57, with temperatures falling to around 55 in the afternoon. South wind around 5 mph. Chance of precipitation is 100%. New rainfall amounts between a quarter and half of an inch possible."
Youth Lagoon,4/6/2025,The Crocodile,Music,Downtown,"Rain after 7am. Cloudy. High near 57, with temperatures falling to around 55 in the afternoon. South wind around 5 mph. Chance of precipitation is 100%. New rainfall amounts between a quarter and half of an inch possible."
