Name,Date,Location,Type,Region,Weather
Joey Valence and Brae,2/6/2024,Barboza,Music,Capitol Hill / Central District,"Rain likely. Cloudy. Low around 41, with temperatures rising to around 43 overnight. North wind around 3 mph. Chance of precipitation is 60%. New rainfall amounts less than a tenth of an inch possible."
Kazu Kibuishi with Donna Barba Higuera,2/6/2024,Town Hall Seattle,Readings & Lectures,Downtown,"Rain likely. Cloudy. Low around 43, with temperatures rising to around 45 overnight. North wind around 3 mph. Chance of precipitation is 60%. New rainfall amounts less than a tenth of an inch possible."
Kristin Hannah,2/6/2024,Benaroya Hall,Readings & Lectures,Downtown,"Rain likely. Cloudy. Low around 41, with temperatures rising to around 43 overnight. North wind around 3 mph. Chance of precipitation is 60%. New rainfall amounts less than a tenth of an inch possible."
Michael J. Gerhardt,2/6/2024,Town Hall Seattle,Readings & Lectures,Downtown,"Rain likely. Cloudy. Low around 43, with temperatures rising to around 45 overnight. North wind around 3 mph. Chance of precipitation is 60%. New rainfall amounts less than a tenth of an inch possible."
Night Lovell,2/6/2024,The Showbox,Music,Downtown,"Rain likely. Cloudy, with a low around 42. North northwest wind around 3 mph. Chance of precipitation is 60%. New rainfall amounts less than a tenth of an inch possible."
Soja,2/6/2024,The Neptune Theatre,Music,University District,"Rain likely. Cloudy. Low around 43, with temperatures rising to around 45 overnight. North wind around 3 mph. Chance of precipitation is 60%. New rainfall amounts less than a tenth of an inch possible."
Dimiter,2/7/2024,Sunset Tavern,Music,Fremont / Ballard,"A chance of rain. Mostly cloudy, with a high near 46. South southwest wind around 6 mph. Chance of precipitation is 40%. New rainfall amounts less than a tenth of an inch possible."
Tamara Payne: The Life and Legacy of Malcolm X,2/7/2024,Town Hall Seattle,Readings & Lectures,Downtown,"A chance of rain. Mostly cloudy, with a high near 46. South southwest wind around 5 mph. Chance of precipitation is 40%. New rainfall amounts less than a tenth of an inch possible."
The Kills,2/7/2024,Showbox SoDo,Music,Pioneer Square,"A chance of rain. Mostly cloudy, with a high near 46. South southwest wind around 6 mph. Chance of precipitation is 40%. New rainfall amounts less than a tenth of an inch possible."
An Evening with Tina Campt: Black Feminist Visual Culture,2/8/2024,Town Hall Seattle,Readings & Lectures,Downtown,"A chance of rain. Mostly cloudy, with a high near 45. Chance of precipitation is 40%. New rainfall amounts less than a tenth of an inch possible."
