Name,Date,Location,Type,Region,Weather
BlueStreet Jazz Voices,6/14/2025,The Triple Door,Music,Downtown,"Mostly sunny, with a high near 68. West wind around 6 mph."
Ramy Youssef,6/14/2025,The Moore Theatre,Theatre,Downtown,"Mostly sunny, with a high near 69. West southwest wind around 5 mph."
Seattle Dragon Boat Festival,6/14/2025,Lake Union Park,Festivals & Special Events,Downtown,"Mostly sunny. High near 68, with temperatures falling to around 66 in the afternoon. West southwest wind around 6 mph."
Twain,6/14/2025,Sunset Tavern,Music,Fremont / Ballard,"Mostly sunny, with a high near 68. West wind around 6 mph."
EMM,6/15/2025,Neumos,Music,Capitol Hill / Central District,"Mostly sunny, with a high near 69. North northeast wind 2 to 7 mph."
KatzenVäter,6/15/2025,Hidden Hall,Music,Fremont / Ballard,"Mostly sunny, with a high near 70. North northeast wind 2 to 7 mph."
Ashe,6/16/2025,The Showbox,Music,Downtown,"Mostly sunny, with a high near 72."
B. Dylan Hollis,6/16/2025,Elliott Bay Book Company,Readings & Lectures,Capitol Hill / Central District,"Mostly sunny, with a high near 69. Southwest wind 2 to 7 mph."
Ember Mist,6/16/2025,Sunset Tavern,Music,Fremont / Ballard,"Mostly sunny, with a high near 71. Southwest wind 1 to 6 mph."
Inferi,6/16/2025,El Corazon,Music,Downtown,"Mostly sunny, with a high near 72."
Cat Empire,6/17/2025,The Neptune Theatre,Music,University District,"A chance of rain showers. Mostly sunny, with a high near 70."
Cobi,6/17/2025,Hidden Hall,Music,Fremont / Ballard,"A slight chance of rain showers. Mostly sunny, with a high near 73."
Matt Pless,6/17/2025,Funhouse,Music,Capitol Hill / Central District,"A chance of rain showers. Partly sunny, with a high near 70."
Narbs,6/17/2025,Sunset Tavern,Music,Fremont / Ballard,"A slight chance of rain showers. Mostly sunny, with a high near 73."
Trousdale,6/17/2025,Neumos,Music,Capitol Hill / Central District,"A slight chance of rain showers. Mostly sunny, with a high near 72."
Both Sides Now,6/18/2025,The Triple Door,Music,Downtown,"Rain showers likely. Partly sunny, with a high near 71."
Makeout Reef,6/18/2025,Funhouse,Music,Capitol Hill / Central District,"Rain showers likely. Partly sunny, with a high near 70."
MC Frontalot,6/18/2025,El Corazon,Music,Downtown,"Rain showers likely. Partly sunny, with a high near 71."
Alex Edelman,6/19/2025,The Neptune Theatre,Theatre,University District,"A chance of rain showers. Mostly sunny, with a high near 69."
Curtis Stigers,6/19/2025,The Triple Door,Music,Downtown,"A chance of rain showers. Mostly sunny, with a high near 70."
Dancing Plague,6/19/2025,El Corazon,Music,Downtown,"A chance of rain showers. Mostly sunny, with a high near 69."
Fortress of the Bear,6/19/2025,Hidden Hall,Music,Fremont / Ballard,"A chance of rain showers. Mostly sunny, with a high near 71."
Hala Alyan,6/19/2025,Elliott Bay Book Company,Readings & Lectures,Capitol Hill / Central District,"A chance of rain showers. Mostly sunny, with a high near 69."
N.SSign,6/19/2025,The Showbox,Music,Downtown,"A chance of rain showers. Mostly sunny, with a high near 70."
2010’s Night,6/20/2025,El Corazon,Music,Downtown,"A chance of rain showers. Partly sunny, with a high near 68."
Ace Monroe,6/20/2025,Funhouse,Music,Capitol Hill / Central District,"A chance of rain showers. Partly sunny, with a high near 66."
Goose Vargis,6/20/2025,Hidden Hall,Music,Fremont / Ballard,"A chance of rain showers. Partly sunny, with a high near 66."
MIYAVI,6/20/2025,The Showbox,Music,Downtown,"A chance of rain showers. Partly sunny, with a high near 66."
