Name,Date,Location,Type,Region,Weather
4th Annual Amateur Night,11/27/2024,Sunset Tavern,Music,Fremont / Ballard,"A slight chance of rain showers between 7am and 8am. Mostly cloudy. High near 45, with temperatures falling to around 43 in the afternoon. South southeast wind around 3 mph. Chance of precipitation is 20%."
Boza-Giving,11/27/2024,Barboza,Festivals & Special Events,Capitol Hill / Central District,"A slight chance of rain showers before 4pm. Mostly cloudy. High near 46, with temperatures falling to around 44 in the afternoon. South southeast wind around 3 mph. Chance of precipitation is 20%."
Champagne Drip,11/27/2024,The Neptune Theatre,Music,University District,"Mostly cloudy. Low around 42, with temperatures rising to around 44 overnight. South wind around 5 mph."
Curtis Salgado,11/27/2024,The Triple Door,Music,Downtown,"A slight chance of rain showers between 7am and 8am. Mostly cloudy. High near 45, with temperatures falling to around 43 in the afternoon. South southeast wind around 3 mph. Chance of precipitation is 20%."
Detonator,11/27/2024,Funhouse,Music,Capitol Hill / Central District,"A slight chance of rain showers between 7am and 8am. Mostly cloudy. High near 45, with temperatures falling to around 43 in the afternoon. South southeast wind around 3 mph. Chance of precipitation is 20%."
IAMDDB,11/27/2024,Neumos,Music,Capitol Hill / Central District,"Mostly cloudy. Low around 42, with temperatures rising to around 44 overnight. South wind around 5 mph."
SABAI,11/27/2024,The Showbox,Music,Downtown,"A slight chance of rain showers before 4pm. Mostly cloudy. High near 46, with temperatures falling to around 44 in the afternoon. South southeast wind around 3 mph. Chance of precipitation is 20%."
The Dusty 45s,11/27/2024,Tractor Tavern,Music,Fremont / Ballard,"Mostly cloudy. Low around 40, with temperatures rising to around 42 overnight. South wind around 5 mph."
The Endless American Party Scene,11/27/2024,High Dive,Music,Fremont / Ballard,"A slight chance of rain showers between 7am and 4pm. Mostly cloudy, with a high near 45. South wind around 3 mph. Chance of precipitation is 20%."
The Long Winters,11/27/2024,The Crocodile,Music,Downtown,"A slight chance of rain showers before 4pm. Mostly cloudy. High near 46, with temperatures falling to around 44 in the afternoon. South southeast wind around 3 mph. Chance of precipitation is 20%."
Pond,11/29/2024,The Neptune Theatre,Music,University District,"A slight chance of rain before 4pm. Mostly cloudy, with a high near 46. Chance of precipitation is 20%."
Ship Wrek,11/29/2024,The Showbox,Music,Downtown,"A slight chance of rain before 4pm. Mostly cloudy, with a high near 46. South wind around 5 mph. Chance of precipitation is 20%."
The Cure,11/29/2024,The Crocodile,Music,Downtown,"A slight chance of rain before 4pm. Mostly cloudy, with a high near 45. Chance of precipitation is 20%."
Work It – 90s/2000s R&B Hip Hop Throwback Party,11/29/2024,High Dive,Music,Fremont / Ballard,"A slight chance of rain before 4pm. Mostly cloudy, with a high near 45. Chance of precipitation is 20%."
29th Annual Magic in the Market,11/30/2024,Pike Place Market,Festivals & Special Events,Downtown,"Mostly cloudy, with a high near 47."
Emma Ruth Rundle,11/30/2024,Tractor Tavern,Music,Fremont / Ballard,"Mostly cloudy, with a high near 48."
Palooka,11/30/2024,The Royal Room,Music,South Seattle,"Mostly cloudy, with a high near 48."
SAM Performs: D’Vonne Lewis and BEYOND,11/30/2024,Seattle Art Museum,Music,Downtown,"Mostly cloudy, with a high near 48."
Seattle’s Tribute to The Last Waltz,11/30/2024,The Neptune Theatre,Music,University District,"Mostly cloudy, with a high near 47."
Small Business Saturday: Shop & Sip,11/30/2024,Obec Brewing,Festivals & Special Events,Fremont / Ballard,"Mostly cloudy, with a high near 47."
Sounds of The Sound 7,11/30/2024,Town Hall Seattle,Music,Downtown,"Mostly cloudy, with a high near 48."
Legion of Jazz: From Santa to Sinatra,12/1/2024,The Royal Room,Music,South Seattle,"Partly sunny, with a high near 47."
Machine Girl,12/1/2024,Showbox SoDo,Music,Pioneer Square,"Partly sunny, with a high near 48."
Rahul Subramanian,12/1/2024,The Neptune Theatre,Theatre,University District,"Partly sunny, with a high near 47."
Samantha Allen with Emily Martin,12/1/2024,Elliott Bay Book Company,Readings & Lectures,Capitol Hill / Central District,"Mostly cloudy, with a high near 46."
Seaside Tryst,12/1/2024,Sunset Tavern,Music,Fremont / Ballard,"Partly sunny, with a high near 47."
Seattle Marathon,12/1/2024,"Seattle, WA",Sports,Downtown,"Partly sunny, with a high near 47."
Juhea Kim with Kim Fu,12/2/2024,Elliott Bay Book Company,Readings & Lectures,Capitol Hill / Central District,"A slight chance of rain after 4pm. Partly sunny, with a high near 49."
Senses Fail,12/2/2024,Showbox SoDo,Music,Pioneer Square,"A slight chance of rain after 4pm. Partly sunny, with a high near 49."
Take It To The Limit – A Tribute to the Eagles,12/2/2024,The Neptune Theatre,Music,University District,"A slight chance of rain after 4pm. Partly sunny, with a high near 49."
Anna Karenina – smARTfilms: Reel Reading,12/3/2024,Bainbridge Island Museum of Art,Museums,West,"A chance of rain. Partly sunny, with a high near 51."
Ensemble Sangineto,12/3/2024,The Royal Room,Music,South Seattle,"A chance of rain. Mostly cloudy, with a high near 49."
Exodus,12/3/2024,El Corazon,Music,Downtown,"A chance of rain. Mostly cloudy, with a high near 51."
Israeli Chamber Project with Hila Baggio,12/3/2024,Meany Center for the Performing Arts,Theatre,University District,"A chance of rain. Mostly cloudy, with a high near 50."
Leslie Odom Jr.: The Christmas Tour,12/3/2024,Benaroya Hall,Music,Downtown,"A chance of rain. Mostly cloudy, with a high near 49."
Prim,12/3/2024,Sunset Tavern,Music,Fremont / Ballard,"A chance of rain. Mostly cloudy, with a high near 51."
