Name,Date,Location,Type,Region,Weather
Alice Merton,5/19/2024,Neumos,Music,Capitol Hill / Central District,"A slight chance of rain showers between 9am and 5pm. Partly sunny, with a high near 62. West southwest wind around 3 mph. Chance of precipitation is 20%."
Belle and Sebastian,5/19/2024,The Moore Theatre,Music,Downtown,"A slight chance of rain showers before 5pm. Mostly sunny, with a high near 63. Southwest wind around 3 mph. Chance of precipitation is 20%."
Benny The Butcher,5/19/2024,The Neptune Theatre,Music,University District,"A slight chance of rain showers before 5pm. Mostly sunny, with a high near 62. West southwest wind around 3 mph. Chance of precipitation is 20%."
Chatham Rabbits and Stillhouse Junkies,5/19/2024,Tractor Tavern,Music,Fremont / Ballard,"A slight chance of rain showers between 9am and 5pm. Partly sunny, with a high near 62. West southwest wind around 3 mph. Chance of precipitation is 20%."
Findings Night 2024 with Maia Brown,5/19/2024,Town Hall Seattle,Music,Downtown,"A slight chance of rain showers before 5pm. Mostly sunny, with a high near 60. West southwest wind around 5 mph. Chance of precipitation is 20%."
Problem VS Jason,5/19/2024,Nectar Lounge,Music,Fremont / Ballard,"A slight chance of rain showers between 9am and 5pm. Partly sunny, with a high near 62. Southwest wind around 3 mph. Chance of precipitation is 20%."
Seattle Reign FC vs. Orlando Pride,5/19/2024,Lumen Field,Sports,Pioneer Square,"A slight chance of rain showers between 9am and 5pm. Partly sunny, with a high near 63. West southwest wind around 3 mph. Chance of precipitation is 20%."
Shaker Bloomheart,5/19/2024,The Royal Room,Music,South Seattle,"A slight chance of rain showers between 9am and 5pm. Partly sunny, with a high near 62. West southwest wind around 3 mph. Chance of precipitation is 20%."
Shaping Seattle,5/19/2024,Town Hall Seattle,Readings & Lectures,Downtown,"A slight chance of rain showers between 9am and 5pm. Partly sunny, with a high near 62. West southwest wind around 3 mph. Chance of precipitation is 20%."
The Buttertones,5/19/2024,Funhouse,Music,Capitol Hill / Central District,"A slight chance of rain showers between 7am and 2pm. Mostly sunny. High near 61, with temperatures falling to around 59 in the afternoon. West southwest wind around 5 mph. Chance of precipitation is 20%."
The Waddlers,5/19/2024,Sunset Tavern,Music,Fremont / Ballard,"A slight chance of rain showers between 8am and 5pm. Partly sunny, with a high near 61. West southwest wind around 3 mph. Chance of precipitation is 20%."
Xavier Rudd,5/19/2024,The Crocodile,Music,Downtown,"A slight chance of rain showers between 7am and 2pm. Mostly sunny. High near 61, with temperatures falling to around 59 in the afternoon. West southwest wind around 5 mph. Chance of precipitation is 20%."
All of Our Cornbread,5/20/2024,Sunset Tavern,Music,Fremont / Ballard,"Mostly sunny, with a high near 68. Southwest wind around 3 mph."
Battle Beast,5/20/2024,The Neptune Theatre,Music,University District,"Mostly sunny, with a high near 67. West southwest wind around 5 mph."
Larissa Robinson-Cooper,5/20/2024,Town Hall Seattle,Readings & Lectures,Downtown,"Mostly sunny, with a high near 67. West southwest wind around 5 mph."
Lilly Dancyger,5/20/2024,Elliott Bay Book Company,Readings & Lectures,Capitol Hill / Central District,"Mostly sunny, with a high near 67. West southwest wind around 5 mph."
Luis Alberto Urrea,5/20/2024,Town Hall Seattle,Readings & Lectures,Downtown,"Mostly sunny, with a high near 65. Southwest wind around 5 mph."
Microwave,5/20/2024,The Showbox,Music,Downtown,"Mostly sunny. High near 66, with temperatures falling to around 64 in the afternoon. Southwest wind around 5 mph."
Pascale Cheron,5/20/2024,High Dive,Music,Fremont / Ballard,"Mostly sunny, with a high near 67. West southwest wind around 5 mph."
The Scarlet Opera,5/20/2024,Neumos,Music,Capitol Hill / Central District,"Mostly sunny, with a high near 67. West southwest wind around 5 mph."
Fatai,5/21/2024,The Triple Door,Music,Downtown,"Rain before 5pm, then rain showers. Cloudy, with a high near 55. South wind 6 to 10 mph. Chance of precipitation is 90%. New rainfall amounts between a half and three quarters of an inch possible."
Flamingosis,5/21/2024,Neumos,Music,Capitol Hill / Central District,"Rain before 5pm, then rain showers. Cloudy, with a high near 55. South wind 5 to 10 mph. Chance of precipitation is 90%. New rainfall amounts between a half and three quarters of an inch possible."
Foleada,5/21/2024,Sea Monster Lounge,Music,Wallingford / Greenlake,"Rain before 5pm, then rain showers. Cloudy, with a high near 55. South wind 8 to 13 mph. Chance of precipitation is 90%. New rainfall amounts between a quarter and half of an inch possible."
Kairos Creature Club,5/21/2024,Sunset Tavern,Music,Fremont / Ballard,"Rain before 5pm, then rain showers. Cloudy, with a high near 55. South wind 6 to 10 mph. Chance of precipitation is 90%. New rainfall amounts between a half and three quarters of an inch possible."
Miranda July with Laurie Frankel,5/21/2024,Town Hall Seattle,Readings & Lectures,Downtown,"Rain before 5pm, then rain showers. Cloudy, with a high near 55. South wind 6 to 10 mph. Chance of precipitation is 90%. New rainfall amounts between a half and three quarters of an inch possible."
Murmurations: Local Voices Taking Flight,5/21/2024,Common Area Maintenance,Readings & Lectures,Downtown,"Rain before 5pm, then rain showers. Cloudy, with a high near 55. South wind 6 to 10 mph. Chance of precipitation is 90%. New rainfall amounts between a half and three quarters of an inch possible."
Nicky Youre,5/21/2024,Barboza,Music,Capitol Hill / Central District,"Rain before 5pm, then rain showers. Cloudy, with a high near 55. South wind 7 to 10 mph. Chance of precipitation is 90%. New rainfall amounts between a half and three quarters of an inch possible."
