Name,Date,Location,Type,Region,Weather
Amapiano Is Here,3/30/2024,The Crocodile,Music,Downtown,"Mostly sunny. High near 57, with temperatures falling to around 55 in the afternoon. North wind around 8 mph."
Cowboy Disco,3/30/2024,High Dive,Music,Fremont / Ballard,"Mostly sunny, with a high near 56. North wind around 8 mph."
Danny Brown,3/30/2024,The Showbox,Music,Downtown,"Mostly sunny, with a high near 57. North wind 3 to 7 mph."
Dr. Jane Goodall,3/30/2024,The Moore Theatre,Readings & Lectures,Downtown,"Mostly sunny, with a high near 56. North wind around 8 mph."
John Grimes,3/30/2024,Rendezvous JewelBox Theater,Theatre,Downtown,"Mostly sunny, with a high near 58. North wind around 7 mph."
Michael Blaustein,3/30/2024,The Neptune Theatre,Theatre,University District,"Mostly sunny. High near 58, with temperatures falling to around 56 in the afternoon. North northeast wind 3 to 7 mph."
Monster Jam,3/30/2024,Lumen Field,Festivals & Special Events,Pioneer Square,"Mostly sunny. High near 57, with temperatures falling to around 55 in the afternoon. North wind around 8 mph."
Seattle Kraken vs. Dallas Stars,3/30/2024,Climate Pledge Arena,Sports,Queen Anne / Seattle Center,"Mostly sunny. High near 58, with temperatures falling to around 56 in the afternoon. North wind 5 to 8 mph."
Timmy Trumpet’s Freakshow,3/30/2024,Showbox SoDo,Music,Pioneer Square,"Mostly sunny, with a high near 57. North wind 3 to 7 mph."
Unpoetry at The Fryre,3/30/2024,Frye Art Museum,Museums,Capitol Hill / Central District,"Mostly sunny, with a high near 57. North wind around 7 mph."
Karthik Live,3/31/2024,The Crocodile,Music,Downtown,"Mostly sunny. High near 60, with temperatures falling to around 58 in the afternoon. North northwest wind 2 to 8 mph."
Queensryche and Armored Saint,3/31/2024,The Neptune Theatre,Music,University District,"Mostly sunny. High near 60, with temperatures falling to around 58 in the afternoon. North northwest wind 3 to 9 mph."
Chuck Deardorf,4/1/2024,The Royal Room,Music,South Seattle,"Mostly sunny, with a high near 62. South wind around 6 mph."
Crush The Monster,4/1/2024,Funhouse,Music,Capitol Hill / Central District,"Mostly sunny, with a high near 62. South wind around 6 mph."
Noize MC,4/1/2024,The Showbox,Music,Downtown,"Mostly sunny, with a high near 64. South wind around 6 mph."
Jimbo’s Drag Circus,4/2/2024,The Neptune Theatre,Theatre,University District,"A chance of rain after 5pm. Partly sunny, with a high near 64. Chance of precipitation is 40%."
Joey Harkum,4/2/2024,High Dive,Music,Fremont / Ballard,"A chance of rain after 5pm. Partly sunny, with a high near 64. Chance of precipitation is 40%."
MT Connolly,4/2/2024,Town Hall Seattle,Readings & Lectures,Downtown,"A chance of rain after 5pm. Partly sunny, with a high near 64. Chance of precipitation is 40%."
The 350’s,4/2/2024,Sea Monster Lounge,Music,Wallingford / Greenlake,"A chance of rain after 5pm. Partly sunny, with a high near 65. Chance of precipitation is 40%."
Becky Selengut: Misunderstood Vegetables,4/3/2024,Town Hall Seattle,Readings & Lectures,Downtown,"Rain. Mostly cloudy, with a high near 52."
Hippie Sabotage,4/3/2024,Showbox SoDo,Music,Pioneer Square,"Rain. Mostly cloudy, with a high near 51."
Manual Cinema,4/3/2024,The Moore Theatre,Theatre,Downtown,"Rain. Mostly cloudy, with a high near 52."
Matt Maltese,4/3/2024,The Neptune Theatre,Music,University District,"Rain. Mostly cloudy, with a high near 52."
Them Bad Apples,4/3/2024,The Royal Room,Music,South Seattle,"Rain. Mostly cloudy, with a high near 52."
Aan,4/4/2024,Sunset Tavern,Music,Fremont / Ballard,"A chance of rain. Partly sunny, with a high near 52."
Brianna Madia with Steph Jagger,4/4/2024,Elliott Bay Book Company,Readings & Lectures,Capitol Hill / Central District,"A chance of rain. Partly sunny, with a high near 52."
Luis Miguel,4/4/2024,Climate Pledge Arena,Music,Queen Anne / Seattle Center,"A chance of rain. Partly sunny, with a high near 52."
Maxwell Stearns,4/4/2024,Town Hall Seattle,Readings & Lectures,Downtown,"A chance of rain. Partly sunny, with a high near 52."
Taylor Raven and Duke Kim in Recital,4/4/2024,Opera Center,Music,Queen Anne / Seattle Center,"A chance of rain. Partly sunny, with a high near 52."
Arizona Zervas,4/5/2024,Nectar Lounge,Music,Fremont / Ballard,"A slight chance of rain after 11am. Mostly sunny, with a high near 55."
Cinders,4/5/2024,Funhouse,Music,Capitol Hill / Central District,"A slight chance of rain after 11am. Mostly sunny, with a high near 56."
Fatoumata Diawara,4/5/2024,The Neptune Theatre,Music,University District,"A slight chance of rain after 11am. Mostly sunny, with a high near 54."
GARZA of Thievery Corporation,4/5/2024,Nectar Lounge,Music,Fremont / Ballard,"A slight chance of rain after 11am. Mostly sunny, with a high near 55."
Geraldine DeRuiter,4/5/2024,Town Hall Seattle,Readings & Lectures,Downtown,"A slight chance of rain after 11am. Mostly sunny, with a high near 55."
Jo Koy,4/5/2024,Climate Pledge Arena,Theatre,Queen Anne / Seattle Center,"A slight chance of rain after 11am. Mostly sunny, with a high near 54."
R.A.P. Ferreira,4/5/2024,High Dive,Music,Fremont / Ballard,"A slight chance of rain after 11am. Mostly sunny, with a high near 55."
The Veronicas,4/5/2024,The Showbox,Music,Downtown,"A slight chance of rain after 11am. Mostly sunny, with a high near 55."
Weep Wave,4/5/2024,Sunset Tavern,Music,Fremont / Ballard,"A slight chance of rain after 11am. Mostly sunny, with a high near 56."
XAVI,4/5/2024,Showbox SoDo,Music,Pioneer Square,"A slight chance of rain after 11am. Mostly sunny, with a high near 55."
