Name,Date,Location,Type,Region,Weather
Franz Ferdinand,3/24/2025,Showbox SoDo,Music,Pioneer Square,"Rain. Cloudy, with a high near 58. South southwest wind around 9 mph. Chance of precipitation is 90%. New rainfall amounts less than a tenth of an inch possible."
Karen Finley,3/24/2025,Elliott Bay Book Company,Readings & Lectures,Capitol Hill / Central District,"Rain. Cloudy, with a high near 58. South southwest wind around 9 mph. Chance of precipitation is 90%. New rainfall amounts less than a tenth of an inch possible."
Amaria,3/25/2025,Neumos,Music,Capitol Hill / Central District,"Partly sunny, with a high near 68. North wind around 3 mph."
Big Tooth,3/25/2025,Sea Monster Lounge,Music,Wallingford / Greenlake,"Partly sunny. High near 67, with temperatures falling to around 65 in the afternoon. North northeast wind around 6 mph."
Connor Kelly and the Time Warp,3/25/2025,Sunset Tavern,Music,Fremont / Ballard,"Partly sunny, with a high near 69. North northeast wind around 5 mph."
Danzig,3/25/2025,WaMu Theater,Music,Pioneer Square,"Partly sunny, with a high near 68. North wind around 5 mph."
David Grisman,3/25/2025,The Moore Theatre,Music,Downtown,"Partly sunny, with a high near 68. North wind around 5 mph."
Gary Lucas – Solo Guitar Extravaganza,3/25/2025,The Triple Door,Music,Downtown,"Partly sunny, with a high near 69. East northeast wind around 5 mph."
Maya C. Popa,3/25/2025,Elliott Bay Book Company,Readings & Lectures,Capitol Hill / Central District,"Partly sunny, with a high near 69. North northeast wind around 5 mph."
Palace,3/25/2025,Showbox SoDo,Music,Pioneer Square,"Partly sunny, with a high near 67. North wind around 5 mph."
Small Sports,3/25/2025,High Dive,Music,Fremont / Ballard,"Partly sunny, with a high near 67. North wind around 5 mph."
The Garcia Project,3/25/2025,Nectar Lounge,Music,Fremont / Ballard,"Partly sunny, with a high near 67. North wind around 5 mph."
Hit Like a Girl,3/26/2025,High Dive,Music,Fremont / Ballard,"A chance of rain showers before 11am, then showers and thunderstorms. Some of the storms could produce heavy rain. Mostly cloudy, with a high near 67. East wind 2 to 7 mph. Chance of precipitation is 100%. New rainfall amounts between 1 and 2 inches possible."
Jim Knapp Orchestra: Happy Reunion 2,3/26/2025,The Royal Room,Music,South Seattle,"A chance of rain showers before 11am, then showers and thunderstorms. Some of the storms could produce heavy rain. Mostly cloudy, with a high near 66. East southeast wind 2 to 8 mph. Chance of precipitation is 100%. New rainfall amounts between 1 and 2 inches possible."
Matt Kracht,3/26/2025,Elliott Bay Book Company,Readings & Lectures,Capitol Hill / Central District,"A chance of rain showers before 11am, then showers and thunderstorms. Some of the storms could produce heavy rain. Cloudy, with a high near 65. East southeast wind 3 to 9 mph. Chance of precipitation is 100%. New rainfall amounts between 1 and 2 inches possible."
Mindy Smith,3/26/2025,Nectar Lounge,Music,Fremont / Ballard,"A chance of rain showers before 11am, then showers and thunderstorms. Some of the storms could produce heavy rain. Cloudy, with a high near 66. East southeast wind 3 to 9 mph. Chance of precipitation is 100%. New rainfall amounts between 1 and 2 inches possible."
The Linda Lindas,3/26/2025,The Showbox,Music,Downtown,"A chance of rain showers before 11am, then showers and thunderstorms. Some of the storms could produce heavy rain. Mostly cloudy, with a high near 66. East southeast wind 2 to 8 mph. Chance of precipitation is 100%. New rainfall amounts between 1 and 2 inches possible."
Town Hall’s Got Talent,3/26/2025,Town Hall Seattle,Festivals & Special Events,Downtown,"A chance of rain showers before 11am, then showers and thunderstorms. Some of the storms could produce heavy rain. Mostly cloudy, with a high near 67. East wind 2 to 7 mph. Chance of precipitation is 100%. New rainfall amounts between 1 and 2 inches possible."
38 Coffin,3/27/2025,Slim's Last Chance,Music,South Seattle,"Rain showers. Cloudy, with a high near 56. Chance of precipitation is 100%."
Candlelight Concert – Tribute to A.R. Rahman,3/27/2025,Town Hall Seattle,Music,Downtown,"Rain showers. Cloudy, with a high near 56. Chance of precipitation is 100%."
Candlelight Concert – Tribute to Queen,3/27/2025,Town Hall Seattle,Music,Downtown,"Rain showers. Cloudy, with a high near 57. Chance of precipitation is 100%."
Harry Mack,3/27/2025,Showbox SoDo,Music,Pioneer Square,"Rain showers. Cloudy, with a high near 56. Chance of precipitation is 100%."
Make Them Suffer,3/27/2025,El Corazon,Music,Downtown,"Rain showers. Cloudy, with a high near 55. Chance of precipitation is 100%."
