Name,Date,Location,Type,Region,Weather
Criminal,2/5/2024,The Moore Theatre,Theatre,Downtown,"A chance of rain. Cloudy, with a low around 42. North northeast wind around 10 mph. Chance of precipitation is 30%."
Neck Deep,2/5/2024,Showbox SoDo,Music,Pioneer Square,"A chance of rain. Cloudy, with a low around 41. North wind around 10 mph. Chance of precipitation is 30%."
Joey Valence and Brae,2/6/2024,Barboza,Music,Capitol Hill / Central District,"A slight chance of rain before 10am. Mostly cloudy, with a high near 48. West northwest wind 1 to 5 mph. Chance of precipitation is 20%. New rainfall amounts less than a tenth of an inch possible."
Kazu Kibuishi with Donna Barba Higuera,2/6/2024,Town Hall Seattle,Readings & Lectures,Downtown,"A slight chance of rain before 10am. Mostly cloudy, with a high near 48. South southeast wind 0 to 5 mph. Chance of precipitation is 20%. New rainfall amounts less than a tenth of an inch possible."
Kristin Hannah,2/6/2024,Benaroya Hall,Readings & Lectures,Downtown,"A slight chance of rain before 10am. Mostly cloudy, with a high near 48. West northwest wind 1 to 5 mph. Chance of precipitation is 20%. New rainfall amounts less than a tenth of an inch possible."
Michael J. Gerhardt,2/6/2024,Town Hall Seattle,Readings & Lectures,Downtown,"A slight chance of rain before 10am. Mostly cloudy, with a high near 48. South southeast wind 0 to 5 mph. Chance of precipitation is 20%. New rainfall amounts less than a tenth of an inch possible."
Night Lovell,2/6/2024,The Showbox,Music,Downtown,"A slight chance of rain before 10am. Mostly cloudy, with a high near 48. South southwest wind 0 to 3 mph. Chance of precipitation is 20%. New rainfall amounts less than a tenth of an inch possible."
Soja,2/6/2024,The Neptune Theatre,Music,University District,"A slight chance of rain before 10am. Mostly cloudy, with a high near 48. South southeast wind 0 to 5 mph. Chance of precipitation is 20%. New rainfall amounts less than a tenth of an inch possible."
Dimiter,2/7/2024,Sunset Tavern,Music,Fremont / Ballard,"A chance of rain. Mostly cloudy, with a high near 46. Chance of precipitation is 40%."
Tamara Payne: The Life and Legacy of Malcolm X,2/7/2024,Town Hall Seattle,Readings & Lectures,Downtown,"A chance of rain. Mostly cloudy, with a high near 47. Chance of precipitation is 40%."
The Kills,2/7/2024,Showbox SoDo,Music,Pioneer Square,"A chance of rain. Mostly cloudy, with a high near 46. Chance of precipitation is 40%."
An Evening with Tina Campt: Black Feminist Visual Culture,2/8/2024,Town Hall Seattle,Readings & Lectures,Downtown,"A chance of rain. Partly sunny, with a high near 46."
Art and Transformation,2/8/2024,Bainbridge Island Museum of Art,Readings & Lectures,West,"A chance of rain. Partly sunny, with a high near 46."
Edapollo,2/8/2024,Barboza,Music,Capitol Hill / Central District,"A chance of rain. Partly sunny, with a high near 46."
Eric Bellinger,2/8/2024,The Showbox,Music,Downtown,"A chance of rain. Partly sunny, with a high near 47."
Futurebirds and Nude Party,2/8/2024,The Neptune Theatre,Music,University District,"A chance of rain. Partly sunny, with a high near 46."
Ilana Glazer Live,2/8/2024,The Moore Theatre,Theatre,Downtown,"A chance of rain. Partly sunny, with a high near 46."
Mister Blank,2/8/2024,Nectar Lounge,Music,Fremont / Ballard,"A chance of rain. Partly sunny, with a high near 46."
Replay Matinee: Michael Pollan,2/8/2024,Town Hall Seattle,Readings & Lectures,Downtown,"A chance of rain. Partly sunny, with a high near 46."
Barry Can’t Swim,2/9/2024,Neumos,Music,Capitol Hill / Central District,"A slight chance of rain. Partly sunny, with a high near 46."
Dark Star Orchestra,2/9/2024,The Showbox,Music,Downtown,"A slight chance of rain. Partly sunny, with a high near 46."
Gov’t Mule,2/9/2024,The Moore Theatre,Music,Downtown,"A slight chance of rain. Partly sunny, with a high near 46."
Ijeoma Oluo: Be A Revolution,2/9/2024,Town Hall Seattle,Readings & Lectures,Downtown,"A slight chance of rain. Partly sunny, with a high near 47."
Mayer Hawthorne,2/9/2024,The Neptune Theatre,Music,University District,"A slight chance of rain. Partly sunny, with a high near 46."
Moontricks,2/9/2024,The Crocodile,Music,Downtown,"A slight chance of rain. Partly sunny, with a high near 46."
OBOE / OBOE,2/9/2024,415 Westlake,Music,Queen Anne / Seattle Center,"A slight chance of rain. Partly sunny, with a high near 46."
Roots and Wings,2/9/2024,Rendezvous JewelBox Theater,Theatre,Downtown,"A slight chance of rain. Partly sunny, with a high near 46."
Brazilian Carnaval 2024,2/10/2024,The Crocodile,Music,Downtown,"A chance of rain. Partly sunny, with a high near 48."
Chase Rice,2/10/2024,Showbox SoDo,Music,Pioneer Square,"A chance of rain and snow. Partly sunny, with a high near 47."
Joe “Mr. D”  Dombrowski,2/10/2024,The Moore Theatre,Theatre,Downtown,"A chance of rain. Partly sunny, with a high near 48."
JVNA,2/10/2024,The Showbox,Music,Downtown,"A chance of rain and snow. Partly sunny, with a high near 47."
Linda From Work,2/10/2024,Barboza,Music,Capitol Hill / Central District,"A chance of rain. Partly sunny, with a high near 48."
The Brother Brothers,2/10/2024,Tractor Tavern,Music,Fremont / Ballard,"A chance of rain and snow. Partly sunny, with a high near 47."
The Temptations &  The Four Tops,2/10/2024,The Paramount Theatre,Music,Downtown,"A chance of rain. Partly sunny, with a high near 47."
Scott Bradlee’s Postmodern Jukebox,2/11/2024,The Paramount Theatre,Music,Downtown,"A chance of rain. Partly sunny, with a high near 48."
Tourist and Amtrac,2/11/2024,The Showbox,Music,Downtown,"A chance of rain. Partly sunny, with a high near 48."
