Name,Date,Location,Type,Region,Weather
Alex Streliski,5/7/2024,Fremont Abbey Arts Center,Music,Fremont / Ballard,"A chance of rain showers between noon and 3pm. Partly sunny, with a high near 57. South southwest wind 7 to 12 mph. Chance of precipitation is 30%. New rainfall amounts less than a tenth of an inch possible."
Blick Bassy,5/7/2024,Sunset Tavern,Music,Fremont / Ballard,"A chance of rain showers between 11am and 3pm. Partly sunny, with a high near 59. Northwest wind 6 to 9 mph. Chance of precipitation is 30%."
Drew Holcomb and The Neighbors,5/7/2024,The Neptune Theatre,Music,University District,"A chance of rain showers between noon and 3pm. Partly sunny, with a high near 58. West wind 6 to 10 mph. Chance of precipitation is 30%. New rainfall amounts less than a tenth of an inch possible."
Jeff Crosby Band,5/7/2024,Tractor Tavern,Music,Fremont / Ballard,"A slight chance of rain showers between noon and 3pm. Partly sunny, with a high near 57. West southwest wind 6 to 9 mph. Chance of precipitation is 20%."
Our Town Hall – A Variety Show,5/7/2024,Town Hall Seattle,Theatre,Downtown,"A slight chance of rain showers between noon and 3pm. Partly sunny, with a high near 57. West southwest wind 6 to 9 mph. Chance of precipitation is 20%."
Prateek Kuhad,5/7/2024,The Moore Theatre,Music,Downtown,"A slight chance of rain showers between noon and 3pm. Partly sunny, with a high near 56. West southwest wind 6 to 9 mph. Chance of precipitation is 20%."
"Truly, Madly, Deeply – Stranded Spirits",5/7/2024,Bainbridge Island Museum of Art,Museums,West,"A chance of rain showers between noon and 3pm. Partly sunny, with a high near 58. West southwest wind around 9 mph. Chance of precipitation is 30%."
Yellow Days,5/7/2024,The Crocodile,Music,Downtown,"A slight chance of rain showers between noon and 3pm. Partly sunny, with a high near 56. West southwest wind 6 to 9 mph. Chance of precipitation is 20%."
Anna Moss and The Nightshades,5/8/2024,High Dive,Music,Fremont / Ballard,"Mostly sunny, with a high near 61. North wind 7 to 14 mph."
Beyond Words: Storytelling through Indian Classical Dance with Piyali Biswas De,5/8/2024,Bainbridge Island Museum of Art,Museums,West,"Mostly sunny, with a high near 62. North northeast wind 7 to 14 mph."
Corb Lund,5/8/2024,Tractor Tavern,Music,Fremont / Ballard,"Mostly sunny, with a high near 62. North wind 7 to 13 mph."
Hot Rod,5/8/2024,Sea Monster Lounge,Music,Wallingford / Greenlake,"Mostly sunny, with a high near 62. North wind 7 to 13 mph."
