Name,Date,Location,Type,Region,Weather
Balcony Bridge,8/23/2025,Hidden Hall,Music,Fremont / Ballard,"Sunny. High near 88, with temperatures falling to around 85 in the afternoon. North wind 6 to 9 mph."
Battle of The Bands – Night Wave VS .The Underhills,8/23/2025,The Crocodile,Music,Downtown,"Sunny. High near 85, with temperatures falling to around 83 in the afternoon. North wind 6 to 9 mph."
Circles Around The Sun,8/23/2025,Nectar Lounge,Music,Fremont / Ballard,"Clear, with a low around 62. Northeast wind around 5 mph."
Clan of Xymox,8/23/2025,El Corazon,Music,Downtown,"Sunny. High near 88, with temperatures falling to around 85 in the afternoon. North wind 5 to 9 mph."
JAMMAH,8/23/2025,Sea Monster Lounge,Music,Wallingford / Greenlake,"Sunny. High near 88, with temperatures falling to around 85 in the afternoon. North wind 5 to 9 mph."
La Rebelion,8/23/2025,Sea Monster Lounge,Music,Wallingford / Greenlake,"Clear, with a low around 62. North northeast wind around 5 mph."
Layne Staley Tribute 2025,8/23/2025,The Neptune Theatre,Music,University District,"Clear, with a low around 62. North northeast wind around 5 mph."
Muz Fest,8/23/2025,University of Washington Campus,Festivals & Special Events,University District,"Mostly clear, with a low around 62. North northeast wind around 3 mph."
R&B Only,8/23/2025,Showbox SoDo,Music,Pioneer Square,"Clear, with a low around 63. North northeast wind around 6 mph."
The Sword,8/23/2025,Neumos,Music,Capitol Hill / Central District,"Clear, with a low around 62. Northeast wind around 5 mph."
Tragedy By Design,8/23/2025,Funhouse,Music,Capitol Hill / Central District,"Clear, with a low around 63. North northeast wind around 6 mph."
Yuno,8/23/2025,Barboza,Music,Capitol Hill / Central District,"Sunny. High near 85, with temperatures falling to around 83 in the afternoon. North wind 5 to 10 mph."
31 Nights,8/24/2025,Funhouse,Music,Capitol Hill / Central District,"Mostly sunny. High near 86, with temperatures falling to around 84 in the afternoon. North wind 2 to 7 mph."
Ai Weiwei Public Tour in Mandarin,8/24/2025,Seattle Art Museum,Museums,Downtown,"Mostly sunny. High near 88, with temperatures falling to around 86 in the afternoon. North wind 3 to 7 mph."
Double Or Muffin Album Release,8/24/2025,Tractor Tavern,Music,Fremont / Ballard,"Mostly sunny, with a high near 88. North wind around 6 mph."
King Parrot,8/24/2025,El Corazon,Music,Downtown,"Mostly sunny. High near 90, with temperatures falling to around 88 in the afternoon. North wind 2 to 6 mph."
Mahonyera Mbira Ensemble,8/24/2025,The Royal Room,Music,South Seattle,"Mostly sunny, with a high near 88. North wind 3 to 7 mph."
Matt Rife,8/24/2025,Climate Pledge Arena,Music,Queen Anne / Seattle Center,"Mostly sunny, with a high near 90. North wind 2 to 6 mph."
Mr. Wood is Dead: 10 Year Anniversary Tour,8/24/2025,The Neptune Theatre,Music,University District,"Mostly sunny. High near 86, with temperatures falling to around 84 in the afternoon. North wind around 7 mph."
Yellowman,8/24/2025,Nectar Lounge,Music,Fremont / Ballard,"Mostly sunny, with a high near 88. North wind 3 to 7 mph."
Adam Chmaj Quartet,8/25/2025,The Royal Room,Music,South Seattle,"Mostly sunny, with a high near 89. North wind 3 to 7 mph."
Artist Talk: Annette Blair,8/25/2025,Museum of Glass,Museums,South,"Mostly sunny, with a high near 87."
The Discussion,8/25/2025,Funhouse,Music,Capitol Hill / Central District,"Mostly sunny, with a high near 87. North northwest wind 2 to 6 mph."
Bigtooth,8/26/2025,Sea Monster Lounge,Music,Wallingford / Greenlake,"Mostly sunny, with a high near 86."
Eileen Flanagan,8/26/2025,Elliott Bay Book Company,Readings & Lectures,Capitol Hill / Central District,"Mostly sunny, with a high near 83."
Far Far Far,8/26/2025,Sunset Tavern,Music,Fremont / Ballard,"Mostly sunny, with a high near 87."
The Jazz Guild,8/26/2025,The Royal Room,Music,South Seattle,"Mostly sunny, with a high near 83."
Tracy Bonham,8/26/2025,The Triple Door,Music,Downtown,"Mostly sunny, with a high near 84."
An Evening with The Kings,8/27/2025,The Royal Room,Music,South Seattle,"Mostly sunny, with a high near 85."
Comfort Food,8/27/2025,Sea Monster Lounge,Music,Wallingford / Greenlake,"Mostly sunny, with a high near 83."
Dejalo,8/27/2025,Sunset Tavern,Music,Fremont / Ballard,"Mostly sunny, with a high near 84."
Ken Carson: The Lord Of Chaos Tour,8/27/2025,WaMu Theater,Music,Pioneer Square,"Mostly sunny, with a high near 82."
King Stingray,8/27/2025,Nectar Lounge,Music,Fremont / Ballard,"Mostly sunny, with a high near 84."
Ray Baron,8/27/2025,Funhouse,Music,Capitol Hill / Central District,"Mostly sunny, with a high near 85."
Salinas Road,8/27/2025,Tractor Tavern,Music,Fremont / Ballard,"Mostly sunny, with a high near 85."
Suffering YuckHeads,8/27/2025,Sea Monster Lounge,Music,Wallingford / Greenlake,"Mostly sunny, with a high near 85."
bloococoon,8/28/2025,The Triple Door,Music,Downtown,"Mostly sunny, with a high near 82."
Dylan Hayes Band,8/28/2025,Sea Monster Lounge,Music,Wallingford / Greenlake,"Mostly sunny, with a high near 80."
Ember Mist,8/28/2025,Sunset Tavern,Music,Fremont / Ballard,"Mostly sunny, with a high near 83."
Golden Hart,8/28/2025,The Royal Room,Music,South Seattle,"Mostly sunny, with a high near 80."
Ice Cream Cult,8/28/2025,Hidden Hall,Music,Fremont / Ballard,"Mostly sunny, with a high near 82."
Mipso,8/28/2025,Tractor Tavern,Music,Fremont / Ballard,"Mostly sunny, with a high near 81."
Summer Sounds on the Terrace with Eva Walker,8/28/2025,Museum of History & Industry,Music,Queen Anne / Seattle Center,"Mostly sunny, with a high near 82."
Tarik Abouzied,8/28/2025,Sea Monster Lounge,Music,Wallingford / Greenlake,"Mostly sunny, with a high near 81."
2000’s Night,8/29/2025,El Corazon,Music,Downtown,"A slight chance of rain before 5pm. Partly sunny, with a high near 77."
Ben Jones and Laurence Hobgood,8/29/2025,The Triple Door,Music,Downtown,"A slight chance of rain before 5pm. Partly sunny, with a high near 78."
Carl Christensen & The Lake Flora Band,8/29/2025,Tractor Tavern,Music,Fremont / Ballard,"A slight chance of rain before 5pm. Partly sunny, with a high near 77."
Rae Isla,8/29/2025,Sunset Tavern,Music,Fremont / Ballard,"A slight chance of rain before 5pm. Partly sunny, with a high near 78."
