Name,Date,Location,Type,Region,Weather
Ben Ottewell and Ian Ball of Gomez,10/15/2024,The Triple Door,Music,Downtown,"A chance of rain showers. Cloudy. High near 60, with temperatures falling to around 58 in the afternoon. North wind 1 to 5 mph. Chance of precipitation is 40%. New rainfall amounts less than a tenth of an inch possible."
Calm Beneath Castles,10/15/2024,The Neptune Theatre,Film & Media Arts,University District,"A chance of rain showers. Cloudy, with a high near 58. North wind 1 to 8 mph. Chance of precipitation is 50%. New rainfall amounts less than a tenth of an inch possible."
Carina Round,10/15/2024,Sunset Tavern,Music,Fremont / Ballard,"A chance of rain showers. Cloudy, with a high near 59. North northwest wind 1 to 6 mph. Chance of precipitation is 40%. New rainfall amounts less than a tenth of an inch possible."
Cydeways,10/15/2024,Barboza,Music,Capitol Hill / Central District,"A chance of rain showers. Cloudy, with a high near 59. North northwest wind 1 to 6 mph. Chance of precipitation is 40%. New rainfall amounts less than a tenth of an inch possible."
Ebo Taylor and Pat Thomas,10/15/2024,Neumos,Music,Capitol Hill / Central District,"A chance of rain showers. Cloudy, with a high near 59. North northwest wind 1 to 6 mph. Chance of precipitation is 40%. New rainfall amounts less than a tenth of an inch possible."
Heavenly,10/15/2024,Tractor Tavern,Music,Fremont / Ballard,"A chance of rain showers. Cloudy, with a high near 59. North northwest wind 2 to 6 mph. Chance of precipitation is 40%. New rainfall amounts less than a tenth of an inch possible."
Nada Surf,10/15/2024,The Crocodile,Music,Downtown,"A chance of rain showers. Cloudy, with a high near 58. North wind 1 to 6 mph. Chance of precipitation is 40%. New rainfall amounts less than a tenth of an inch possible."
smARTfilms: Broadway Melody of 1940,10/15/2024,Bainbridge Island Museum of Art,Museums,West,"A chance of rain showers. Cloudy, with a high near 59. North wind 0 to 6 mph. Chance of precipitation is 40%. New rainfall amounts less than a tenth of an inch possible."
Casey Neill,10/16/2024,The Royal Room,Music,South Seattle,"Rain. Cloudy. High near 58, with temperatures falling to around 56 in the afternoon. South southwest wind 5 to 10 mph. Chance of precipitation is 100%. New rainfall amounts between a tenth and quarter of an inch possible."
Coco and Clair Clair,10/16/2024,Neumos,Music,Capitol Hill / Central District,"Rain. Cloudy. High near 57, with temperatures falling to around 55 in the afternoon. Southwest wind 2 to 10 mph. Chance of precipitation is 100%. New rainfall amounts between a quarter and half of an inch possible."
