Name,Date,Location,Type,Region,Weather
Glass Spells,10/16/2025,El Corazon,Music,Downtown,"Clear. Low around 43, with temperatures rising to around 45 overnight. South southeast wind around 2 mph."
In the Spirit of Right and Respectful Relations,10/16/2025,Town Hall Seattle,Readings & Lectures,Downtown,"Clear. Low around 43, with temperatures rising to around 45 overnight. South southeast wind around 2 mph."
Odetari,10/16/2025,Neumos,Music,Capitol Hill / Central District,"Clear. Low around 43, with temperatures rising to around 45 overnight. South southeast wind around 2 mph."
Frankie Cosmos,10/17/2025,The Crocodile,Music,Downtown,"Rain showers likely before 5pm. Mostly cloudy, with a high near 58. North northeast wind around 6 mph. Chance of precipitation is 60%. New rainfall amounts less than a tenth of an inch possible."
Gibraltar,10/17/2025,Sunset Tavern,Music,Fremont / Ballard,"Rain showers likely before 5pm. Mostly cloudy, with a high near 58. West wind around 5 mph. Chance of precipitation is 60%. New rainfall amounts less than a tenth of an inch possible."
IAMX,10/17/2025,El Corazon,Music,Downtown,"Rain showers likely before 5pm. Mostly cloudy, with a high near 59. West wind around 5 mph. Chance of precipitation is 60%. New rainfall amounts less than a tenth of an inch possible."
Thomas Marriott,10/17/2025,Town Hall Seattle,Music,Downtown,"Rain showers likely before 5pm. Mostly cloudy, with a high near 57. Northeast wind around 5 mph. Chance of precipitation is 60%. New rainfall amounts less than a tenth of an inch possible."
Bangers Before Bed,10/18/2025,Nectar Lounge,Music,Fremont / Ballard,"Rain. Mostly cloudy, with a high near 55. South southeast wind 2 to 8 mph. Chance of precipitation is 90%. New rainfall amounts between a quarter and half of an inch possible."
Batbox,10/18/2025,Sunset Tavern,Music,Fremont / Ballard,"Rain after 11am. Mostly cloudy, with a high near 57. Chance of precipitation is 90%. New rainfall amounts between a quarter and half of an inch possible."
Better Not Not Dance,10/18/2025,The Royal Room,Dance,South Seattle,"Rain. Mostly cloudy, with a high near 57. Chance of precipitation is 90%. New rainfall amounts between a quarter and half of an inch possible."
Big Bite,10/18/2025,Neumos,Music,Capitol Hill / Central District,"Rain. Mostly cloudy, with a high near 57. Chance of precipitation is 90%. New rainfall amounts between a quarter and half of an inch possible."
Boyish,10/18/2025,Barboza,Music,Capitol Hill / Central District,"Rain. Mostly cloudy, with a high near 57. Chance of precipitation is 90%. New rainfall amounts between a quarter and half of an inch possible."
Festal: Diwali – Lights of India,10/18/2025,Seattle Center,Festivals & Special Events,Queen Anne / Seattle Center,"Rain. Mostly cloudy, with a high near 56. South southeast wind 2 to 6 mph. Chance of precipitation is 90%. New rainfall amounts between a quarter and half of an inch possible."
Fox Lake,10/18/2025,Funhouse,Music,Capitol Hill / Central District,"Rain. Mostly cloudy, with a high near 57. Chance of precipitation is 90%. New rainfall amounts between a quarter and half of an inch possible."
Global Rhythms: Damir Imamovic,10/18/2025,Town Hall Seattle,Music,Downtown,"Rain. Mostly cloudy, with a high near 56. South southeast wind 2 to 6 mph. Chance of precipitation is 90%. New rainfall amounts between a quarter and half of an inch possible."
Jason D. Williams,10/18/2025,El Corazon,Music,Downtown,"Rain. Mostly cloudy, with a high near 57. Chance of precipitation is 90%. New rainfall amounts between a quarter and half of an inch possible."
