Name,Date,Location,Type,Region,Weather
An Evening with Clem Snide,10/3/2025,Tractor Tavern,Music,Fremont / Ballard,"A chance of rain showers after 4pm. Mostly sunny, with a high near 68. South southwest wind 1 to 5 mph. Chance of precipitation is 30%. New rainfall amounts less than a tenth of an inch possible."
Extra Thick,10/3/2025,Sea Monster Lounge,Music,Wallingford / Greenlake,"Partly cloudy. Low around 52, with temperatures rising to around 54 overnight. South wind around 1 mph."
All Shall Perish,10/4/2025,El Corazon,Music,Downtown,"Rain showers likely. Mostly cloudy, with a high near 63. North wind 2 to 6 mph. Chance of precipitation is 70%. New rainfall amounts less than a tenth of an inch possible."
AROE,10/4/2025,Sunset Tavern,Music,Fremont / Ballard,"Rain showers likely. Mostly cloudy, with a high near 65. North northeast wind around 5 mph. Chance of precipitation is 60%. New rainfall amounts less than a tenth of an inch possible."
Northwest Green Building Slam 2025,10/4/2025,Town Hall Seattle,Festivals & Special Events,Downtown,"Rain showers likely. Mostly cloudy, with a high near 64. North northeast wind 1 to 5 mph. Chance of precipitation is 60%. New rainfall amounts less than a tenth of an inch possible."
ANIMA!,10/5/2025,Barboza,Music,Capitol Hill / Central District,"Sunny, with a high near 64. North wind around 9 mph."
Festal: Croatiafest,10/5/2025,Seattle Center,Festivals & Special Events,Queen Anne / Seattle Center,"Sunny, with a high near 62. North wind 8 to 12 mph."
Gordi,10/6/2025,Sunset Tavern,Music,Fremont / Ballard,"Sunny, with a high near 65."
BAMBARA,10/7/2025,Sunset Tavern,Music,Fremont / Ballard,"Sunny, with a high near 70."
Carter Vail – The Coydog Tour,10/7/2025,The Crocodile,Music,Downtown,"Sunny, with a high near 70."
Dice,10/7/2025,Barboza,Music,Capitol Hill / Central District,"Sunny, with a high near 70."
Born of Osiris,10/8/2025,El Corazon,Music,Downtown,"A chance of rain. Partly sunny, with a high near 65."
Jeff Crosby Band,10/8/2025,Funhouse,Music,Capitol Hill / Central District,"A chance of rain. Partly sunny, with a high near 66."
Junior Varsity,10/8/2025,Barboza,Music,Capitol Hill / Central District,"A chance of rain. Partly sunny, with a high near 64."
King Sheim,10/8/2025,Sunset Tavern,Music,Fremont / Ballard,"A chance of rain. Partly sunny, with a high near 67."
Truth to Power 2025,10/8/2025,The Royal Room,Festivals & Special Events,South Seattle,"A chance of rain. Partly sunny, with a high near 66."
Alejandro Escovedo,10/9/2025,Tractor Tavern,Music,Fremont / Ballard,"A chance of rain. Partly sunny, with a high near 63."
Dr. Uche Blackstock,10/9/2025,Town Hall Seattle,Readings & Lectures,Downtown,"A chance of rain. Partly sunny, with a high near 63."
JUL!ET,10/9/2025,Barboza,Music,Capitol Hill / Central District,"A chance of rain. Partly sunny, with a high near 62."
Kurtis Conner: The Goodfellow World Tour,10/9/2025,The Moore Theatre,Theatre,Downtown,"A chance of rain. Partly sunny, with a high near 62."
Magoo,10/9/2025,Sunset Tavern,Music,Fremont / Ballard,"A chance of rain. Partly sunny, with a high near 62."
