Name,Date,Location,Type,Region,Weather
All of Our Cornbread,5/20/2024,Sunset Tavern,Music,Fremont / Ballard,"Mostly sunny, with a high near 67. Southwest wind around 3 mph."
Battle Beast,5/20/2024,The Neptune Theatre,Music,University District,"Mostly sunny, with a high near 66. Southwest wind around 3 mph."
Larissa Robinson-Cooper,5/20/2024,Town Hall Seattle,Readings & Lectures,Downtown,"Mostly sunny, with a high near 66. Southwest wind around 3 mph."
Lilly Dancyger,5/20/2024,Elliott Bay Book Company,Readings & Lectures,Capitol Hill / Central District,"Mostly sunny, with a high near 66. Southwest wind around 3 mph."
Luis Alberto Urrea,5/20/2024,Town Hall Seattle,Readings & Lectures,Downtown,"Mostly sunny, with a high near 64. Southwest wind around 5 mph."
Microwave,5/20/2024,The Showbox,Music,Downtown,"Mostly sunny, with a high near 65. Southwest wind around 3 mph."
Pascale Cheron,5/20/2024,High Dive,Music,Fremont / Ballard,"Mostly sunny, with a high near 66. Southwest wind around 3 mph."
The Scarlet Opera,5/20/2024,Neumos,Music,Capitol Hill / Central District,"Mostly sunny, with a high near 66. Southwest wind around 3 mph."
Fatai,5/21/2024,The Triple Door,Music,Downtown,"Rain before 5pm, then rain showers likely. Cloudy, with a high near 55. South wind 7 to 10 mph. Chance of precipitation is 100%. New rainfall amounts between a half and three quarters of an inch possible."
Flamingosis,5/21/2024,Neumos,Music,Capitol Hill / Central District,"Rain before 5pm, then rain showers likely. Cloudy, with a high near 56. South wind 5 to 9 mph. Chance of precipitation is 100%. New rainfall amounts between a half and three quarters of an inch possible."
Foleada,5/21/2024,Sea Monster Lounge,Music,Wallingford / Greenlake,"Rain before 5pm, then rain showers likely. Cloudy, with a high near 55. South wind 8 to 13 mph. Chance of precipitation is 100%. New rainfall amounts between a half and three quarters of an inch possible."
Kairos Creature Club,5/21/2024,Sunset Tavern,Music,Fremont / Ballard,"Rain before 5pm, then rain showers likely. Cloudy, with a high near 55. South wind 7 to 10 mph. Chance of precipitation is 100%. New rainfall amounts between a half and three quarters of an inch possible."
Miranda July with Laurie Frankel,5/21/2024,Town Hall Seattle,Readings & Lectures,Downtown,"Rain before 5pm, then rain showers likely. Cloudy, with a high near 55. South wind 7 to 10 mph. Chance of precipitation is 100%. New rainfall amounts between a half and three quarters of an inch possible."
Murmurations: Local Voices Taking Flight,5/21/2024,Common Area Maintenance,Readings & Lectures,Downtown,"Rain before 5pm, then rain showers likely. Cloudy, with a high near 55. South wind 7 to 10 mph. Chance of precipitation is 100%. New rainfall amounts between a half and three quarters of an inch possible."
Nicky Youre,5/21/2024,Barboza,Music,Capitol Hill / Central District,"Rain before 5pm, then rain showers likely. Cloudy, with a high near 55. South wind 7 to 10 mph. Chance of precipitation is 100%. New rainfall amounts between a half and three quarters of an inch possible."
Pianist Bruce Liu,5/21/2024,Benaroya Hall,Music,Downtown,"Rain before 5pm, then rain showers likely. Cloudy, with a high near 56. South wind 6 to 10 mph. Chance of precipitation is 90%. New rainfall amounts between a half and three quarters of an inch possible."
Puget Sound Co,5/21/2024,The Royal Room,Music,South Seattle,"Rain before 5pm, then rain showers likely. Cloudy, with a high near 55. South wind 7 to 10 mph. Chance of precipitation is 100%. New rainfall amounts between a half and three quarters of an inch possible."
Shin Yu Pai and Amy Wong Hope,5/21/2024,Town Hall Seattle,Readings & Lectures,Downtown,"Rain before 5pm, then rain showers likely. Cloudy, with a high near 56. South wind 5 to 9 mph. Chance of precipitation is 100%. New rainfall amounts between a half and three quarters of an inch possible."
Wednesday,5/21/2024,The Neptune Theatre,Music,University District,"Rain before 5pm, then rain showers likely. Cloudy, with a high near 55. South wind 7 to 10 mph. Chance of precipitation is 100%. New rainfall amounts between a half and three quarters of an inch possible."
Berthold City,5/22/2024,Funhouse,Music,Capitol Hill / Central District,"A chance of rain showers before 5pm. Mostly cloudy, with a high near 60. South southwest wind around 6 mph. Chance of precipitation is 50%. New rainfall amounts less than a tenth of an inch possible."
Fairground,5/22/2024,The Royal Room,Music,South Seattle,"A chance of rain showers before 5pm. Partly sunny, with a high near 58. South wind around 7 mph. Chance of precipitation is 50%. New rainfall amounts less than a tenth of an inch possible."
John McEuen and The Circle Band,5/22/2024,The Triple Door,Music,Downtown,"A chance of rain showers before 5pm. Partly sunny, with a high near 59. South southwest wind around 6 mph. Chance of precipitation is 50%. New rainfall amounts less than a tenth of an inch possible."
Kathleen Hanna,5/22/2024,Town Hall Seattle,Readings & Lectures,Downtown,"A chance of rain showers before 5pm. Partly sunny, with a high near 59. South southwest wind around 6 mph. Chance of precipitation is 50%. New rainfall amounts less than a tenth of an inch possible."
Lawrence Ingrassia with Robert Merry,5/22/2024,Town Hall Seattle,Readings & Lectures,Downtown,"A chance of rain showers before 5pm. Partly sunny, with a high near 60. South wind around 7 mph. Chance of precipitation is 50%. New rainfall amounts less than a tenth of an inch possible."
Madness,5/22/2024,WaMu Theater,Music,Pioneer Square,"A chance of rain showers before 5pm. Partly sunny, with a high near 60. Southwest wind around 5 mph. Chance of precipitation is 50%. New rainfall amounts less than a tenth of an inch possible."
PBS,5/22/2024,Sea Monster Lounge,Music,Wallingford / Greenlake,"A chance of rain showers before 5pm. Partly sunny, with a high near 61. Southwest wind around 5 mph. Chance of precipitation is 50%. New rainfall amounts less than a tenth of an inch possible."
Royel Otis,5/22/2024,The Neptune Theatre,Music,University District,"A chance of rain showers before 5pm. Partly sunny, with a high near 60. South wind around 6 mph. Chance of precipitation is 50%. New rainfall amounts less than a tenth of an inch possible."
Sam Russell and The Harborrats,5/22/2024,Tractor Tavern,Music,Fremont / Ballard,"A chance of rain showers before 5pm. Partly sunny, with a high near 59. South southwest wind 3 to 7 mph. Chance of precipitation is 50%. New rainfall amounts less than a tenth of an inch possible."
Seattle Storm vs. Indiana Fever,5/22/2024,Climate Pledge Arena,Sports,Queen Anne / Seattle Center,"A chance of rain showers before 5pm. Partly sunny, with a high near 60. Southwest wind around 5 mph. Chance of precipitation is 50%. New rainfall amounts less than a tenth of an inch possible."
Sun Catchers,5/22/2024,Sea Monster Lounge,Music,Wallingford / Greenlake,"A chance of rain showers before 5pm. Partly sunny, with a high near 60. South wind around 7 mph. Chance of precipitation is 50%. New rainfall amounts less than a tenth of an inch possible."
The Kid LAROI,5/22/2024,Showbox SoDo,Music,Pioneer Square,"A chance of rain showers before 5pm. Partly sunny, with a high near 58. South wind around 7 mph. Chance of precipitation is 50%. New rainfall amounts less than a tenth of an inch possible."
