Name,Date,Location,Type,Region,Weather
Broadway Rave,10/18/2024,The Crocodile,Music,Downtown,"Rain after 8am. Cloudy, with a high near 52. South wind 10 to 16 mph, with gusts as high as 21 mph. Chance of precipitation is 90%. New rainfall amounts between a tenth and quarter of an inch possible."
Chinese American Bear,10/18/2024,Sunset Tavern,Music,Fremont / Ballard,"Rain after 8am. Cloudy, with a high near 52. South wind 10 to 15 mph. Chance of precipitation is 90%. New rainfall amounts between a tenth and quarter of an inch possible."
Club XCX,10/18/2024,Nectar Lounge,Music,Fremont / Ballard,"Rain after 8am. Cloudy, with a high near 53. South wind 9 to 15 mph. Chance of precipitation is 90%. New rainfall amounts between a tenth and quarter of an inch possible."
Fruition,10/18/2024,Tractor Tavern,Music,Fremont / Ballard,"Rain after 8am. Cloudy, with a high near 54. South wind 9 to 15 mph. Chance of precipitation is 90%. New rainfall amounts between a tenth and quarter of an inch possible."
Hinds,10/18/2024,The Crocodile,Music,Downtown,"Rain after 8am. Cloudy, with a high near 54. South wind 8 to 14 mph. Chance of precipitation is 80%. New rainfall amounts between a tenth and quarter of an inch possible."
Jon Macy,10/18/2024,Elliott Bay Book Company,Readings & Lectures,Capitol Hill / Central District,"Rain after 8am. Cloudy, with a high near 53. South wind 9 to 15 mph. Chance of precipitation is 90%. New rainfall amounts between a tenth and quarter of an inch possible."
Lady A,10/18/2024,Egan's Ballard Jam House,Music,Fremont / Ballard,"Rain after 8am. Cloudy, with a high near 54. South wind 8 to 14 mph. Chance of precipitation is 80%. New rainfall amounts between a tenth and quarter of an inch possible."
M.A.G.S.,10/18/2024,Barboza,Music,Capitol Hill / Central District,"Rain after 8am. Cloudy, with a high near 54. South wind 8 to 14 mph. Chance of precipitation is 80%. New rainfall amounts between a tenth and quarter of an inch possible."
Melt,10/18/2024,Neumos,Music,Capitol Hill / Central District,"Rain after 8am. Cloudy, with a high near 54. South wind 8 to 14 mph. Chance of precipitation is 80%. New rainfall amounts between a tenth and quarter of an inch possible."
Pigs On The Wing,10/18/2024,The Neptune Theatre,Music,University District,"Rain after 8am. Cloudy. High near 55, with temperatures falling to around 53 in the afternoon. South wind 8 to 15 mph. Chance of precipitation is 90%. New rainfall amounts between a tenth and quarter of an inch possible."
SAM Open House: Joyce J. Scott,10/18/2024,Seattle Art Museum,Museums,Downtown,"Rain after 8am. Cloudy, with a high near 54. South wind 8 to 14 mph. Chance of precipitation is 80%. New rainfall amounts between a tenth and quarter of an inch possible."
Seattle Reign FC vs. Houston Dash,10/18/2024,Lumen Field,Sports,Pioneer Square,"Rain after 8am. Cloudy, with a high near 52. South wind 9 to 14 mph. Chance of precipitation is 80%. New rainfall amounts between a tenth and quarter of an inch possible."
Bowling For Soup,10/19/2024,The Showbox,Music,Downtown,"Rain. Cloudy. High near 64, with temperatures falling to around 62 in the afternoon. South wind 10 to 15 mph. Chance of precipitation is 90%. New rainfall amounts between a tenth and quarter of an inch possible."
Caudal Peduncle,10/19/2024,Slim's Last Chance,Music,South Seattle,"Rain. Cloudy, with a high near 63. South wind 10 to 16 mph, with gusts as high as 21 mph. Chance of precipitation is 90%. New rainfall amounts between a tenth and quarter of an inch possible."
Dia de Muertos,10/19/2024,Benaroya Hall,Music,Downtown,"Rain. Cloudy, with a high near 61. South wind 10 to 20 mph, with gusts as high as 25 mph. Chance of precipitation is 90%. New rainfall amounts between a tenth and quarter of an inch possible."
Eldridge Gravy and The Court Supreme,10/19/2024,Nectar Lounge,Music,Fremont / Ballard,"Rain. Cloudy, with a high near 61. South wind 14 to 21 mph, with gusts as high as 26 mph. Chance of precipitation is 90%. New rainfall amounts between a tenth and quarter of an inch possible."
Mr. Gnome,10/19/2024,Sunset Tavern,Music,Fremont / Ballard,"Rain. Cloudy, with a high near 63. South wind 10 to 17 mph, with gusts as high as 23 mph. Chance of precipitation is 90%. New rainfall amounts between a tenth and quarter of an inch possible."
Nilüfer Yanya,10/19/2024,The Crocodile,Music,Downtown,"Rain. Cloudy, with a high near 64. South wind 9 to 16 mph, with gusts as high as 21 mph. Chance of precipitation is 90%. New rainfall amounts between a tenth and quarter of an inch possible."
Seattle Sounders FC vs. Portland Timbers,10/19/2024,Lumen Field,Sports,Pioneer Square,"Rain. Cloudy. High near 64, with temperatures falling to around 62 in the afternoon. South wind 7 to 16 mph, with gusts as high as 21 mph. Chance of precipitation is 90%. New rainfall amounts between a tenth and quarter of an inch possible."
Wale,10/19/2024,The Neptune Theatre,Music,University District,"Rain. Cloudy, with a high near 63. South wind 10 to 17 mph, with gusts as high as 23 mph. Chance of precipitation is 90%. New rainfall amounts between a tenth and quarter of an inch possible."
Croce Plays Croce – 50th Anniversary Tour,10/20/2024,The Moore Theatre,Music,Downtown,"Rain. Cloudy, with a high near 63. South southwest wind around 10 mph. Chance of precipitation is 90%. New rainfall amounts between a half and three quarters of an inch possible."
Diggy Graves,10/20/2024,The Crocodile,Music,Downtown,"Rain. Cloudy, with a high near 64. South wind around 12 mph. Chance of precipitation is 90%. New rainfall amounts between a half and three quarters of an inch possible."
Gaelic Storm,10/20/2024,The Neptune Theatre,Music,University District,"Rain. Cloudy, with a high near 63. South wind around 12 mph. Chance of precipitation is 90%. New rainfall amounts between a half and three quarters of an inch possible."
Michigander,10/20/2024,Tractor Tavern,Music,Fremont / Ballard,"Rain. Cloudy, with a high near 63. South wind around 10 mph. Chance of precipitation is 90%. New rainfall amounts between a half and three quarters of an inch possible."
Sasha Alex Sloan,10/20/2024,Neumos,Music,Capitol Hill / Central District,"Rain. Cloudy, with a high near 61. South wind around 14 mph. Chance of precipitation is 90%. New rainfall amounts between a half and three quarters of an inch possible."
One Big Happy Charity Concert,10/21/2024,Sunset Tavern,Music,Fremont / Ballard,"Rain. Mostly cloudy, with a high near 56. Chance of precipitation is 90%."
Chuck Prophet and Cumbia Shoes,10/22/2024,Tractor Tavern,Music,Fremont / Ballard,"Mostly sunny, with a high near 53."
Dream Patrol,10/22/2024,Sunset Tavern,Music,Fremont / Ballard,"Mostly sunny, with a high near 55."
Snow Strippers,10/22/2024,Neumos,Music,Capitol Hill / Central District,"Mostly sunny, with a high near 55."
Strictly Ballroom – Melodies in Motion,10/22/2024,Bainbridge Island Museum of Art,Museums,West,"Mostly sunny, with a high near 55."
Ashley Cooke,10/23/2024,Tractor Tavern,Music,Fremont / Ballard,"Partly sunny, with a high near 53."
