Name,Date,Location,Type,Region,Weather
Out of Stock,7/8/2025,Sunset Tavern,Music,Fremont / Ballard,"Sunny, with a high near 85. Northwest wind 2 to 6 mph."
Robot Sunsets and Two Horses Too Many,7/8/2025,The Royal Room,Music,South Seattle,"Sunny. High near 81, with temperatures falling to around 79 in the afternoon. West wind 1 to 7 mph."
Aage Birch,7/9/2025,Tractor Tavern,Music,Fremont / Ballard,"A chance of rain. Cloudy. High near 69, with temperatures falling to around 67 in the afternoon. South southwest wind around 8 mph. Chance of precipitation is 50%. New rainfall amounts less than a tenth of an inch possible."
Hot Rod,7/9/2025,Sea Monster Lounge,Music,Wallingford / Greenlake,"A chance of rain. Cloudy. High near 69, with temperatures falling to around 67 in the afternoon. South southwest wind around 8 mph. Chance of precipitation is 50%. New rainfall amounts less than a tenth of an inch possible."
Hurricane Dreamz,7/9/2025,Sea Monster Lounge,Music,Wallingford / Greenlake,"A chance of rain. Cloudy, with a high near 69. South southwest wind around 8 mph. Chance of precipitation is 50%. New rainfall amounts less than a tenth of an inch possible."
Blacck and Loud Fest | Spotlight at Waterfront Park,7/10/2025,Waterfront Park,Music,Downtown,"Mostly sunny, with a high near 71. North wind 2 to 8 mph."
DJ HYO,7/10/2025,The Showbox,Music,Downtown,"Mostly sunny, with a high near 73. North northeast wind 2 to 7 mph."
Emerald City Ragtime Band,7/10/2025,Sea Monster Lounge,Music,Wallingford / Greenlake,"Mostly sunny, with a high near 71. East wind 3 to 8 mph."
Ginjah,7/10/2025,Nectar Lounge,Music,Fremont / Ballard,"Mostly sunny, with a high near 73. East wind 2 to 7 mph."
Gniffke,7/10/2025,Tractor Tavern,Music,Fremont / Ballard,"Mostly sunny, with a high near 71. North wind 2 to 8 mph."
Rafe Pearlman and Friend,7/10/2025,The Triple Door,Music,Downtown,"Mostly sunny, with a high near 70."
Swamp Wife,7/10/2025,Sunset Tavern,Music,Fremont / Ballard,"Mostly sunny, with a high near 73. North northeast wind 2 to 7 mph."
A Love Electric,7/11/2025,Sea Monster Lounge,Music,Wallingford / Greenlake,"Sunny, with a high near 78."
Bobby Bare Jr.,7/11/2025,Tractor Tavern,Music,Fremont / Ballard,"Sunny, with a high near 76."
Carl Verheyen Band,7/11/2025,The Triple Door,Music,Downtown,"Sunny, with a high near 79."
Scott Yoder,7/11/2025,Barboza,Music,Capitol Hill / Central District,"Sunny, with a high near 80."
The Sandlot Special Event With The Cast,7/11/2025,The Neptune Theatre,Film & Media Arts,University District,"Sunny, with a high near 76."
Washed Out,7/11/2025,Nectar Lounge,Music,Fremont / Ballard,"Sunny, with a high near 79."
Artist Talk with Hugh Hayden: Rethinking the Ordinary,7/12/2025,Frye Art Museum,Museums,Capitol Hill / Central District,"Sunny, with a high near 81."
Barry Manilow,7/12/2025,Climate Pledge Arena,Music,Queen Anne / Seattle Center,"Sunny, with a high near 83."
Electric Circus: Hot Time in the Summertime,7/12/2025,The Royal Room,Music,South Seattle,"Mostly sunny, with a high near 82."
Jeremy Piven,7/12/2025,The Neptune Theatre,Theatre,University District,"Sunny, with a high near 78."
Kiki Valera y su Son Cubano,7/12/2025,The Triple Door,Music,Downtown,"Sunny, with a high near 81."
Pedro The Lion,7/12/2025,Barboza,Music,Capitol Hill / Central District,"Sunny, with a high near 78."
Seattle Disability Arts Festival,7/12/2025,Pier 62,Festivals & Special Events,Downtown,"Mostly sunny, with a high near 81."
Smoker Dad,7/12/2025,Tractor Tavern,Music,Fremont / Ballard,"Sunny, with a high near 78."
40 Oz To Freedom,7/13/2025,Nectar Lounge,Music,Fremont / Ballard,"Sunny, with a high near 82."
Seaside Massacre,7/13/2025,Funhouse,Music,Capitol Hill / Central District,"Sunny, with a high near 82."
