Name,Date,Location,Type,Region,Weather
Dr. Brady’s Oral Fixation Tour,5/29/2025,The Neptune Theatre,Theatre,University District,"Rain before 2pm. Partly sunny, with a high near 66. East southeast wind around 9 mph. Chance of precipitation is 80%. New rainfall amounts less than a tenth of an inch possible."
Good Luck Club,5/29/2025,Nectar Lounge,Music,Fremont / Ballard,"Rain before 2pm. Partly sunny. High near 68, with temperatures falling to around 66 in the afternoon. East southeast wind around 8 mph. Chance of precipitation is 80%. New rainfall amounts less than a tenth of an inch possible."
Melissa Villasenor,5/29/2025,The Crocodile,Music,Downtown,"Rain likely before 2pm. Partly sunny, with a high near 68. South wind around 8 mph. Chance of precipitation is 70%. New rainfall amounts less than a tenth of an inch possible."
Oranj Goodman,5/29/2025,Barboza,Music,Capitol Hill / Central District,"Rain likely before 2pm. Partly sunny, with a high near 67. East southeast wind around 9 mph. Chance of precipitation is 70%. New rainfall amounts less than a tenth of an inch possible."
Rizo,5/29/2025,The Triple Door,Theatre,Downtown,"Rain likely before 2pm. Partly sunny, with a high near 67. East southeast wind around 9 mph. Chance of precipitation is 70%. New rainfall amounts less than a tenth of an inch possible."
The Kiffness: Vote4Pets Tour,5/29/2025,The Showbox,Music,Downtown,"Rain likely before 2pm. Partly sunny, with a high near 68. South wind around 8 mph. Chance of precipitation is 70%. New rainfall amounts less than a tenth of an inch possible."
UW Science Now,5/29/2025,Town Hall Seattle,Readings & Lectures,Downtown,"Rain likely before 2pm. Partly sunny. High near 69, with temperatures falling to around 67 in the afternoon. South southwest wind 6 to 9 mph. Chance of precipitation is 70%. New rainfall amounts less than a tenth of an inch possible."
Brand New,5/30/2025,WaMu Theater,Music,Pioneer Square,"Sunny, with a high near 77. North wind 2 to 6 mph."
Goldie Boutilier,5/30/2025,Barboza,Music,Capitol Hill / Central District,"Sunny, with a high near 76. North wind 1 to 6 mph."
Lords of Acid,5/30/2025,El Corazon,Music,Downtown,"Sunny, with a high near 75. North wind 2 to 7 mph."
RJD2,5/30/2025,Nectar Lounge,Music,Fremont / Ballard,"Sunny, with a high near 76. North wind 2 to 7 mph."
