Name,Date,Location,Type,Region,Weather
Alison Moyet,5/11/2025,The Showbox,Music,Downtown,"A chance of rain showers. Mostly cloudy. High near 62, with temperatures falling to around 59 in the afternoon. South southwest wind around 8 mph. Chance of precipitation is 50%. New rainfall amounts less than a tenth of an inch possible."
Fern Spores,5/11/2025,Sunset Tavern,Music,Fremont / Ballard,"A chance of rain showers. Mostly cloudy. High near 63, with temperatures falling to around 60 in the afternoon. South southwest wind 3 to 7 mph. Chance of precipitation is 50%. New rainfall amounts less than a tenth of an inch possible."
Rebecca Solnit,5/11/2025,Town Hall Seattle,Readings & Lectures,Downtown,"A chance of rain showers. Mostly cloudy. High near 63, with temperatures falling to around 60 in the afternoon. South southwest wind 3 to 7 mph. Chance of precipitation is 50%. New rainfall amounts less than a tenth of an inch possible."
SiR,5/11/2025,Showbox SoDo,Music,Pioneer Square,"A chance of rain showers. Mostly cloudy. High near 63, with temperatures falling to around 60 in the afternoon. South southwest wind 3 to 7 mph. Chance of precipitation is 50%. New rainfall amounts less than a tenth of an inch possible."
Corbin,5/12/2025,Barboza,Music,Capitol Hill / Central District,"A chance of rain showers. Partly sunny. High near 62, with temperatures falling to around 60 in the afternoon. West southwest wind around 5 mph. Chance of precipitation is 40%. New rainfall amounts less than a tenth of an inch possible."
Jemimah Wei,5/12/2025,Elliott Bay Book Company,Readings & Lectures,Capitol Hill / Central District,"A chance of rain showers before 5pm. Partly sunny. High near 61, with temperatures falling to around 59 in the afternoon. West southwest wind 1 to 5 mph. Chance of precipitation is 40%. New rainfall amounts less than a tenth of an inch possible."
Matthew Lindley,5/12/2025,Sunset Tavern,Music,Fremont / Ballard,"A chance of rain showers before 5pm. Partly sunny, with a high near 62. West southwest wind around 3 mph. Chance of precipitation is 40%. New rainfall amounts less than a tenth of an inch possible."
Thornhill,5/12/2025,El Corazon,Music,Downtown,"A chance of rain showers before 5pm. Partly sunny, with a high near 61. West southwest wind 1 to 5 mph. Chance of precipitation is 30%. New rainfall amounts less than a tenth of an inch possible."
An Evening with the Wladigeroff Brothers,5/13/2025,The Royal Room,Music,South Seattle,"Mostly cloudy, with a high near 62. South wind around 8 mph."
Bombargo,5/13/2025,Sunset Tavern,Music,Fremont / Ballard,"Mostly cloudy, with a high near 62. South wind around 7 mph."
Gilsons,5/13/2025,Nectar Lounge,Music,Fremont / Ballard,"Mostly cloudy, with a high near 64. South wind around 6 mph."
Jonathan Biss Transfiguration,5/13/2025,Meany Center for the Performing Arts,Music,University District,"Mostly cloudy, with a high near 63. South wind around 6 mph."
Magnolia Park,5/13/2025,El Corazon,Music,Downtown,"Mostly cloudy, with a high near 63. South wind around 7 mph."
Sanjena Sathian,5/13/2025,Elliott Bay Book Company,Readings & Lectures,Capitol Hill / Central District,"Mostly cloudy, with a high near 63. South southwest wind around 7 mph."
David Bisbal,5/14/2025,The Neptune Theatre,Music,University District,"Mostly cloudy, with a high near 62."
ONE OK ROCK,5/14/2025,WaMu Theater,Music,Pioneer Square,"Mostly cloudy, with a high near 61."
Orla Gartland,5/14/2025,The Showbox,Music,Downtown,"Mostly cloudy, with a high near 61."
Berlioz,5/15/2025,The Showbox,Music,Downtown,"A slight chance of rain showers after 5pm. Mostly cloudy, with a high near 62."
Madeline Goldstein,5/15/2025,Funhouse,Music,Capitol Hill / Central District,"A slight chance of rain showers after 5pm. Mostly cloudy, with a high near 60."
Matthew and the Atlas,5/15/2025,Sunset Tavern,Music,Fremont / Ballard,"A slight chance of rain showers after 5pm. Mostly cloudy, with a high near 61."
Meet Me at the Movies Spring 2025,5/15/2025,Bainbridge Island Museum of Art,Museums,West,"A slight chance of rain showers after 5pm. Mostly cloudy, with a high near 61."
Phil Cook,5/15/2025,Fremont Abbey Arts Center,Music,Fremont / Ballard,"A slight chance of rain showers after 5pm. Mostly cloudy, with a high near 62."
