Name,Date,Location,Type,Region,Weather
Abbey Blackwell,6/24/2024,Sunset Tavern,Music,Fremont / Ballard,"Partly sunny, with a high near 70. West northwest wind 2 to 7 mph."
From Indian Lakes,6/24/2024,Barboza,Music,Capitol Hill / Central District,"Mostly sunny, with a high near 68. North wind 2 to 8 mph."
Omni,6/24/2024,High Dive,Music,Fremont / Ballard,"Partly sunny, with a high near 68. West northwest wind 2 to 8 mph."
Santiago Cruz,6/24/2024,The Triple Door,Music,Downtown,"Partly sunny, with a high near 70. West northwest wind 2 to 7 mph."
Walter Mosley,6/24/2024,Elliott Bay Book Company,Readings & Lectures,Capitol Hill / Central District,"Partly sunny. High near 70, with temperatures falling to around 68 in the afternoon. North wind 2 to 7 mph."
Amin Ghaziani,6/25/2024,Elliott Bay Book Company,Readings & Lectures,Capitol Hill / Central District,"Sunny, with a high near 76. North wind 2 to 7 mph."
Big Tooth,6/25/2024,Sea Monster Lounge,Music,Wallingford / Greenlake,"Sunny, with a high near 77. North wind 3 to 7 mph."
Candlelight Concert – The Best of Joe Hisaishi,6/25/2024,Town Hall Seattle,Music,Downtown,"Sunny, with a high near 77. North wind 3 to 7 mph."
Candlelight Concert – Vivaldi’s Four Seasons,6/25/2024,Town Hall Seattle,Music,Downtown,"Sunny, with a high near 76. North wind 3 to 8 mph."
Emily Nenni,6/25/2024,Tractor Tavern,Music,Fremont / Ballard,"Sunny, with a high near 74. North wind 5 to 9 mph."
Lamont Landers,6/25/2024,Sunset Tavern,Music,Fremont / Ballard,"Sunny, with a high near 74. North wind 5 to 8 mph."
Lexer,6/25/2024,Nectar Lounge,Music,Fremont / Ballard,"Sunny, with a high near 74. North wind 5 to 8 mph."
Madrona,6/25/2024,High Dive,Music,Fremont / Ballard,"Sunny, with a high near 75. North wind 3 to 8 mph."
Mama Tits – Guts and Glitter,6/25/2024,The Triple Door,Theatre,Downtown,"Sunny, with a high near 77. North wind 3 to 7 mph."
Messer,6/25/2024,Funhouse,Music,Capitol Hill / Central District,"Sunny, with a high near 77. North wind 3 to 7 mph."
Queef Jerky,6/25/2024,Barboza,Music,Capitol Hill / Central District,"Sunny, with a high near 77. North wind 3 to 7 mph."
TRANSVIOLET,6/25/2024,Chop Suey,Music,Capitol Hill / Central District,"Sunny, with a high near 76. North wind 2 to 7 mph."
Ben Beal,6/26/2024,Barboza,Music,Capitol Hill / Central District,"A chance of rain showers. Mostly cloudy, with a high near 70. South southwest wind 2 to 9 mph. Chance of precipitation is 40%. New rainfall amounts between a tenth and quarter of an inch possible."
