Name,Date,Location,Type,Region,Weather
Alex Edelman,6/19/2025,The Neptune Theatre,Theatre,University District,"Partly sunny, with a high near 67. North wind 2 to 12 mph."
Curtis Stigers,6/19/2025,The Triple Door,Music,Downtown,"Partly sunny, with a high near 68. North wind 2 to 10 mph."
Dancing Plague,6/19/2025,El Corazon,Music,Downtown,"Partly sunny, with a high near 67. North wind 2 to 12 mph."
Fortress of the Bear,6/19/2025,Hidden Hall,Music,Fremont / Ballard,"Mostly cloudy. Low around 51, with temperatures rising to around 53 overnight. East wind around 2 mph."
Hala Alyan,6/19/2025,Elliott Bay Book Company,Readings & Lectures,Capitol Hill / Central District,"Partly sunny, with a high near 67. North wind 2 to 12 mph."
N.SSign,6/19/2025,The Showbox,Music,Downtown,"Mostly cloudy. Low around 50, with temperatures rising to around 52 overnight. East wind around 2 mph."
2010’s Night,6/20/2025,El Corazon,Music,Downtown,"Rain showers. Cloudy, with a high near 60. South wind 2 to 8 mph. Chance of precipitation is 90%. New rainfall amounts less than a tenth of an inch possible."
Ace Monroe,6/20/2025,Funhouse,Music,Capitol Hill / Central District,"Rain showers. Cloudy, with a high near 59. South wind 2 to 10 mph. Chance of precipitation is 90%. New rainfall amounts less than a tenth of an inch possible."
Goose Vargis,6/20/2025,Hidden Hall,Music,Fremont / Ballard,"Rain showers. Cloudy, with a high near 59. Southwest wind 2 to 10 mph. Chance of precipitation is 90%. New rainfall amounts less than a tenth of an inch possible."
MIYAVI,6/20/2025,The Showbox,Music,Downtown,"Rain showers. Cloudy, with a high near 59. South wind 2 to 10 mph. Chance of precipitation is 90%. New rainfall amounts less than a tenth of an inch possible."
2025 Fremont Solstice Day Party,6/21/2025,Hidden Hall,Music,Fremont / Ballard,"Rain showers. Mostly cloudy, with a high near 61. South southwest wind 3 to 13 mph. Chance of precipitation is 80%. New rainfall amounts between a tenth and quarter of an inch possible."
Beats Antique,6/21/2025,The Showbox,Music,Downtown,"Rain showers. Mostly cloudy, with a high near 61. South southwest wind 3 to 13 mph. Chance of precipitation is 80%. New rainfall amounts between a tenth and quarter of an inch possible."
Deon Cole Live,6/21/2025,The Moore Theatre,Theatre,Downtown,"Rain showers. Mostly cloudy, with a high near 62. Chance of precipitation is 80%. New rainfall amounts between a tenth and quarter of an inch possible."
Fu Manchu,6/21/2025,Neumos,Music,Capitol Hill / Central District,"Rain showers. Mostly cloudy, with a high near 61. Chance of precipitation is 80%. New rainfall amounts between a tenth and quarter of an inch possible."
Lacey Sturm,6/21/2025,El Corazon,Music,Downtown,"Rain showers. Mostly cloudy, with a high near 62. Southwest wind 3 to 14 mph. Chance of precipitation is 80%. New rainfall amounts between a tenth and quarter of an inch possible."
Broncho,6/22/2025,Neumos,Music,Capitol Hill / Central District,"A slight chance of rain showers before 11am. Partly sunny, with a high near 69."
Randy Feltface,6/22/2025,The Moore Theatre,Theatre,Downtown,"A slight chance of rain showers before 11am. Partly sunny, with a high near 69."
Valerie June,6/22/2025,The Showbox,Music,Downtown,"A slight chance of rain showers before 11am. Partly sunny, with a high near 69."
Rhiannon Giddens and The Old Time Revue,6/23/2025,The Moore Theatre,Music,Downtown,"Mostly sunny, with a high near 76."
Provoker,6/24/2025,Neumos,Music,Capitol Hill / Central District,"Sunny, with a high near 78."
Yarn,6/24/2025,Hidden Hall,Music,Fremont / Ballard,"Sunny, with a high near 78."
Cowboy Junkies,6/25/2025,The Moore Theatre,Music,Downtown,"Mostly sunny, with a high near 78."
Greer,6/25/2025,Neumos,Music,Capitol Hill / Central District,"Mostly sunny, with a high near 77."
Oliver Francis,6/25/2025,El Corazon,Music,Downtown,"Mostly sunny, with a high near 76."
