Name,Date,Location,Type,Region,Weather
Cool Company,3/14/2024,High Dive,Music,Fremont / Ballard,"Mostly sunny, with a high near 55. North wind 3 to 8 mph."
Replay Matinee: Roxanne Dunbar-Ortiz,3/14/2024,Town Hall Seattle,Readings & Lectures,Downtown,"Mostly sunny, with a high near 55. North wind 3 to 9 mph."
Seattle Kraken vs. Washington Capitals,3/14/2024,Climate Pledge Arena,Sports,Queen Anne / Seattle Center,"Mostly sunny, with a high near 55. North wind 3 to 9 mph."
Taste Washington: Pacific Standard,3/14/2024,Pier 62,Festivals & Special Events,Downtown,"Mostly sunny, with a high near 55. North wind 3 to 9 mph."
"The Lord of the Rings, The Return of the King",3/14/2024,National Nordic Museum,Museums,Fremont / Ballard,"Mostly sunny, with a high near 55. North wind 3 to 8 mph."
Tricia Romano: Voices of the Village,3/14/2024,Town Hall Seattle,Readings & Lectures,Downtown,"Mostly sunny, with a high near 56. North wind 2 to 7 mph."
Veeze,3/14/2024,The Neptune Theatre,Music,University District,"Mostly sunny, with a high near 55. North wind 3 to 8 mph."
Autoheart,3/15/2024,El Corazon,Music,Downtown,"Mostly sunny, with a high near 62. North wind around 8 mph."
Benjamin Wurgaft and Merry White,3/15/2024,Town Hall Seattle,Readings & Lectures,Downtown,"Mostly sunny, with a high near 61. North wind 6 to 10 mph."
Drew Martin,3/15/2024,Sunset Tavern,Music,Fremont / Ballard,"Mostly sunny, with a high near 61. North wind 6 to 10 mph."
Goose Vargis,3/15/2024,High Dive,Music,Fremont / Ballard,"Mostly sunny, with a high near 63. North wind around 7 mph."
Lee Fields and Monophonics,3/15/2024,The Neptune Theatre,Music,University District,"Mostly sunny, with a high near 62. North wind 6 to 9 mph."
MitiS,3/15/2024,Showbox SoDo,Music,Pioneer Square,"Mostly sunny, with a high near 63. North wind 6 to 9 mph."
Shakey,3/15/2024,Slim's Last Chance,Music,South Seattle,"Mostly sunny, with a high near 61. North northeast wind 6 to 9 mph."
Taste Washington: The New Vintage,3/15/2024,Pier 62,Festivals & Special Events,Downtown,"Mostly sunny, with a high near 61. North northeast wind 6 to 9 mph."
Taylor Rave,3/15/2024,The Showbox,Music,Downtown,"Mostly sunny, with a high near 62. North wind around 8 mph."
Text Me Back Live,3/15/2024,Town Hall Seattle,Theatre,Downtown,"Mostly sunny, with a high near 62. North wind around 8 mph."
