Name,Date,Location,Type,Region,Weather
Candlelight Concert – A Tribute to Adele,7/17/2024,Town Hall Seattle,Music,Downtown,"Partly sunny, with a high near 87. Southwest wind 1 to 7 mph."
Candlelight Concert – From Bach to The Beatles,7/17/2024,Town Hall Seattle,Music,Downtown,"Partly sunny, with a high near 87. Southwest wind 2 to 6 mph."
Celestial Navigation,7/17/2024,Sea Monster Lounge,Music,Wallingford / Greenlake,"Partly sunny, with a high near 87. Southwest wind 2 to 6 mph."
Dub Lounge International,7/17/2024,Sea Monster Lounge,Music,Wallingford / Greenlake,"Partly sunny, with a high near 87. Southwest wind 1 to 7 mph."
Futuristic,7/17/2024,Barboza,Music,Capitol Hill / Central District,"Partly sunny, with a high near 84. Southwest wind 1 to 8 mph."
Iris Dement,7/17/2024,The Triple Door,Music,Downtown,"Partly sunny, with a high near 87. Southwest wind 1 to 7 mph."
Paolo Bacigalupi,7/17/2024,Elliott Bay Book Company,Readings & Lectures,Capitol Hill / Central District,"Partly sunny, with a high near 88. West wind 1 to 8 mph."
Piano Starts Here – The Music of Leon Russell and James Booker,7/17/2024,The Royal Room,Music,South Seattle,"Partly sunny, with a high near 88. Southwest wind 1 to 8 mph."
Seattle Sounders FC vs. St. Louis SC,7/17/2024,Lumen Field,Sports,Pioneer Square,"Partly sunny, with a high near 87. Southwest wind 1 to 8 mph."
Summer Jobs Tour: Andrew Dismukes,7/17/2024,The Crocodile,Theatre,Downtown,"Partly sunny, with a high near 84. South southwest wind 2 to 8 mph."
Trianna Feruza and the Heavy Hitters,7/17/2024,High Dive,Music,Fremont / Ballard,"Partly sunny, with a high near 84. South southwest wind 1 to 8 mph."
Wave Function,7/17/2024,Sunset Tavern,Music,Fremont / Ballard,"Partly sunny, with a high near 84. South southwest wind 1 to 8 mph."
Art Gecko,7/18/2024,Tractor Tavern,Music,Fremont / Ballard,"Sunny, with a high near 85. South southwest wind around 8 mph."
Black Dogs,7/18/2024,Sea Monster Lounge,Music,Wallingford / Greenlake,"Sunny, with a high near 85. South southwest wind around 8 mph."
Conner Bouchard-Roberts and Anne de Marcken,7/18/2024,Elliott Bay Book Company,Readings & Lectures,Capitol Hill / Central District,"Sunny, with a high near 85. South southwest wind around 8 mph."
Jammah,7/18/2024,Sea Monster Lounge,Music,Wallingford / Greenlake,"Sunny, with a high near 84. South southwest wind 6 to 9 mph."
Jazz Is PHSH,7/18/2024,The Crocodile,Music,Downtown,"Sunny, with a high near 85. South southwest wind around 8 mph."
Jess Cornelius,7/18/2024,Barboza,Music,Capitol Hill / Central District,"Sunny, with a high near 85. South southwest wind around 8 mph."
Kississippi,7/18/2024,Funhouse,Music,Capitol Hill / Central District,"Sunny, with a high near 85. Southwest wind around 7 mph."
Mirabai Kukathas,7/18/2024,The Royal Room,Music,South Seattle,"Sunny, with a high near 82. South wind 7 to 10 mph."
Rachel Ewen,7/18/2024,Sunset Tavern,Music,Fremont / Ballard,"Sunny, with a high near 81. South southwest wind around 8 mph."
Ruby Mimosa Presents,7/18/2024,The Triple Door,Music,Downtown,"Sunny, with a high near 84. South southwest wind around 7 mph."
Summer Nights on the Terrace with Leanne Wilkins,7/18/2024,Museum of History & Industry,Music,Queen Anne / Seattle Center,"Sunny, with a high near 82. South southwest wind around 8 mph."
The Revival Brothers Band,7/18/2024,High Dive,Music,Fremont / Ballard,"Sunny, with a high near 82. South southwest wind around 8 mph."
The Sponges,7/18/2024,Nectar Lounge,Music,Fremont / Ballard,"Sunny, with a high near 81. South southwest wind around 8 mph."
Big Lazy,7/19/2024,The Royal Room,Music,South Seattle,"Sunny, with a high near 82. West southwest wind 3 to 8 mph."
David Ward,7/19/2024,Sea Monster Lounge,Music,Wallingford / Greenlake,"Sunny, with a high near 82. West wind 5 to 8 mph."
Fallujah,7/19/2024,El Corazon,Music,Downtown,"Sunny, with a high near 80. West southwest wind 6 to 9 mph."
Forest Ray,7/19/2024,Sunset Tavern,Music,Fremont / Ballard,"Sunny, with a high near 83. West wind 5 to 8 mph."
Graveyard of the Pacific,7/19/2024,Slim's Last Chance,Music,South Seattle,"Sunny, with a high near 83. West wind 5 to 8 mph."
Half Past Two and Simple Minded Symphony,7/19/2024,Funhouse,Music,Capitol Hill / Central District,"Sunny, with a high near 83. West wind 5 to 8 mph."
Idina Menzel,7/19/2024,The Paramount Theatre,Music,Downtown,"Sunny, with a high near 82. West wind around 8 mph."
James Vincent McMorrow,7/19/2024,The Crocodile,Music,Downtown,"Sunny, with a high near 83. West northwest wind 3 to 8 mph."
Joe Casalini Trio,7/19/2024,The Royal Room,Music,South Seattle,"Sunny, with a high near 79. West wind around 8 mph."
LeRoy Bell and His Only Friends,7/19/2024,The Triple Door,Music,Downtown,"Sunny, with a high near 80. West southwest wind around 8 mph."
Petty Thief: Tribute to Tom Petty,7/19/2024,Nectar Lounge,Music,Fremont / Ballard,"Sunny, with a high near 80. West southwest wind around 8 mph."
Prezident Brown,7/19/2024,High Dive,Music,Fremont / Ballard,"Sunny, with a high near 82. West southwest wind 3 to 8 mph."
Rae Isla,7/19/2024,Fremont Abbey Arts Center,Music,Fremont / Ballard,"Sunny, with a high near 80. West southwest wind 6 to 9 mph."
Alessandra Rose,7/20/2024,Sunset Tavern,Music,Fremont / Ballard,"Sunny, with a high near 82."
Artist Talk: Charles Emerson – Color & Abstraction,7/20/2024,Bainbridge Island Museum of Art,Museums,West,"Sunny, with a high near 84."
Battlestar Kalakala,7/20/2024,Sea Monster Lounge,Music,Wallingford / Greenlake,"Sunny, with a high near 85."
Brad Williams,7/20/2024,The Moore Theatre,Theatre,Downtown,"Sunny, with a high near 84."
D. Savage – Never Left Tour,7/20/2024,The Crocodile,Music,Downtown,"Sunny, with a high near 82."
Jah Wobble,7/20/2024,The Triple Door,Music,Downtown,"Sunny, with a high near 82."
