Name,Date,Location,Type,Region,Weather
Big Bubble Rave,5/25/2024,El Corazon,Music,Downtown,"A chance of rain showers. Mostly cloudy, with a high near 58. South southwest wind 2 to 14 mph. Chance of precipitation is 40%. New rainfall amounts less than a tenth of an inch possible."
Boeing Employee Concert Band Memorial Day Weekend Concert,5/25/2024,The Museum of Flight,Music,South Seattle,"A chance of rain showers. Cloudy, with a high near 59. South wind 6 to 13 mph. Chance of precipitation is 40%. New rainfall amounts less than a tenth of an inch possible."
Christ Dillinger,5/25/2024,The Neptune Theatre,Music,University District,"A chance of rain showers. Cloudy, with a high near 58. South wind 3 to 14 mph. Chance of precipitation is 40%. New rainfall amounts less than a tenth of an inch possible."
For The Girls Tour,5/25/2024,The Crocodile,Theatre,Downtown,"A chance of rain showers. Cloudy. High near 59, with temperatures falling to around 57 in the afternoon. South wind 3 to 13 mph. Chance of precipitation is 40%. New rainfall amounts less than a tenth of an inch possible."
House of Disco,5/25/2024,Chop Suey,Music,Capitol Hill / Central District,"A chance of rain showers. Cloudy, with a high near 58. South wind 1 to 13 mph. Chance of precipitation is 40%. New rainfall amounts less than a tenth of an inch possible."
Jammah,5/25/2024,Sea Monster Lounge,Music,Wallingford / Greenlake,"A chance of rain showers. Mostly cloudy. High near 58, with temperatures falling to around 56 in the afternoon. South wind 2 to 14 mph. Chance of precipitation is 40%. New rainfall amounts less than a tenth of an inch possible."
Kalimba: The Spirit of Earth Wind and Fire,5/25/2024,The Triple Door,Music,Downtown,"A chance of rain showers. Mostly cloudy, with a high near 60. South southwest wind 1 to 14 mph. Chance of precipitation is 40%. New rainfall amounts less than a tenth of an inch possible."
Piston Ready,5/25/2024,Slim's Last Chance,Music,South Seattle,"A chance of rain showers. Cloudy. High near 59, with temperatures falling to around 57 in the afternoon. South wind 3 to 13 mph. Chance of precipitation is 40%. New rainfall amounts less than a tenth of an inch possible."
Profanatica,5/25/2024,Funhouse,Music,Capitol Hill / Central District,"A chance of rain showers. Cloudy, with a high near 59. Southwest wind 5 to 14 mph. Chance of precipitation is 40%. New rainfall amounts less than a tenth of an inch possible."
Renata Alves Full Band Show,5/25/2024,The Royal Room,Music,South Seattle,"A chance of rain showers. Mostly cloudy. High near 58, with temperatures falling to around 56 in the afternoon. South wind 2 to 14 mph. Chance of precipitation is 40%. New rainfall amounts less than a tenth of an inch possible."
Ride,5/25/2024,The Showbox,Music,Downtown,"A chance of rain showers. Cloudy, with a high near 58. South wind 3 to 14 mph. Chance of precipitation is 40%. New rainfall amounts less than a tenth of an inch possible."
Seattle Storm vs. Washington Mystics,5/25/2024,Climate Pledge Arena,Sports,Queen Anne / Seattle Center,"A chance of rain showers. Cloudy, with a high near 59. Southwest wind 5 to 14 mph. Chance of precipitation is 40%. New rainfall amounts less than a tenth of an inch possible."
The Wildwoods,5/25/2024,The Royal Room,Music,South Seattle,"A chance of rain showers. Mostly cloudy, with a high near 58. South southwest wind 2 to 14 mph. Chance of precipitation is 40%. New rainfall amounts less than a tenth of an inch possible."
