Name,Date,Location,Type,Region,Weather
Jeezy,7/28/2024,The Neptune Theatre,Music,University District,"Mostly sunny, with a high near 76. South wind 6 to 9 mph."
MANISHA,7/28/2024,Tractor Tavern,Music,Fremont / Ballard,"Mostly sunny, with a high near 73. South southwest wind around 9 mph."
Summit to Sound Festival,7/28/2024,Seacrest Park,Festivals & Special Events,West Seattle,"Mostly sunny, with a high near 74. South southwest wind 6 to 9 mph."
The Gold Souls,7/28/2024,High Dive,Music,Fremont / Ballard,"Mostly sunny, with a high near 74. South wind 6 to 10 mph."
Wind-Up Birds,7/28/2024,Sunset Tavern,Music,Fremont / Ballard,"Mostly sunny, with a high near 76. South southwest wind around 8 mph."
Amanda Montell,7/29/2024,Elliott Bay Book Company,Readings & Lectures,Capitol Hill / Central District,"Rain before 5pm, then a chance of rain showers. Cloudy, with a high near 65. South wind around 10 mph. Chance of precipitation is 80%. New rainfall amounts between a quarter and half of an inch possible."
Fleur-Blue-e,7/29/2024,High Dive,Music,Fremont / Ballard,"Rain before 5pm, then a chance of rain showers. Cloudy, with a high near 67. South wind 7 to 10 mph. Chance of precipitation is 80%. New rainfall amounts between a quarter and half of an inch possible."
In Plain Air,7/29/2024,Funhouse,Music,Capitol Hill / Central District,"Rain before 5pm, then rain showers likely. Cloudy, with a high near 67. South wind 6 to 10 mph. Chance of precipitation is 80%. New rainfall amounts between a quarter and half of an inch possible."
ZooTunes: Norah Jones,7/29/2024,Woodland Park Zoo,Music,Wallingford / Greenlake,"Rain before 5pm, then rain showers likely. Cloudy, with a high near 67. South wind 6 to 10 mph. Chance of precipitation is 80%. New rainfall amounts between a quarter and half of an inch possible."
BAB L’BLUZ,7/30/2024,Nectar Lounge,Music,Fremont / Ballard,"Mostly cloudy, with a high near 71. South wind around 7 mph."
Eye Am Music,7/30/2024,Sea Monster Lounge,Music,Wallingford / Greenlake,"Mostly cloudy, with a high near 71. South southwest wind around 7 mph."
Green Jelly,7/30/2024,El Corazon,Music,Downtown,"Mostly cloudy, with a high near 72. South southwest wind around 7 mph."
Jannese Torres,7/30/2024,Elliott Bay Book Company,Readings & Lectures,Capitol Hill / Central District,"Mostly cloudy, with a high near 73. South wind around 7 mph."
John Bishop,7/30/2024,The Neptune Theatre,Theatre,University District,"Mostly cloudy, with a high near 72. South southwest wind around 7 mph."
