Name,Date,Location,Type,Region,Weather
2025 Salish Sea Early Music: French Baroque Trio Sonatas with Musica Alta Ripa,3/13/2025,Faith Lutheran Church,Music,North Seattle,"Rain. Cloudy. Low around 40, with temperatures rising to around 42 overnight. West southwest wind around 8 mph. Chance of precipitation is 90%. New rainfall amounts between a quarter and half of an inch possible."
Anoushka Shankar,3/13/2025,The Moore Theatre,Music,Downtown,"Rain. Cloudy. Low around 40, with temperatures rising to around 42 overnight. West southwest wind around 8 mph. Chance of precipitation is 90%. New rainfall amounts between a quarter and half of an inch possible."
Michael Marcagi,3/13/2025,The Showbox,Music,Downtown,"A chance of rain before 8am, then showers and thunderstorms. Mostly cloudy. High near 47, with temperatures falling to around 45 in the afternoon. South southwest wind 9 to 16 mph, with gusts as high as 24 mph. Chance of precipitation is 90%. New rainfall amounts between a tenth and quarter of an inch possible."
Pert Near Sandstone and Cascade Crescendo,3/13/2025,Nectar Lounge,Music,Fremont / Ballard,"A chance of rain before 8am, then showers and thunderstorms. Mostly cloudy. High near 47, with temperatures falling to around 45 in the afternoon. South southwest wind 10 to 17 mph, with gusts as high as 24 mph. Chance of precipitation is 90%. New rainfall amounts less than a tenth of an inch possible."
SuperMother,3/13/2025,Sunset Tavern,Music,Fremont / Ballard,"Rain. Cloudy. Low around 39, with temperatures rising to around 41 overnight. West southwest wind around 7 mph. Chance of precipitation is 90%. New rainfall amounts between a quarter and half of an inch possible."
Hippies With Money,3/14/2025,Funhouse,Music,Capitol Hill / Central District,"Rain. Mostly cloudy, with a high near 50. East southeast wind around 7 mph. Chance of precipitation is 80%. New rainfall amounts less than a tenth of an inch possible."
Nettspend,3/14/2025,The Showbox,Music,Downtown,"Rain. Mostly cloudy, with a high near 50. East southeast wind around 6 mph. Chance of precipitation is 80%. New rainfall amounts less than a tenth of an inch possible."
Buzz Brump,3/15/2025,Sea Monster Lounge,Music,Wallingford / Greenlake,"Rain. Cloudy, with a high near 50. Chance of precipitation is 100%. New rainfall amounts between a quarter and half of an inch possible."
Colin Meloy,3/15/2025,Town Hall Seattle,Music,Downtown,"Rain. Cloudy, with a high near 50. South wind around 14 mph, with gusts as high as 25 mph. Chance of precipitation is 100%. New rainfall amounts between a quarter and half of an inch possible."
Erykah Badu Tribute,3/15/2025,The Royal Room,Music,South Seattle,"Rain. Cloudy, with a high near 50. Chance of precipitation is 100%. New rainfall amounts between a quarter and half of an inch possible."
Exes and O’s live with Shannon Beveridge,3/15/2025,Neumos,Theatre,Capitol Hill / Central District,"Rain. Cloudy, with a high near 49. South wind around 17 mph, with gusts as high as 26 mph. Chance of precipitation is 100%. New rainfall amounts between a quarter and half of an inch possible."
GRIPIN,3/15/2025,High Dive,Music,Fremont / Ballard,"Rain. Cloudy, with a high near 49. South wind around 15 mph, with gusts as high as 26 mph. Chance of precipitation is 100%. New rainfall amounts between a quarter and half of an inch possible."
Hieroglyphics,3/15/2025,The Crocodile,Music,Downtown,"Rain. Cloudy, with a high near 50. South wind around 14 mph, with gusts as high as 25 mph. Chance of precipitation is 100%. New rainfall amounts between a quarter and half of an inch possible."
Motor City Tribute Quintet,3/15/2025,The Royal Room,Music,South Seattle,"Rain. Cloudy, with a high near 50. Chance of precipitation is 100%. New rainfall amounts between a quarter and half of an inch possible."
