Name,Date,Location,Type,Region,Weather
Anima!,5/24/2024,Barboza,Music,Capitol Hill / Central District,"A chance of rain showers. Cloudy. High near 58, with temperatures falling to around 56 in the afternoon. South wind around 7 mph. Chance of precipitation is 50%. New rainfall amounts less than a tenth of an inch possible."
Freddy Fuego,5/24/2024,The Royal Room,Music,South Seattle,"A chance of rain showers. Cloudy, with a high near 56. South southeast wind around 7 mph. Chance of precipitation is 50%. New rainfall amounts less than a tenth of an inch possible."
Kumar Sanu and Sadhana Sargam,5/24/2024,The Paramount Theatre,Music,Downtown,"A chance of rain showers. Cloudy, with a high near 55. South southeast wind 5 to 8 mph. Chance of precipitation is 50%. New rainfall amounts less than a tenth of an inch possible."
Lovely Colours,5/24/2024,High Dive,Music,Fremont / Ballard,"A chance of rain showers. Cloudy, with a high near 55. South southeast wind 5 to 8 mph. Chance of precipitation is 50%. New rainfall amounts less than a tenth of an inch possible."
Psychedelic Porn Crumpets,5/24/2024,The Showbox,Music,Downtown,"A chance of rain showers. Cloudy, with a high near 56. South southeast wind 5 to 8 mph. Chance of precipitation is 50%. New rainfall amounts less than a tenth of an inch possible."
Roc Marciano,5/24/2024,The Crocodile,Music,Downtown,"A chance of rain showers. Cloudy, with a high near 55. South southeast wind 5 to 8 mph. Chance of precipitation is 50%. New rainfall amounts less than a tenth of an inch possible."
Shelby Earl,5/24/2024,The Triple Door,Music,Downtown,"A chance of rain showers. Cloudy, with a high near 55. South southeast wind 5 to 8 mph. Chance of precipitation is 50%. New rainfall amounts less than a tenth of an inch possible."
The Big Burlesqueski,5/24/2024,Rendezvous JewelBox Theater,Theatre,Downtown,"A chance of rain showers. Cloudy, with a high near 57. South southeast wind 5 to 8 mph. Chance of precipitation is 50%. New rainfall amounts less than a tenth of an inch possible."
The Young Fresh Fellows,5/24/2024,Tractor Tavern,Music,Fremont / Ballard,"A chance of rain showers. Cloudy, with a high near 56. South southeast wind around 7 mph. Chance of precipitation is 50%. New rainfall amounts less than a tenth of an inch possible."
This Will Destroy You,5/24/2024,Neumos,Music,Capitol Hill / Central District,"A chance of rain showers. Cloudy. High near 58, with temperatures falling to around 56 in the afternoon. South wind around 7 mph. Chance of precipitation is 50%. New rainfall amounts less than a tenth of an inch possible."
Wanderers by Trade: Bob Dylan’s Birthday Bash,5/24/2024,The Royal Room,Music,South Seattle,"A chance of rain showers. Cloudy, with a high near 55. South southeast wind 5 to 8 mph. Chance of precipitation is 50%. New rainfall amounts less than a tenth of an inch possible."
Big Bubble Rave,5/25/2024,El Corazon,Music,Downtown,"A chance of rain showers. Mostly cloudy, with a high near 58. South wind 6 to 9 mph. Chance of precipitation is 40%. New rainfall amounts less than a tenth of an inch possible."
Christ Dillinger,5/25/2024,The Neptune Theatre,Music,University District,"A chance of rain showers. Mostly cloudy, with a high near 57. South wind 5 to 8 mph. Chance of precipitation is 40%. New rainfall amounts less than a tenth of an inch possible."
For The Girls Tour,5/25/2024,The Crocodile,Theatre,Downtown,"A chance of rain showers. Mostly cloudy, with a high near 58. South wind 5 to 8 mph. Chance of precipitation is 40%. New rainfall amounts less than a tenth of an inch possible."
House of Disco,5/25/2024,Chop Suey,Music,Capitol Hill / Central District,"A chance of rain showers. Mostly cloudy, with a high near 57. South wind 6 to 9 mph. Chance of precipitation is 40%. New rainfall amounts less than a tenth of an inch possible."
Kalimba: The Spirit of Earth Wind and Fire,5/25/2024,The Triple Door,Music,Downtown,"A chance of rain showers. Mostly cloudy, with a high near 58. South wind 5 to 8 mph. Chance of precipitation is 40%. New rainfall amounts less than a tenth of an inch possible."
Profanatica,5/25/2024,Funhouse,Music,Capitol Hill / Central District,"A chance of rain showers. Mostly cloudy, with a high near 59. South wind 6 to 9 mph. Chance of precipitation is 40%. New rainfall amounts less than a tenth of an inch possible."
Renata Alves Full Band Show,5/25/2024,The Royal Room,Music,South Seattle,"A chance of rain showers. Mostly cloudy, with a high near 57. South wind 6 to 9 mph. Chance of precipitation is 40%. New rainfall amounts less than a tenth of an inch possible."
Ride,5/25/2024,The Showbox,Music,Downtown,"A chance of rain showers. Mostly cloudy, with a high near 57. South wind 5 to 8 mph. Chance of precipitation is 40%. New rainfall amounts less than a tenth of an inch possible."
Seattle Storm vs. Washington Mystics,5/25/2024,Climate Pledge Arena,Sports,Queen Anne / Seattle Center,"A chance of rain showers. Mostly cloudy, with a high near 59. South wind 6 to 9 mph. Chance of precipitation is 40%. New rainfall amounts less than a tenth of an inch possible."
The Wildwoods,5/25/2024,The Royal Room,Music,South Seattle,"A chance of rain showers. Mostly cloudy, with a high near 58. South wind 6 to 9 mph. Chance of precipitation is 40%. New rainfall amounts less than a tenth of an inch possible."
To What Remains,5/25/2024,The Museum of Flight,Film & Media Arts,South Seattle,"A chance of rain showers. Mostly cloudy, with a high near 58. South wind 5 to 8 mph. Chance of precipitation is 40%. New rainfall amounts less than a tenth of an inch possible."
Wheel,5/25/2024,Barboza,Music,Capitol Hill / Central District,"A chance of rain showers. Mostly cloudy, with a high near 58. South wind 5 to 8 mph. Chance of precipitation is 40%. New rainfall amounts less than a tenth of an inch possible."
Annie Eastwood,5/26/2024,Sea Monster Lounge,Music,Wallingford / Greenlake,"A chance of rain showers before 5pm. Mostly cloudy, with a high near 58. South wind around 9 mph. Chance of precipitation is 40%."
Avenue East,5/26/2024,High Dive,Music,Fremont / Ballard,"A chance of rain showers before 5pm. Mostly cloudy, with a high near 60. South wind around 9 mph. Chance of precipitation is 40%."
Colby Acuff,5/26/2024,Tractor Tavern,Music,Fremont / Ballard,"A chance of rain showers before 5pm. Mostly cloudy, with a high near 60. South wind around 8 mph. Chance of precipitation is 30%."
Jacob Collier,5/26/2024,The Paramount Theatre,Music,Downtown,"A chance of rain showers before 5pm. Mostly cloudy, with a high near 59. South wind around 12 mph. Chance of precipitation is 40%."
Kathy Moore Super Power Trio,5/26/2024,Sunset Tavern,Music,Fremont / Ballard,"A chance of rain showers before 5pm. Mostly cloudy, with a high near 61. South wind around 7 mph. Chance of precipitation is 30%."
Massive Monkees Day,5/26/2024,The Neptune Theatre,Music,University District,"A chance of rain showers before 5pm. Mostly cloudy, with a high near 59. South wind around 8 mph. Chance of precipitation is 40%."
Chad and JT,5/27/2024,The Crocodile,Theatre,Downtown,"Partly sunny, with a high near 68."
Goodbye Viking,5/27/2024,Sunset Tavern,Music,Fremont / Ballard,"Partly sunny, with a high near 69."
Avi Kaplan,5/28/2024,The Crocodile,Music,Downtown,"Rain showers likely. Mostly cloudy, with a high near 61."
Holly Humberstone,5/28/2024,Neumos,Music,Capitol Hill / Central District,"Rain showers likely. Mostly cloudy, with a high near 61."
Nora Kenworthy,5/28/2024,Town Hall Seattle,Readings & Lectures,Downtown,"Rain showers likely. Mostly cloudy, with a high near 61."
Vanished,5/28/2024,Sunset Tavern,Music,Fremont / Ballard,"Rain showers likely. Mostly cloudy, with a high near 61."
Beverly Crusher,5/29/2024,Sunset Tavern,Music,Fremont / Ballard,"A chance of rain showers. Partly sunny, with a high near 64."
Cloud Nothings,5/29/2024,Tractor Tavern,Music,Fremont / Ballard,"A chance of rain showers. Partly sunny, with a high near 63."
Hanabie,5/29/2024,The Crocodile,Music,Downtown,"A chance of rain showers. Partly sunny, with a high near 62."
Nerd Tour 2024 – Seattle,5/29/2024,Rendezvous JewelBox Theater,Theatre,Downtown,"A chance of rain showers. Partly sunny, with a high near 63."
Seattle Sounders FC vs. Real Salt Lake,5/29/2024,Lumen Field,Sports,Pioneer Square,"A chance of rain showers. Partly sunny, with a high near 63."
Bloodbath,5/30/2024,El Corazon,Music,Downtown,"A slight chance of rain showers after 11am. Mostly sunny, with a high near 64."
Caifanes and Cafe Tacvba,5/30/2024,WaMu Theater,Music,Pioneer Square,"A slight chance of rain showers between 11am and 5pm. Partly sunny, with a high near 64."
Great Women of Folk and Country,5/30/2024,The Royal Room,Music,South Seattle,"A slight chance of rain showers. Mostly sunny, with a high near 64."
Greyhounds,5/30/2024,Tractor Tavern,Music,Fremont / Ballard,"A slight chance of rain showers after 11am. Mostly sunny, with a high near 63."
La Luz,5/30/2024,The Crocodile,Music,Downtown,"A slight chance of rain showers. Partly sunny, with a high near 63."
Mariee Siou,5/30/2024,Fremont Abbey Arts Center,Music,Fremont / Ballard,"A slight chance of rain showers after 11am. Mostly sunny, with a high near 63."
Nicholas D. Kristof,5/30/2024,Town Hall Seattle,Readings & Lectures,Downtown,"A slight chance of rain showers after 11am. Mostly sunny, with a high near 63."
