Name,Date,Location,Type,Region,Weather
Global Rhythms: Trio Brasileiro,4/28/2025,Town Hall Seattle,Music,Downtown,"A chance of rain after noon. Mostly cloudy, with a high near 57. South wind 7 to 10 mph. Chance of precipitation is 30%. New rainfall amounts less than a tenth of an inch possible."
jackie tulsa,4/28/2025,Sunset Tavern,Music,Fremont / Ballard,"A chance of rain after noon. Mostly cloudy. High near 59, with temperatures falling to around 57 in the afternoon. South wind 6 to 9 mph. Chance of precipitation is 30%. New rainfall amounts less than a tenth of an inch possible."
John Splithoff,4/28/2025,Neumos,Music,Capitol Hill / Central District,"A chance of rain after noon. Mostly cloudy, with a high near 58. South wind 6 to 9 mph. Chance of precipitation is 30%. New rainfall amounts less than a tenth of an inch possible."
Mereba,4/28/2025,The Showbox,Music,Downtown,"A chance of rain after noon. Mostly cloudy. High near 58, with temperatures falling to around 56 in the afternoon. South wind 6 to 9 mph. Chance of precipitation is 30%. New rainfall amounts less than a tenth of an inch possible."
Vanity Project,4/28/2025,High Dive,Music,Fremont / Ballard,"A chance of rain after noon. Mostly cloudy, with a high near 58. South southwest wind 6 to 9 mph. Chance of precipitation is 30%. New rainfall amounts less than a tenth of an inch possible."
Alton Brown Live: Last Bite,4/29/2025,The Paramount Theatre,Theatre,Downtown,"A chance of rain before 5pm. Mostly cloudy. High near 60, with temperatures falling to around 58 in the afternoon. Northeast wind 1 to 8 mph. Chance of precipitation is 50%. New rainfall amounts less than a tenth of an inch possible."
half alive,4/29/2025,Showbox SoDo,Music,Pioneer Square,"Rain likely before 5pm. Mostly cloudy. High near 60, with temperatures falling to around 58 in the afternoon. East wind 1 to 8 mph. Chance of precipitation is 60%. New rainfall amounts less than a tenth of an inch possible."
Henry Mansfield,4/29/2025,Barboza,Music,Capitol Hill / Central District,"Rain likely before 5pm. Mostly cloudy. High near 60, with temperatures falling to around 58 in the afternoon. East northeast wind 1 to 8 mph. Chance of precipitation is 60%. New rainfall amounts less than a tenth of an inch possible."
Shordie Shordie,4/29/2025,The Neptune Theatre,Music,University District,"Rain likely before 5pm. Mostly cloudy. High near 60, with temperatures falling to around 58 in the afternoon. East wind 1 to 8 mph. Chance of precipitation is 60%. New rainfall amounts less than a tenth of an inch possible."
Susan Lieu with Quynh Pham,4/29/2025,Town Hall Seattle,Readings & Lectures,Downtown,"Rain likely before 5pm. Mostly cloudy. High near 58, with temperatures falling to around 56 in the afternoon. East southeast wind 1 to 10 mph. Chance of precipitation is 60%. New rainfall amounts less than a tenth of an inch possible."
