Name,Date,Location,Type,Region,Weather
Dream Patrol,10/22/2024,Sunset Tavern,Music,Fremont / Ballard,"A slight chance of rain showers before 8am. Mostly sunny, with a high near 56. South southwest wind around 5 mph. Chance of precipitation is 20%. New rainfall amounts less than a tenth of an inch possible."
Ken Yates,10/22/2024,Fremont Abbey Arts Center,Music,Fremont / Ballard,"A slight chance of rain showers before 8am. Mostly sunny, with a high near 56. West southwest wind 2 to 7 mph. Chance of precipitation is 20%. New rainfall amounts less than a tenth of an inch possible."
Netse Mot: One People Gathering,10/22/2024,The Paramount Theatre,Festivals & Special Events,Downtown,"A slight chance of rain showers before 8am. Mostly sunny, with a high near 56. Southwest wind around 6 mph. Chance of precipitation is 20%. New rainfall amounts less than a tenth of an inch possible."
Snow Strippers,10/22/2024,Neumos,Music,Capitol Hill / Central District,"A slight chance of rain showers before 8am. Mostly sunny, with a high near 56. West southwest wind 2 to 7 mph. Chance of precipitation is 20%. New rainfall amounts less than a tenth of an inch possible."
Strictly Ballroom – Melodies in Motion,10/22/2024,Bainbridge Island Museum of Art,Museums,West,"A slight chance of rain showers before 8am. Mostly sunny. High near 57, with temperatures falling to around 55 in the afternoon. South southwest wind around 6 mph. Chance of precipitation is 20%. New rainfall amounts less than a tenth of an inch possible."
Ashley Cooke,10/23/2024,Tractor Tavern,Music,Fremont / Ballard,"A chance of rain showers after 11am. Partly sunny, with a high near 51. South southeast wind 1 to 5 mph. Chance of precipitation is 40%. New rainfall amounts less than a tenth of an inch possible."
Fake Fruit,10/23/2024,Sunset Tavern,Music,Fremont / Ballard,"A chance of rain showers after 11am. Mostly cloudy, with a high near 53. South wind around 3 mph. Chance of precipitation is 40%. New rainfall amounts less than a tenth of an inch possible."
Laser Pop Punk Night,10/23/2024,Pacific Science Center,Museums,Queen Anne / Seattle Center,"A chance of rain showers after 11am. Mostly cloudy, with a high near 53. South wind around 2 mph. Chance of precipitation is 40%. New rainfall amounts less than a tenth of an inch possible."
Samm Henshaw,10/23/2024,Barboza,Music,Capitol Hill / Central District,"A chance of rain showers after 11am. Mostly cloudy, with a high near 53. South wind around 2 mph. Chance of precipitation is 40%. New rainfall amounts less than a tenth of an inch possible."
Wendy Martin,10/23/2024,Elliott Bay Book Company,Readings & Lectures,Capitol Hill / Central District,"A chance of rain showers after 11am. Mostly cloudy, with a high near 53. South wind around 3 mph. Chance of precipitation is 40%. New rainfall amounts less than a tenth of an inch possible."
60 Minutes in Space: Stars and Jack-o’-Lanterns,10/24/2024,Pacific Science Center,Museums,Queen Anne / Seattle Center,"Mostly sunny, with a high near 53. North northeast wind 2 to 7 mph."
Double Feature: Bride of Frankenstein and Young Frankenstein,10/24/2024,Benaroya Hall,Music,Downtown,"Mostly sunny, with a high near 51. Northeast wind 2 to 7 mph."
Glass Cannons,10/24/2024,High Dive,Music,Fremont / Ballard,"Mostly sunny, with a high near 53. North northeast wind 2 to 7 mph."
Jazz with Jim: Jazz Today,10/24/2024,Bainbridge Island Museum of Art,Music,West,"Partly sunny, with a high near 54. Northeast wind 2 to 7 mph."
Jeffrey Martin,10/24/2024,Tractor Tavern,Music,Fremont / Ballard,"Partly sunny, with a high near 55. Northeast wind 2 to 6 mph."
Jenny Slate,10/24/2024,The Neptune Theatre,Readings & Lectures,University District,"Mostly sunny, with a high near 54. North northeast wind 2 to 7 mph."
Kelly Goto,10/24/2024,Elliott Bay Book Company,Readings & Lectures,Capitol Hill / Central District,"Mostly sunny, with a high near 54. North northeast wind 2 to 7 mph."
Orion Sun,10/24/2024,Neumos,Music,Capitol Hill / Central District,"Mostly sunny, with a high near 53. North northeast wind 2 to 7 mph."
Shawn Mendes,10/24/2024,The Paramount Theatre,Music,Downtown,"Mostly sunny, with a high near 54. North northeast wind 2 to 7 mph."
VTB,10/24/2024,Funhouse,Music,Capitol Hill / Central District,"Partly sunny, with a high near 54. North northeast wind 2 to 7 mph."
( (( PHONATION )) ),10/25/2024,Benaroya Hall,Music,Downtown,"A chance of rain after 5pm. Mostly cloudy, with a high near 56. Chance of precipitation is 40%."
Balcony Bridge,10/25/2024,Barboza,Music,Capitol Hill / Central District,"A chance of rain after 5pm. Mostly cloudy, with a high near 56. Chance of precipitation is 40%."
Benjamin Tod and Lost Dog Street Band,10/25/2024,The Showbox,Music,Downtown,"A chance of rain after 5pm. Mostly cloudy, with a high near 56. Chance of precipitation is 40%."
Bilal,10/25/2024,Tractor Tavern,Music,Fremont / Ballard,"A chance of rain after 5pm. Mostly cloudy, with a high near 56. Chance of precipitation is 40%."
Destroy Boys,10/25/2024,The Crocodile,Music,Downtown,"A chance of rain after 5pm. Mostly cloudy, with a high near 56. Chance of precipitation is 40%."
Duende Libre,10/25/2024,Bainbridge Island Museum of Art,Music,West,"A chance of rain after 5pm. Mostly cloudy, with a high near 54. Chance of precipitation is 40%."
Jason Eady,10/25/2024,High Dive,Music,Fremont / Ballard,"A chance of rain after 5pm. Mostly cloudy, with a high near 57. Chance of precipitation is 40%."
Morgan Jay,10/25/2024,The Neptune Theatre,Theatre,University District,"A chance of rain after 5pm. Mostly cloudy, with a high near 56. Chance of precipitation is 40%."
Penn and Teller,10/25/2024,The Paramount Theatre,Theatre,Downtown,"A chance of rain after 5pm. Mostly cloudy, with a high near 56. Chance of precipitation is 40%."
Sebastian Maniscalco,10/25/2024,Climate Pledge Arena,Theatre,Queen Anne / Seattle Center,"A chance of rain after 5pm. Mostly cloudy, with a high near 54. Chance of precipitation is 40%."
Smoker Dad Album Release Party,10/25/2024,Sunset Tavern,Music,Fremont / Ballard,"A chance of rain after 5pm. Mostly cloudy, with a high near 56. Chance of precipitation is 40%."
SYML with the Seattle Symphony,10/25/2024,Benaroya Hall,Music,Downtown,"A chance of rain after 5pm. Mostly cloudy, with a high near 56. Chance of precipitation is 40%."
Beserat Tafesse,10/26/2024,Bainbridge Island Museum of Art,Music,West,"Rain. Cloudy, with a high near 55."
Boots,10/26/2024,Sunset Tavern,Music,Fremont / Ballard,"Rain. Cloudy, with a high near 57."
Diwaloween,10/26/2024,The Crocodile,Music,Downtown,"Rain. Cloudy, with a high near 57."
Eilen Jewell,10/26/2024,Tractor Tavern,Music,Fremont / Ballard,"Rain. Cloudy, with a high near 58."
Fiesta Flamenca,10/26/2024,The Royal Room,Music,South Seattle,"Rain. Cloudy, with a high near 57."
Jesse Welles,10/26/2024,Barboza,Music,Capitol Hill / Central District,"Rain. Cloudy, with a high near 57."
Nothing But Thieves,10/26/2024,The Paramount Theatre,Music,Downtown,"Rain. Cloudy, with a high near 58."
Pura Fe and Charly Lowry: Indigenous Women,10/26/2024,Meany Center for the Performing Arts,Music,University District,"Rain. Cloudy, with a high near 56."
Adam Conover,10/27/2024,The Neptune Theatre,Theatre,University District,"Rain. Cloudy, with a high near 53."
Bearly Dead,10/27/2024,High Dive,Music,Fremont / Ballard,"Rain. Cloudy, with a high near 53."
Bodie And Gio.,10/27/2024,Nectar Lounge,Music,Fremont / Ballard,"Rain. Cloudy, with a high near 55."
instant crush,10/27/2024,Barboza,Music,Capitol Hill / Central District,"Rain. Cloudy, with a high near 55."
Kanan Gill,10/27/2024,The Paramount Theatre,Theatre,Downtown,"Rain. Cloudy, with a high near 55."
Peter Mulvey,10/27/2024,Tractor Tavern,Music,Fremont / Ballard,"Rain. Cloudy, with a high near 55."
Pianist Yulianna Avdeeva,10/27/2024,Benaroya Hall,Music,Downtown,"Rain. Cloudy, with a high near 55."
Seattle Seahawks vs. Buffalo Bills,10/27/2024,Lumen Field,Sports,Pioneer Square,"Rain. Cloudy, with a high near 55."
Artemas,10/28/2024,Neumos,Music,Capitol Hill / Central District,"Rain. Cloudy, with a high near 53."
Carrie Lowry Schuettpelz,10/28/2024,Elliott Bay Book Company,Readings & Lectures,Capitol Hill / Central District,"Rain. Cloudy, with a high near 52."
Photay,10/28/2024,Sunset Tavern,Music,Fremont / Ballard,"Rain. Cloudy, with a high near 53."
The Phantom of the Opera – 1925,10/28/2024,The Paramount Theatre,Film & Media Arts,Downtown,"Rain. Cloudy, with a high near 53."
vaultboy,10/28/2024,Barboza,Music,Capitol Hill / Central District,"Rain. Cloudy, with a high near 53."
