Name,Date,Location,Type,Region,Weather
Brand New,5/30/2025,WaMu Theater,Music,Pioneer Square,Clear. {{missing_temperature_data}}. North wind around 2 mph.
Goldie Boutilier,5/30/2025,Barboza,Music,Capitol Hill / Central District,"Sunny. High near 76, with temperatures falling to around 74 in the afternoon. North northwest wind 1 to 6 mph."
Lords of Acid,5/30/2025,El Corazon,Music,Downtown,"Sunny, with a high near 74. North northwest wind 1 to 6 mph."
RJD2,5/30/2025,Nectar Lounge,Music,Fremont / Ballard,"Sunny. High near 76, with temperatures falling to around 74 in the afternoon. North wind 2 to 6 mph."
The Bouncing Souls,5/30/2025,The Crocodile,Music,Downtown,Clear. {{missing_temperature_data}}. North northwest wind around 1 mph.
Ty Myers,5/30/2025,Showbox SoDo,Music,Pioneer Square,Clear. {{missing_temperature_data}}. North wind around 2 mph.
Warren Dunes in Concert,5/30/2025,Bainbridge Island Museum of Art,Museums,West,"Sunny. High near 73, with temperatures falling to around 71 in the afternoon. North wind 2 to 7 mph."
Zookraught,5/30/2025,Sunset Tavern,Music,Fremont / Ballard,Clear. {{missing_temperature_data}}. North wind around 2 mph.
Alex Warren,5/31/2025,Showbox SoDo,Music,Pioneer Square,"A chance of rain after 11am. Mostly sunny, with a high near 71. North northeast wind 2 to 8 mph. Chance of precipitation is 40%. New rainfall amounts less than a tenth of an inch possible."
Benches,5/31/2025,Barboza,Music,Capitol Hill / Central District,"A chance of rain after 11am. Mostly sunny. High near 72, with temperatures falling to around 60 in the afternoon. North wind 2 to 7 mph. Chance of precipitation is 40%. New rainfall amounts less than a tenth of an inch possible."
Erykah Badu Tribute Night,5/31/2025,The Royal Room,Music,South Seattle,"A chance of rain after 11am. Mostly sunny. High near 68, with temperatures falling to around 57 in the afternoon. North northeast wind 2 to 10 mph. Chance of precipitation is 50%. New rainfall amounts less than a tenth of an inch possible."
Hot Bodies in Motion,5/31/2025,Sunset Tavern,Music,Fremont / Ballard,"A chance of rain after 11am. Mostly sunny, with a high near 69. East wind 2 to 8 mph. Chance of precipitation is 40%. New rainfall amounts less than a tenth of an inch possible."
Indo Warehouse,5/31/2025,The Showbox,Music,Downtown,"A chance of rain after 11am. Mostly sunny, with a high near 69. East wind 2 to 8 mph. Chance of precipitation is 40%. New rainfall amounts less than a tenth of an inch possible."
Michael Yo,5/31/2025,The Triple Door,Theatre,Downtown,"A chance of rain after 11am. Mostly sunny. High near 70, with temperatures falling to around 59 in the afternoon. East northeast wind 2 to 8 mph. Chance of precipitation is 40%. New rainfall amounts less than a tenth of an inch possible."
Oddly Satisfying: Ky Newman and Atlgrandma,5/31/2025,The Crocodile,Music,Downtown,"A chance of rain after 11am. Partly sunny. High near 70, with temperatures falling to around 59 in the afternoon. North northeast wind 1 to 8 mph. Chance of precipitation is 40%. New rainfall amounts less than a tenth of an inch possible."
Ringo Deathstarr,5/31/2025,El Corazon,Music,Downtown,"A chance of rain after 11am. Mostly sunny. High near 70, with temperatures falling to around 59 in the afternoon. East northeast wind 2 to 8 mph. Chance of precipitation is 40%. New rainfall amounts less than a tenth of an inch possible."
TesseracT and Daedric,5/31/2025,The Crocodile,Music,Downtown,"A chance of rain after 11am. Mostly sunny, with a high near 71. North northeast wind 2 to 8 mph. Chance of precipitation is 40%. New rainfall amounts less than a tenth of an inch possible."
Carla Torgerson and Willow and Wood,6/1/2025,The Royal Room,Music,South Seattle,"Mostly sunny, with a high near 66."
Mabe Fratti,6/1/2025,The Triple Door,Music,Downtown,"Mostly sunny, with a high near 66."
Pub Choir,6/1/2025,The Showbox,Music,Downtown,"Mostly sunny, with a high near 68. North wind 2 to 9 mph."
Jarrod Morris,6/2/2025,Tractor Tavern,Music,Fremont / Ballard,"Sunny, with a high near 70."
Napalm Death and Melvins,6/2/2025,The Showbox,Music,Downtown,"Sunny, with a high near 71."
Black Kray,6/3/2025,The Crocodile,Music,Downtown,"Sunny, with a high near 72."
Blondshell,6/3/2025,The Showbox,Music,Downtown,"Sunny, with a high near 72."
Drag Queens in Limousines,6/4/2025,The Triple Door,Music,Downtown,"Partly sunny, with a high near 71."
Jay Shetty,6/4/2025,WaMu Theater,Music,Pioneer Square,"Partly sunny, with a high near 71."
Rivers Of Nihil,6/4/2025,El Corazon,Music,Downtown,"Partly sunny, with a high near 71."
Bob Schneider,6/5/2025,The Triple Door,Music,Downtown,"A slight chance of rain. Partly sunny, with a high near 70."
Elephant Revival,6/5/2025,The Neptune Theatre,Music,University District,"A slight chance of rain. Partly sunny, with a high near 69."
Peach Pit & Briston Maroney,6/5/2025,Chateau Ste. Michelle Winery,Music,East,"A slight chance of rain. Partly sunny, with a high near 69."
Rookie of The Year Emo Night: Thomas Nicholas Band,6/5/2025,The Crocodile,Music,Downtown,"A chance of rain. Partly sunny, with a high near 69."
Zan Fiskum and Jacob Miller,6/5/2025,Tractor Tavern,Music,Fremont / Ballard,"A chance of rain. Partly sunny, with a high near 69."
