Name,Date,Location,Type,Region,Weather
Artist Talk: Fumi Amano,2/2/2025,Museum of Glass,Museums,South,"A chance of snow showers. Mostly cloudy, with a low around 33. South wind around 7 mph. Chance of precipitation is 30%. New snow accumulation of less than half an inch possible."
Gallowglass Celtic Band,2/2/2025,The Royal Room,Music,South Seattle,"A chance of snow showers. Mostly cloudy, with a low around 33. South wind around 9 mph. Chance of precipitation is 30%. New snow accumulation of less than half an inch possible."
Panic Fancy,2/2/2025,High Dive,Music,Fremont / Ballard,"A chance of snow showers. Mostly cloudy. Low around 34, with temperatures rising to around 36 overnight. South wind around 8 mph. Chance of precipitation is 30%. New rainfall amounts less than a tenth of an inch possible."
The Seattle Chinese Spring Festival Gala,2/2/2025,Benaroya Hall,Music,Downtown,"A chance of snow showers. Mostly cloudy, with a low around 33. South wind around 8 mph. Chance of precipitation is 30%. New snow accumulation of less than half an inch possible."
The Fifth Avenue Theatre’s Show Talk Series,2/3/2025,Elliott Bay Book Company,Readings & Lectures,Capitol Hill / Central District,"Snow showers likely. Mostly cloudy, with a high near 37. Northeast wind 1 to 7 mph. Chance of precipitation is 60%. New snow accumulation of less than one inch possible."
350’s,2/4/2025,Sea Monster Lounge,Music,Wallingford / Greenlake,"Snow showers likely. Mostly cloudy, with a high near 37. Chance of precipitation is 60%. New snow accumulation of less than half an inch possible."
Chris Hayes,2/4/2025,Town Hall Seattle,Readings & Lectures,Downtown,"Snow showers likely. Mostly cloudy, with a high near 37. Chance of precipitation is 60%. New snow accumulation of less than half an inch possible."
Cursive,2/4/2025,The Crocodile,Music,Downtown,"Snow showers likely. Mostly cloudy, with a high near 38. Chance of precipitation is 60%. New snow accumulation of less than half an inch possible."
Eivor – North American Tour 2025,2/4/2025,The Neptune Theatre,Music,University District,"Snow showers likely. Mostly cloudy, with a high near 38. Chance of precipitation is 60%. New snow accumulation of less than half an inch possible."
Literary Arts: Michele Norris,2/4/2025,Benaroya Hall,Readings & Lectures,Downtown,"Snow showers likely. Mostly cloudy, with a high near 38. Chance of precipitation is 60%. New snow accumulation of less than half an inch possible."
Paula Fuga,2/4/2025,The Triple Door,Music,Downtown,"Snow showers likely. Mostly cloudy, with a high near 38. Chance of precipitation is 60%. New snow accumulation of less than half an inch possible."
Blowout Heavies Brass Band Jam,2/5/2025,Sea Monster Lounge,Music,Wallingford / Greenlake,"Snow showers likely. Partly sunny, with a high near 36. New snow accumulation of less than half an inch possible."
Genghis Barbie,2/5/2025,The Royal Room,Music,South Seattle,"Snow showers likely. Partly sunny, with a high near 36. New snow accumulation of less than half an inch possible."
Shelby Natasha,2/5/2025,Tractor Tavern,Music,Fremont / Ballard,"Snow showers likely. Partly sunny, with a high near 35. New snow accumulation of less than half an inch possible."
Catch Your Breath – The Broken Souls Tour,2/6/2025,The Crocodile,Music,Downtown,"A chance of snow showers. Partly sunny, with a high near 38."
Dean Friedman,2/6/2025,The Royal Room,Music,South Seattle,"A chance of snow showers. Partly sunny, with a high near 36."
Dream Circuit,2/6/2025,Sunset Tavern,Music,Fremont / Ballard,"A chance of snow showers before 4pm, then a chance of rain and snow showers. Partly sunny, with a high near 38."
Lightnin’ Luke,2/6/2025,Tractor Tavern,Music,Fremont / Ballard,"A chance of snow showers before 1pm, then a chance of rain and snow showers. Partly sunny, with a high near 37."
After Party: Campana,2/7/2025,Bainbridge Island Museum of Art,Music,West,"A chance of snow showers before 1pm, then a chance of rain and snow showers. Partly sunny, with a high near 38. New snow accumulation of less than half an inch possible."
Aquarius Birthday Show,2/7/2025,Sunset Tavern,Music,Fremont / Ballard,"A chance of snow showers before 1pm, then a chance of rain and snow showers. Partly sunny, with a high near 39. New snow accumulation of less than half an inch possible."
David Gray – Past and Present Tour,2/7/2025,The Moore Theatre,Music,Downtown,"A chance of snow showers before 4pm, then a chance of rain and snow showers. Partly sunny, with a high near 38. New snow accumulation of less than half an inch possible."
Joe Casalini Trio,2/7/2025,The Royal Room,Music,South Seattle,"A chance of snow showers before 1pm, then a chance of rain and snow showers. Partly sunny, with a high near 38. New snow accumulation of less than half an inch possible."
Ms. Pat: The Hot and Flashy Tour,2/7/2025,The Neptune Theatre,Theatre,University District,"A chance of snow showers before 1pm, then a chance of rain and snow showers. Partly sunny, with a high near 39. New snow accumulation of less than half an inch possible."
The Mother Hips,2/7/2025,Tractor Tavern,Music,Fremont / Ballard,"A chance of snow showers. Partly sunny, with a high near 38. New snow accumulation of less than half an inch possible."
Youth Fountain,2/7/2025,Funhouse,Music,Capitol Hill / Central District,"A chance of snow showers before 1pm, then a chance of rain and snow showers. Partly sunny, with a high near 38. New snow accumulation of less than half an inch possible."
An Evening with Shafty,2/8/2025,High Dive,Music,Fremont / Ballard,"A chance of snow showers before 10am, then a chance of rain and snow showers between 10am and 5pm. Partly sunny, with a high near 40. New snow accumulation of less than half an inch possible."
Artist Talk: Wait… What are you?,2/8/2025,Bainbridge Island Museum of Art,Museums,West,"A chance of snow showers before 1pm, then a chance of rain and snow showers between 1pm and 5pm. Partly sunny, with a high near 40. New snow accumulation of less than half an inch possible."
Awesome,2/8/2025,Town Hall Seattle,Music,Downtown,"A chance of snow showers before 10am, then a chance of rain and snow showers between 10am and 5pm. Partly sunny, with a high near 40. New snow accumulation of less than half an inch possible."
Brilliantz – Stevie Wonder Tribute,2/8/2025,The Royal Room,Music,South Seattle,"A chance of snow showers before 10am, then a chance of rain and snow showers between 10am and 5pm. Partly sunny, with a high near 40. New snow accumulation of less than half an inch possible."
CenterPiece Jazz Band,2/8/2025,The Royal Room,Music,South Seattle,"A chance of snow showers before 1pm, then a chance of rain and snow showers between 1pm and 5pm. Partly sunny, with a high near 40. New snow accumulation of less than half an inch possible."
Chaser,2/8/2025,Funhouse,Music,Capitol Hill / Central District,"A chance of snow showers before 10am, then a chance of rain and snow showers between 10am and 5pm. Partly sunny, with a high near 40. New snow accumulation of less than half an inch possible."
Tom Papa: Grateful Bread Tour,2/8/2025,The Moore Theatre,Theatre,Downtown,"A chance of snow showers before 10am, then a chance of rain and snow showers between 10am and 5pm. Partly sunny, with a high near 40. New snow accumulation of less than half an inch possible."
Wunderhorse,2/8/2025,The Crocodile,Music,Downtown,"A chance of snow showers before 10am, then a chance of rain and snow showers between 10am and 5pm. Partly sunny, with a high near 40. New snow accumulation of less than half an inch possible."
