Name,Date,Location,Type,Region,Weather
An Evening of Music Inspired by Moby Dick,6/8/2024,Town Hall Seattle,Music,Downtown,"Partly sunny. High near 79, with temperatures falling to around 77 in the afternoon. Northwest wind 0 to 5 mph."
An Evening with 1974 A.D.,6/8/2024,Town Hall Seattle,Music,Downtown,"Partly sunny. High near 78, with temperatures falling to around 75 in the afternoon. North northwest wind around 5 mph."
Clinton Fearon and Boogie Brown Band,6/8/2024,Nectar Lounge,Music,Fremont / Ballard,"Partly sunny. High near 81, with temperatures falling to around 78 in the afternoon. West northwest wind 1 to 6 mph."
Crown City Bombers,6/8/2024,Slim's Last Chance,Music,South Seattle,"Partly sunny. High near 79, with temperatures falling to around 76 in the afternoon. North northwest wind around 5 mph."
Festal: Indigenous People Festival,6/8/2024,Seattle Center,Festivals & Special Events,Queen Anne / Seattle Center,"Partly sunny. High near 77, with temperatures falling to around 74 in the afternoon. North northwest wind 2 to 6 mph."
Heels to the Hardwood,6/8/2024,Sunset Tavern,Music,Fremont / Ballard,"Partly sunny. High near 79, with temperatures falling to around 77 in the afternoon. Northwest wind 0 to 5 mph."
Last Podcast On The Left,6/8/2024,The Paramount Theatre,Theatre,Downtown,"Partly sunny. High near 77, with temperatures falling to around 75 in the afternoon. North northwest wind 1 to 5 mph."
Little Big,6/8/2024,The Showbox,Music,Downtown,"Partly sunny. High near 78, with temperatures falling to around 75 in the afternoon. North northwest wind around 5 mph."
Luca Fogale,6/8/2024,High Dive,Music,Fremont / Ballard,"Partly sunny. High near 79, with temperatures falling to around 77 in the afternoon. Northwest wind 0 to 5 mph."
Madison Beer – Spinnin Tour,6/8/2024,The Moore Theatre,Music,Downtown,"Partly sunny. High near 79, with temperatures falling to around 77 in the afternoon. Northwest wind 0 to 5 mph."
Model Shop,6/8/2024,Barboza,Music,Capitol Hill / Central District,"Partly sunny. High near 79, with temperatures falling to around 77 in the afternoon. Northwest wind 0 to 5 mph."
Palettes,6/8/2024,Funhouse,Music,Capitol Hill / Central District,"Partly sunny. High near 79, with temperatures falling to around 77 in the afternoon. Northwest wind 0 to 5 mph."
Pearl and The Oysters,6/8/2024,Chop Suey,Music,Capitol Hill / Central District,"Partly sunny. High near 79, with temperatures falling to around 76 in the afternoon. Northwest wind 1 to 5 mph."
Steel Pole Bath Tub,6/8/2024,El Corazon,Music,Downtown,"Partly sunny. High near 79, with temperatures falling to around 76 in the afternoon. Northwest wind 0 to 5 mph."
The Oscillators,6/8/2024,Sea Monster Lounge,Music,Wallingford / Greenlake,"Partly sunny. High near 80, with temperatures falling to around 77 in the afternoon. Northwest wind 1 to 5 mph."
Year of The Cobra,6/8/2024,Tractor Tavern,Music,Fremont / Ballard,"Partly sunny. High near 81, with temperatures falling to around 78 in the afternoon. West northwest wind 1 to 5 mph."
Zoso,6/8/2024,The Neptune Theatre,Music,University District,"Partly sunny. High near 79, with temperatures falling to around 76 in the afternoon. North northwest wind around 5 mph."
1964 The Tribute,6/9/2024,The Neptune Theatre,Music,University District,"Mostly sunny. High near 72, with temperatures falling to around 70 in the afternoon. South southwest wind around 6 mph."
Cole Young,6/9/2024,Rendezvous JewelBox Theater,Theatre,Downtown,"Mostly sunny, with a high near 73. South southwest wind around 6 mph."
JNA & Tavia Rhodes,6/9/2024,The Royal Room,Music,South Seattle,"Mostly sunny, with a high near 72. South southwest wind around 6 mph."
Krooked Kings,6/9/2024,Neumos,Music,Capitol Hill / Central District,"Mostly sunny, with a high near 72. South southwest wind around 6 mph."
Leanne Dunic and Isaac Yuen,6/9/2024,Elliott Bay Book Company,Readings & Lectures,Capitol Hill / Central District,"Mostly sunny, with a high near 73. South southwest wind around 6 mph."
Liberty High School Jazz Band,6/9/2024,The Royal Room,Music,South Seattle,"Mostly sunny, with a high near 71. South southwest wind around 7 mph."
OK Carol,6/9/2024,Sunset Tavern,Music,Fremont / Ballard,"Mostly sunny, with a high near 72. South southwest wind around 6 mph."
Season Encore Performance,6/9/2024,Marion Oliver McCaw Hall,Dance,Queen Anne / Seattle Center,"Mostly sunny, with a high near 72. South southwest wind around 6 mph."
Short Stories Live,6/9/2024,Town Hall Seattle,Readings & Lectures,Downtown,"Mostly sunny, with a high near 72. South southwest wind around 6 mph."
The Sadies,6/9/2024,Tractor Tavern,Music,Fremont / Ballard,"Mostly sunny, with a high near 72. South southwest wind around 6 mph."
Therapy Gecko Live,6/9/2024,The Crocodile,Theatre,Downtown,"Mostly sunny. High near 72, with temperatures falling to around 70 in the afternoon. South southwest wind around 6 mph."
Tiny Desk Contest On The Road 2024,6/9/2024,Nectar Lounge,Music,Fremont / Ballard,"Mostly sunny, with a high near 72. South southwest wind 2 to 6 mph."
Tropical Sunday: Conjunto Caribe,6/9/2024,Sea Monster Lounge,Music,Wallingford / Greenlake,"Mostly sunny, with a high near 73. South southwest wind 2 to 6 mph."
DIIV,6/10/2024,The Neptune Theatre,Music,University District,"Mostly sunny, with a high near 71. Southwest wind around 6 mph."
Moxie,6/10/2024,Sunset Tavern,Music,Fremont / Ballard,"Mostly sunny, with a high near 72. Southwest wind around 5 mph."
