Name,Date,Location,Type,Region,Weather
BAS,3/17/2024,Neumos,Music,Capitol Hill / Central District,"Sunny. High near 70, with temperatures falling to around 68 in the afternoon. Southwest wind around 5 mph."
Brad Parsons,3/17/2024,High Dive,Music,Fremont / Ballard,"Sunny. High near 71, with temperatures falling to around 69 in the afternoon. Southwest wind around 5 mph."
Journeys,3/17/2024,Town Hall Seattle,Music,Downtown,"Sunny. High near 73, with temperatures falling to around 71 in the afternoon. Southwest wind around 5 mph."
Lunasa,3/17/2024,The Neptune Theatre,Music,University District,"Sunny, with a high near 69. South southwest wind around 5 mph."
Rylan Fischer,3/17/2024,Sunset Tavern,Music,Fremont / Ballard,"Sunny, with a high near 69. West southwest wind around 5 mph."
Umphrey’s McGee,3/17/2024,The Showbox,Music,Downtown,"Sunny. High near 71, with temperatures falling to around 69 in the afternoon. Southwest wind around 5 mph."
’68,3/18/2024,Funhouse,Music,Capitol Hill / Central District,"Sunny, with a high near 65. North wind 3 to 7 mph."
Clarence Moriwaki,3/18/2024,Town Hall Seattle,Readings & Lectures,Downtown,"Sunny, with a high near 65. North wind 3 to 7 mph."
Jimmy Chamberlin Complex,3/18/2024,Neumos,Music,Capitol Hill / Central District,"Sunny, with a high near 64. North wind 5 to 8 mph."
Seattle Kraken vs. Buffalo Sabres,3/18/2024,Climate Pledge Arena,Sports,Queen Anne / Seattle Center,"Sunny. High near 65, with temperatures falling to around 63 in the afternoon. North wind 2 to 7 mph."
Taste Washington: No Frills,3/18/2024,"Seattle, WA",Festivals & Special Events,Downtown,"Sunny. High near 66, with temperatures falling to around 64 in the afternoon. North wind 2 to 6 mph."
27th Annual Daffodil Day at Pike Place Market,3/19/2024,Pike Place Market,Festivals & Special Events,Downtown,"Mostly sunny, with a high near 65. North northwest wind around 5 mph."
Ana Tijoux,3/19/2024,The Crocodile,Music,Downtown,"Mostly sunny, with a high near 65. North wind around 5 mph."
Brad Gooch: The Life and Line of Keith Haring,3/19/2024,Town Hall Seattle,Readings & Lectures,Downtown,"Mostly sunny, with a high near 65. North northwest wind around 5 mph."
Darkest Hour,3/19/2024,El Corazon,Music,Downtown,"Mostly sunny, with a high near 65. North northwest wind around 5 mph."
Dragontail Peak,3/19/2024,High Dive,Music,Fremont / Ballard,"Mostly sunny, with a high near 65. North wind around 5 mph."
El Perro del Mar,3/19/2024,Barboza,Music,Capitol Hill / Central District,"Mostly sunny, with a high near 66. North northwest wind around 5 mph."
Letterkenny,3/19/2024,Showbox SoDo,Theatre,Pioneer Square,"Mostly sunny, with a high near 65. North wind around 5 mph."
Richard Lui and Dr. Kate Zhong: Caring for the Caregiver,3/19/2024,Town Hall Seattle,Readings & Lectures,Downtown,"Sunny, with a high near 65. North northwest wind around 5 mph."
True Loves,3/19/2024,Dimitriou's Jazz Alley,Music,Downtown,"Mostly sunny, with a high near 65. North northwest wind around 5 mph."
Combichrist,3/20/2024,El Corazon,Music,Downtown,"A chance of rain. Mostly cloudy, with a high near 55. Chance of precipitation is 50%."
Jon Vinyl,3/20/2024,Barboza,Music,Capitol Hill / Central District,"Rain likely. Mostly cloudy, with a high near 56. Chance of precipitation is 60%."
Mania the ABBA Tribute,3/20/2024,The Neptune Theatre,Music,University District,"A chance of rain. Mostly cloudy, with a high near 55. Chance of precipitation is 50%."
Mayuan Poet,3/20/2024,Neumos,Music,Capitol Hill / Central District,"A chance of rain. Mostly cloudy, with a high near 55. Chance of precipitation is 50%."
My Name is Rachel Corrie: Play Reading,3/20/2024,Erickson Theatre,Theatre,Capitol Hill / Central District,"A chance of rain. Mostly cloudy, with a high near 55. Chance of precipitation is 50%."
The Forensic Archive of Landscapes: Paloma Contreras Lomas,3/20/2024,Seattle Art Museum,Museums,Downtown,"A chance of rain. Mostly cloudy, with a high near 55. Chance of precipitation is 50%."
Flyana Boss,3/21/2024,Barboza,Music,Capitol Hill / Central District,"Rain likely. Mostly cloudy, with a high near 54."
glass beach,3/21/2024,Neumos,Music,Capitol Hill / Central District,"Rain likely. Mostly cloudy, with a high near 54."
Ignite #45,3/21/2024,Town Hall Seattle,Readings & Lectures,Downtown,"Rain likely. Mostly cloudy, with a high near 54."
Lee McIntyre: A History of Disinformation,3/21/2024,Town Hall Seattle,Readings & Lectures,Downtown,"Rain likely. Mostly cloudy, with a high near 54."
Barely Alive,3/22/2024,The Showbox,Music,Downtown,"Rain likely. Mostly cloudy, with a high near 56."
Dadi Freyr,3/22/2024,Showbox SoDo,Music,Pioneer Square,"Rain likely. Mostly cloudy, with a high near 55."
Los Huracanes del Norte: A Otro Nivel Tour 2024,3/22/2024,The Neptune Theatre,Music,University District,"Rain likely. Mostly cloudy, with a high near 54."
More Music,3/22/2024,The Moore Theatre,Music,Downtown,"Rain likely. Mostly cloudy, with a high near 54."
The Moth Seattle GrandSLAM,3/22/2024,Town Hall Seattle,Festivals & Special Events,Downtown,"Rain likely. Mostly cloudy, with a high near 54."
Alkaline Trio,3/23/2024,Showbox SoDo,Music,Pioneer Square,"Rain. Mostly cloudy, with a high near 52."
An Encomium for Doug Crutchfield,3/23/2024,National Nordic Museum,Museums,Fremont / Ballard,"Rain likely. Mostly cloudy, with a high near 52."
Jennifer Hartswick Band,3/23/2024,High Dive,Music,Fremont / Ballard,"Rain likely. Mostly cloudy, with a high near 52."
Monster Energy AMA Supercross!,3/23/2024,Lumen Field,Festivals & Special Events,Pioneer Square,"Rain likely. Mostly cloudy, with a high near 52."
Saturday Family Concert: Neon Brass Party,3/23/2024,Town Hall Seattle,Music,Downtown,"Rain likely. Mostly cloudy, with a high near 52."
Tacoma Stars vs. Empire Strykers,3/23/2024,accesso ShoWare Center,Sports,South,"Rain likely. Mostly cloudy, with a high near 52."
