Name,Date,Location,Type,Region,Weather
Pond,11/29/2024,The Neptune Theatre,Music,University District,"Mostly cloudy, with a high near 45. South southeast wind around 5 mph."
Ship Wrek,11/29/2024,The Showbox,Music,Downtown,"Mostly cloudy, with a high near 44. South southeast wind around 5 mph."
The Cure,11/29/2024,The Crocodile,Music,Downtown,"Mostly cloudy, with a high near 43. South southeast wind around 5 mph."
Work It – 90s/2000s R&B Hip Hop Throwback Party,11/29/2024,High Dive,Music,Fremont / Ballard,"Mostly cloudy, with a high near 43. South southeast wind around 5 mph."
29th Annual Magic in the Market,11/30/2024,Pike Place Market,Festivals & Special Events,Downtown,"Mostly cloudy, with a high near 46."
Emma Ruth Rundle,11/30/2024,Tractor Tavern,Music,Fremont / Ballard,"Partly sunny, with a high near 47."
Palooka,11/30/2024,The Royal Room,Music,South Seattle,"Partly sunny, with a high near 47."
SAM Performs: D’Vonne Lewis and BEYOND,11/30/2024,Seattle Art Museum,Music,Downtown,"Partly sunny, with a high near 47."
Seattle’s Tribute to The Last Waltz,11/30/2024,The Neptune Theatre,Music,University District,"Mostly cloudy, with a high near 46."
Small Business Saturday: Shop & Sip,11/30/2024,Obec Brewing,Festivals & Special Events,Fremont / Ballard,"Partly sunny, with a high near 46."
Sounds of The Sound 7,11/30/2024,Town Hall Seattle,Music,Downtown,"Partly sunny, with a high near 47."
Legion of Jazz: From Santa to Sinatra,12/1/2024,The Royal Room,Music,South Seattle,"Partly sunny, with a high near 47."
Machine Girl,12/1/2024,Showbox SoDo,Music,Pioneer Square,"Partly sunny, with a high near 48."
Rahul Subramanian,12/1/2024,The Neptune Theatre,Theatre,University District,"Partly sunny, with a high near 47."
Samantha Allen with Emily Martin,12/1/2024,Elliott Bay Book Company,Readings & Lectures,Capitol Hill / Central District,"Partly sunny, with a high near 46."
Seaside Tryst,12/1/2024,Sunset Tavern,Music,Fremont / Ballard,"Partly sunny, with a high near 47."
Seattle Marathon,12/1/2024,"Seattle, WA",Sports,Downtown,"Partly sunny, with a high near 47."
Juhea Kim with Kim Fu,12/2/2024,Elliott Bay Book Company,Readings & Lectures,Capitol Hill / Central District,"A slight chance of rain after 4pm. Partly sunny, with a high near 48."
Senses Fail,12/2/2024,Showbox SoDo,Music,Pioneer Square,"A slight chance of rain after 4pm. Partly sunny, with a high near 48."
Take It To The Limit – A Tribute to the Eagles,12/2/2024,The Neptune Theatre,Music,University District,"A slight chance of rain after 4pm. Partly sunny, with a high near 48."
Anna Karenina – smARTfilms: Reel Reading,12/3/2024,Bainbridge Island Museum of Art,Museums,West,"A chance of rain. Mostly cloudy, with a high near 52."
Ensemble Sangineto,12/3/2024,The Royal Room,Music,South Seattle,"A chance of rain. Mostly cloudy, with a high near 50."
Exodus,12/3/2024,El Corazon,Music,Downtown,"A chance of rain. Mostly cloudy, with a high near 52."
Israeli Chamber Project with Hila Baggio,12/3/2024,Meany Center for the Performing Arts,Theatre,University District,"A chance of rain. Mostly cloudy, with a high near 51."
Leslie Odom Jr.: The Christmas Tour,12/3/2024,Benaroya Hall,Music,Downtown,"A chance of rain. Mostly cloudy, with a high near 50."
Prim,12/3/2024,Sunset Tavern,Music,Fremont / Ballard,"A chance of rain. Mostly cloudy, with a high near 52."
Atomic Pines,12/4/2024,Funhouse,Music,Capitol Hill / Central District,"Rain likely. Mostly cloudy, with a high near 52."
Karl Blau,12/4/2024,Tractor Tavern,Music,Fremont / Ballard,"Rain likely. Mostly cloudy, with a high near 52."
Karl Blau,12/4/2024,Tractor Tavern,Music,Fremont / Ballard,"Rain likely. Cloudy, with a high near 51."
Reset Rewind,12/4/2024,High Dive,Music,Fremont / Ballard,"Rain likely. Mostly cloudy, with a high near 51."
Roxbury Saints,12/4/2024,Sunset Tavern,Music,Fremont / Ballard,"Rain likely. Cloudy, with a high near 52."
The Mastersons,12/4/2024,The Triple Door,Music,Downtown,"Rain likely. Cloudy, with a high near 52."
