Name,Date,Location,Type,Region,Weather
Signs of Life,2/23/2026,The Neptune Theatre,Music,University District,"Rain. Cloudy. Low around 44, with temperatures rising to around 46 overnight. South wind around 10 mph. Chance of precipitation is 90%. New rainfall amounts between a quarter and half of an inch possible."
Clover County,2/24/2026,Barboza,Music,Capitol Hill / Central District,"Rain likely. Mostly cloudy. High near 47, with temperatures falling to around 45 in the afternoon. North wind 3 to 7 mph. Chance of precipitation is 60%. New rainfall amounts between a tenth and quarter of an inch possible."
Ricardo Arjona,2/24/2026,Climate Pledge Arena,Music,Queen Anne / Seattle Center,"Rain likely. Mostly cloudy, with a high near 47. North wind 3 to 7 mph. Chance of precipitation is 60%. New rainfall amounts between a tenth and quarter of an inch possible."
Jamie Fine,2/25/2026,Barboza,Music,Capitol Hill / Central District,"Rain likely. Mostly cloudy, with a high near 51. South wind 3 to 9 mph. Chance of precipitation is 60%. New rainfall amounts less than a tenth of an inch possible."
Kathleen Edwards,2/25/2026,The Neptune Theatre,Music,University District,"Rain likely. Mostly cloudy, with a high near 51. South wind 3 to 9 mph. Chance of precipitation is 60%. New rainfall amounts less than a tenth of an inch possible."
Cold Cave,2/26/2026,The Neptune Theatre,Music,University District,"Rain likely. Mostly cloudy, with a high near 50."
Jeffrey Lewis and The Voltage,2/26/2026,Barboza,Music,Capitol Hill / Central District,"Rain likely. Mostly cloudy, with a high near 50."
Capstan,2/27/2026,Neumos,Music,Capitol Hill / Central District,"Rain likely before 4pm, then a chance of rain and snow. Mostly cloudy, with a high near 49."
Justin Furstenfeld,2/27/2026,The Neptune Theatre,Music,University District,"Rain likely before 4pm, then a slight chance of rain and snow. Mostly cloudy, with a high near 48."
rum.gold,2/27/2026,Barboza,Music,Capitol Hill / Central District,"Rain likely before 4pm, then a slight chance of rain and snow. Mostly cloudy, with a high near 48."
Alexander Stewart,2/28/2026,Neumos,Music,Capitol Hill / Central District,"A slight chance of rain and snow between 10am and 4pm. Partly sunny, with a high near 47."
Jared Freid,2/28/2026,The Neptune Theatre,Theatre,University District,"A slight chance of rain and snow between 10am and 4pm. Partly sunny, with a high near 47."
Playboy Manbaby,2/28/2026,Barboza,Music,Capitol Hill / Central District,"A slight chance of rain and snow between 10am and 4pm. Partly sunny, with a high near 46."
Seattle Kraken vs. Vancouver Canucks,2/28/2026,Climate Pledge Arena,Sports,Queen Anne / Seattle Center,"A slight chance of rain and snow between 10am and 4pm. Partly sunny, with a high near 47."
Doughboys,3/1/2026,The Neptune Theatre,Theatre,University District,"A slight chance of rain and snow after 10am. Mostly sunny, with a high near 49."
