Name,Date,Location,Type,Region,Weather
Carla Torgerson and Willow and Wood,6/1/2025,The Royal Room,Music,South Seattle,"Mostly sunny, with a high near 65. North wind 6 to 12 mph."
EgoPump,6/1/2025,Hidden Hall,Music,Fremont / Ballard,"Mostly sunny, with a high near 66. North wind 5 to 12 mph."
Mabe Fratti,6/1/2025,The Triple Door,Music,Downtown,"Mostly sunny, with a high near 66. North wind 5 to 12 mph."
Pub Choir,6/1/2025,The Showbox,Music,Downtown,"Sunny, with a high near 67. North northwest wind 5 to 10 mph."
Jarrod Morris,6/2/2025,Tractor Tavern,Music,Fremont / Ballard,"Sunny. High near 69, with temperatures falling to around 67 in the afternoon. North wind 3 to 12 mph."
Napalm Death and Melvins,6/2/2025,The Showbox,Music,Downtown,"Sunny, with a high near 70. North wind 5 to 10 mph."
Black Kray,6/3/2025,The Crocodile,Music,Downtown,"Sunny, with a high near 72. North northwest wind 5 to 9 mph."
Blondshell,6/3/2025,The Showbox,Music,Downtown,"Sunny, with a high near 72. North northwest wind 5 to 9 mph."
Drag Queens in Limousines,6/4/2025,The Triple Door,Music,Downtown,"Mostly sunny, with a high near 71."
Jay Shetty,6/4/2025,WaMu Theater,Music,Pioneer Square,"Mostly sunny, with a high near 72."
Michelle Cassandra Johnson and Amy Burtaine,6/4/2025,Elliott Bay Book Company,Readings & Lectures,Capitol Hill / Central District,"Mostly sunny, with a high near 71."
Rivers Of Nihil,6/4/2025,El Corazon,Music,Downtown,"Mostly sunny, with a high near 70."
Wavepool,6/4/2025,Hidden Hall,Music,Fremont / Ballard,"Mostly sunny, with a high near 70."
Zelma Stone,6/4/2025,Sunset Tavern,Music,Fremont / Ballard,"Mostly sunny, with a high near 71."
Ben Rector,6/5/2025,The Moore Theatre,Music,Downtown,"Mostly sunny, with a high near 75."
Bill Ayers,6/5/2025,Elliott Bay Book Company,Readings & Lectures,Capitol Hill / Central District,"Mostly sunny, with a high near 73."
Bob Schneider,6/5/2025,The Triple Door,Music,Downtown,"Mostly sunny, with a high near 73."
Caspian Coberly,6/5/2025,Hidden Hall,Music,Fremont / Ballard,"Mostly sunny, with a high near 75."
Elephant Revival,6/5/2025,The Neptune Theatre,Music,University District,"Mostly sunny, with a high near 75."
Peach Pit & Briston Maroney,6/5/2025,Chateau Ste. Michelle Winery,Music,East,"Mostly sunny, with a high near 75."
Rookie of The Year Emo Night: Thomas Nicholas Band,6/5/2025,The Crocodile,Music,Downtown,"Mostly sunny, with a high near 74."
Zan Fiskum and Jacob Miller,6/5/2025,Tractor Tavern,Music,Fremont / Ballard,"Mostly sunny, with a high near 74."
Bigtooth Album Release Party,6/6/2025,Tractor Tavern,Music,Fremont / Ballard,"Partly sunny, with a high near 74."
CODA  – A Tribute to Led Zeppelin,6/6/2025,The Crocodile,Music,Downtown,"Partly sunny, with a high near 72."
Densmore,6/6/2025,Hidden Hall,Music,Fremont / Ballard,"Partly sunny, with a high near 74."
Ivan Cornejo,6/6/2025,WaMu Theater,Music,Pioneer Square,"Partly sunny, with a high near 74."
Joe Casalini Trio,6/6/2025,The Royal Room,Music,South Seattle,"Partly sunny, with a high near 74."
Lacabra,6/6/2025,Funhouse,Music,Capitol Hill / Central District,"Partly sunny, with a high near 73."
Livingston,6/6/2025,The Showbox,Music,Downtown,"Partly sunny, with a high near 74."
Malcolm Todd,6/6/2025,Showbox SoDo,Music,Pioneer Square,"Partly sunny, with a high near 73."
Ms. Pak-Man: On Another Level,6/6/2025,The Triple Door,Theatre,Downtown,"Partly sunny, with a high near 73."
Ms. Pak-Man: On Another Level – Late Slow,6/6/2025,The Triple Door,Theatre,Downtown,"Partly sunny, with a high near 72."
Suga Free,6/6/2025,Nectar Lounge,Music,Fremont / Ballard,"Partly sunny, with a high near 74."
Yacht Rock Revue,6/6/2025,Chateau Ste. Michelle Winery,Music,East,"Partly sunny, with a high near 74."
Albert Lee,6/7/2025,Tractor Tavern,Music,Fremont / Ballard,"Mostly sunny, with a high near 77."
An Evening with Clive Carroll,6/7/2025,The Royal Room,Music,South Seattle,"Mostly sunny, with a high near 77."
An Evening with Clive Carroll,6/7/2025,The Royal Room,Music,South Seattle,"Mostly sunny, with a high near 76."
Asian Voices,6/7/2025,Seattle First Baptist Church,Music,Downtown,"Mostly sunny, with a high near 76."
Disbosable Zeros – Tribute To Metallica,6/7/2025,Funhouse,Music,Capitol Hill / Central District,"Mostly sunny, with a high near 74."
Duende Libre Album Release,6/7/2025,The Triple Door,Music,Downtown,"Mostly sunny, with a high near 75."
Earth To Kenzie,6/7/2025,Opera Center,Music,Queen Anne / Seattle Center,"Mostly sunny, with a high near 74."
Eldridge Gravy and Court Supreme,6/7/2025,Hidden Hall,Music,Fremont / Ballard,"Mostly sunny, with a high near 75."
Festal: Indigenous People Festival,6/7/2025,Seattle Center,Festivals & Special Events,Queen Anne / Seattle Center,"Mostly sunny, with a high near 76."
Kayzo,6/7/2025,Showbox SoDo,Music,Pioneer Square,"Mostly sunny, with a high near 75."
Pride Rainbow Hop 2025,6/7/2025,Phinney Neighborhood Center,Festivals & Special Events,North Seattle,"Mostly sunny, with a high near 76."
Spanish Guitar Night – Andrea Gonzalez Caballero,6/7/2025,Town Hall Seattle,Music,Downtown,"Mostly sunny, with a high near 75."
The Minus 5,6/7/2025,Tractor Tavern,Music,Fremont / Ballard,"Mostly sunny, with a high near 77."
Wayne Hancock IV,6/7/2025,Slim's Last Chance,Music,South Seattle,"Mostly sunny, with a high near 73."
